no,address,latitude,longitude
서일대학교,서울 중랑구 서일대학길 22(면목동 49-3) 서일대학교,37.6065432383919,127.092820287004
성공회대학교,서울 구로구 항동 성공회대학교,37.4801853131196,126.823409784343
세종대학교,서울 광진구 군자동 세종대학교,37.5554765598174,127.075350846159
연세대학교,서울 서대문구 신촌동 연세대학교,37.5651616940519,126.93927687604
한국방송통신대학교,서울 종로구 동숭동 한국방송통신대학교,37.5813770980378,127.004872670199
한국체육대학교,서울 송파구 오륜동 한국체육대학교,37.5154162110562,127.134305677243
한성대학교,서울 성북구 삼선동3가 389 한성대학교,37.5865085302362,127.013092803419
한양여자대학교,서울 성동구 행당동 살곶이길 200,37.5563428160975,127.041881433393
감리교신학대학교,서울 서대문구 냉천동 감리교신학대학,37.5667821636121,126.961963463309
경희대학교,서울 동대문구 회기동 경희대학교,37.5907885967282,127.05537245757
고려대학교,서울 성북구 안암동 고려대학교,37.5858189680129,127.021344106907
국민대학교,서울 성북구 정릉3동 국민대학교,37.6089294464123,127.004190410838
그리스도대학교,서울 강서구 화곡6동 그리스도대학교,37.551543060786,126.850958505315
동국대학교,서울 중구 필동3가 동국대학교,37.5584990846546,126.997003047238
동덕여자대학교,서울 성북구 하월곡2동 동덕여자대학교,37.5893588153919,127.016702905651
사이버한국외국어대학교,서울 동대문구 이문동 한국외국어대학교,37.6004055110663,127.066373060068
상명대학교,서울 종로구 홍지동 상명대학교,37.6007910021228,126.956587544473
서강대학교,서울 마포구 신수동 서강대학교,37.5470206619263,126.935226865858
서경대학교,서울 성북구 정릉4동 서경대학교,37.6133765955269,127.00699953542
