school_name,address,latitude,longitude
광양고등학교,서울특별시 광진구 자양로3가길 31,37.52937892,127.0851823
광양중학교,서울특별시 광진구 자양로3길 7,37.53089134,127.08617
광영여자고등학교,서울특별시 양천구 남부순환로30길 17,37.5371981,126.8232759
광운대학교,서울특별시 노원구 월계동 447-1,37.6197033224113,127.059670655809
광운중학교,서울특별시 노원구 광운로1길 24,37.6192432,127.0565408
광운초등학교,서울특별시 성북구 한천로 694,37.61897514,127.055244
광장중학교,서울특별시 광진구 광장로1길 1,37.54717752,127.1019276
광진중학교,서울특별시 광진구 뚝섬로64길 45,37.53221959,127.0901621
광희중학교,서울특별시 성동구 독서당로62길 46,37.55115453,127.03398
교남학교,서울특별시 강서구 까치산로22길 38,37.54797109,126.852349
구로고등학교,서울특별시 구로구 가마산로27길 45,37.49884008,126.8903092
구로중학교,서울특별시 구로구 구로중앙로 48,37.49485972,126.8910999
구룡중학교,서울특별시 강남구 선릉로 103,37.48621294,127.0565075
구산중학교,서울특별시 은평구 갈현로15길 20-23,37.60987202,126.9094887
구암고등학교,서울특별시 관악구 성현로 57,37.49255401,126.9502192
구암중학교,서울특별시 관악구 성현로 53,37.49276624,126.9490357
구의중학교,서울특별시 광진구 광나루로30길 80,37.5428503,127.0788404
구일고등학교,서울특별시 구로구 구일로 90-51,37.49350529,126.8746185
구일중학교,서울특별시 구로구 구일로 90-133,37.49530091,126.8737702
구현고등학교,서울특별시 구로구 경인로53가길 17,37.50228322,126.8744182
국립국악중학교,서울특별시 강남구 개포로22길 65,37.47623974,127.0512138
국립전통예술중학교,서울특별시 금천구 시흥대로38길 62,37.44637105,126.9064621
국민대학교,서울 성북구 정릉3동 국민대학교,37.6089294464123,127.004190410838
국사봉중학교,서울특별시 동작구 양녕로20길 20,37.49353263,126.9440557
국제예술대학,서울 강남구 논현동 79,37.5169057779708,127.031003951379
그리스도대학교,서울 강서구 화곡6동 그리스도대학교,37.551543060786,126.850958505315
금성초등학교,서울특별시 중랑구 신내로21길 55,37.61531513,127.0898585
금옥중학교,서울특별시 양천구 신정로 213,37.51096532,126.8439717
금천고등학교,서울특별시 금천구 시흥대로38길 26,37.44489502,126.9049018
금천문화예술정보학교,서울특별시 금천구 남부순환로126길 25,37.47926857,126.9072194
금호고등학교,서울특별시 성동구 금호로 118,37.5536215,127.0234338
금호여자중학교,서울특별시 중구 청구로 6,37.5580382,127.0204612
길음중학교,서울특별시 성북구 길음로 144,37.61403346,127.0177524
꿈타래학교,서울특별시 관악구 신림로 67,37.47050417,126.9419406
난곡중학교,서울특별시 금천구 문성로 67,37.47804558,126.9107916
난우중학교,서울특별시 관악구 난곡로16길 32,37.46680396,126.9228283
남강중학교,서울특별시 관악구 난곡로34길 80,37.47137567,126.9249091
남대문중학교,서울특별시 성북구 한천로 660-30,37.61853601,127.0559811
남서울중학교,서울특별시 관악구 남부순환로172길 97,37.48213625,126.9210371
남성중학교,서울특별시 동작구 남부순환로269길 166,37.47900822,126.9724141
내곡중학교,서울특별시 서초구 청계산로7길 9-20,37.45200325,127.0544446
노곡중학교,서울특별시 도봉구 노해로70길 95,37.64880251,127.0537437
노원고등학교,서울특별시 노원구 노원로 586,37.66180319,127.0540195
노원중학교,서울특별시 노원구 동일로213길 26,37.64936114,127.059692
노일중학교,서울특별시 노원구 동일로231길 24,37.67228886,127.0538897
녹천중학교,서울특별시 노원구 월계로 376,37.63107911,127.0617422
누리학교,서울특별시 동작구 상도로 53,37.49997351,126.9265216
누원고등학교,서울특별시 도봉구 마들로 849,37.68556896,127.0499327
다니엘학교,서울특별시 서초구 헌릉로468길 21-16,37.4601639,127.0923191
단국대학교사범대학부속중학교,서울특별시 강남구 도곡로64길 21,37.49561749,127.0577682
당곡고등학교,서울특별시 관악구 봉천로21길 108,37.49176034,126.9342464
당곡중학교,서울특별시 관악구 봉천로13길 101,37.4923589,126.9326777
당산서중학교,서울특별시 영등포구 당산로41길 12,37.53248394,126.8988251
당산중학교,서울특별시 영등포구 버드나루로 160,37.53203308,126.907614
대경중학교,서울특별시 중구 매봉18길 111,37.55637326,127.0169792
대광중학교,서울특별시 동대문구 안암로 6,37.57795467,127.0253235
대광초등학교,서울특별시 성북구 안암로 5,37.57915104,127.0234459
대동세무고등학교,서울특별시 종로구 계동길 84-10,37.58158273,126.9879513
대림중학교,서울특별시 영등포구 시흥대로185길 6,37.49213862,126.906943
대명중학교,서울특별시 강남구 역삼로87길 26,37.50631894,127.0607781
대방중학교,서울특별시 동작구 여의대방로10길 24,37.49543678,126.9130162
대성중학교,서울특별시 은평구 갈현로29길 51-24,37.62314228,126.9097907
대신중학교,서울특별시 종로구 사직로 9,37.57312377,126.9612545
대영고등학교,서울특별시 영등포구 도림로86길 16,37.50365306,126.9055181
대영중학교,서울특별시 영등포구 도림로80가길 14,37.50343784,126.905208
대왕중학교,서울특별시 강남구 광평로20길 7,37.48346033,127.0873381
대원국제중학교,서울특별시 광진구 용마산로22길 26,37.56245022,127.0893767
대일고등학교,서울특별시 강서구 등촌로 105,37.5394887,126.8634031
대일관광고등학교,서울특별시 양천구 신정이펜1로 11,37.51141377,126.8349067
대일외국어고등학교,서울특별시 성북구 서경로 116,37.61330459,127.014176
대진고등학교,서울특별시 노원구 공릉로62가길 47,37.63780685,127.07609
대진디자인고등학교,서울특별시 강남구 광평로39길 93,37.49042815,127.0959793
대진여자고등학교,서울특별시 노원구 공릉로 438,37.64612482,127.0671966
대청중학교,서울특별시 강남구 양재천로 321,37.49034855,127.0580335
대치중학교,서울특별시 강남구 남부순환로378길 39,37.48457751,127.0470652
덕산중학교,서울특별시 은평구 가좌로 400,37.6022574,126.9046771
덕성여자고등학교,서울특별시 종로구 율곡로3길 50,37.57776082,126.9835581
덕성여자대학교,서울특별시 도봉구 삼양로 144길 33,37.6524704146763,127.015834944956
덕성여자중학교,서울특별시 종로구 율곡로3길 49,37.57778598,126.9819092
덕수고등학교,서울특별시 송파구 위례북로 10,37.48559162,127.1470596
덕수중학교,서울 중구 마른내로9길 10,37.56557957,126.9969973
덕원중학교,서울특별시 강서구 강서로45길 91-44,37.54862258,126.8290245
덕일전자공업고등학교,서울특별시 구로구 서해안로21길 5-12,37.49053652,126.8371345
덜위치칼리지서울영국학교,서울특별시 서초구 신반포로15길 6,37.50429038,126.9953408
도곡중학교,서울특별시 강남구 언주로57길 31,37.49229373,127.0447856
도봉중학교,서울특별시 도봉구 마들로 671,37.67088384,127.0458717
도선고등학교,서울특별시 성동구 마장로 156,37.56684395,127.0269957
독산고등학교,서울특별시 금천구 문성로 64,37.47621872,126.9109396
동구여자중학교,서울특별시 성북구 성북로8길 71,37.59410659,127.0082155
동국대학교,서울 중구 필동3가 동국대학교,37.5584990846546,126.997003047238
동국대학교사범대학부속여자중학교,서울특별시 광진구 광나루로36길 47,37.54192936,127.0869731
동국대학교사범대학부속중학교,서울특별시 동대문구 장안벚꽃로 201,37.57804718,127.075133
동대문중학교,서울특별시 동대문구 사가정로 59,37.57452207,127.0519943
동덕여자대학교,서울 성북구 하월곡2동 동덕여자대학교,37.5893588153919,127.016702905651
동덕여자중학교,서울특별시 서초구 효령로2길 123-5,37.47584606,126.9926158
동도중학교,서울특별시 마포구 백범로 139,37.54667508,126.948479
동마중학교,서울특별시 성동구 마조로11길 18,37.56280251,127.0403512
동명생활경영고등학교,서울특별시 은평구 통일로 793,37.61441879,126.9228204
동명여자중학교,서울특별시 서대문구 독립문로 49,37.56861542,126.9622529
동북중학교,서울특별시 강동구 강동대로 305,37.52024061,127.1394507
동산초등학교,서울특별시 중구 매봉18길 109,37.55620463,127.0167254
동성중학교,서울특별시 종로구 대학로 156,37.58496996,127.0030976
동신중학교,서울특별시 강동구 진황도로 72,37.53676952,127.1343666
동양고등학교,서울특별시 강서구 허준로 50,37.56903024,126.8468888
동양미래대학교,서울시 구로구 경인로 445 동양미래대학교 (고척동 62-160),37.4999957879198,126.868169656727
동양중학교,서울특별시 동작구 흑석로9길 94,37.51022314,126.9574775
동원중학교,서울특별시 중랑구 양원역로 32,37.60382264,127.1094981
동일중학교,서울특별시 금천구 탑골로10길 45,37.45192067,126.915824
동작고등학교,서울특별시 동작구 솔밭로 51,37.48260194,126.9650863
동작중학교,서울특별시 동작구 동작대로39가길 83,37.49546195,126.9778016
둔촌고등학교,서울특별시 강동구 명일로 140,37.53143258,127.1438087
둔촌중학교,서울특별시 강동구 진황도로61길 25-30,37.53083609,127.1463317
등명중학교,서울특별시 강서구 공항대로39길 39,37.56019335,126.8433041
등원중학교,서울특별시 강서구 화곡로65길 50,37.55973402,126.8518154
등촌고등학교,서울특별시 강서구 공항대로39길 115,37.56294522,126.8450461
등촌중학교,서울특별시 강서구 공항대로 484-12,37.55248221,126.8592148
디지털서울문화예술대학교,서울시 서대문구 통일로 37길 60 (홍제동 318-18),37.5854437357557,126.943879163212
리라아트고등학교,서울특별시 중구 소파로2길,37.55766227,126.9877785
리라초등학교,서울특별시 중구 소파로2길 7,37.5578197,126.9879807
마곡중학교,서울특별시 강서구 마곡중앙5로 58,37.5680344,126.821326
마곡하늬중학교,서울특별시 강서구 마곡서1로 16,37.5581679,126.8209848
마장중학교,서울특별시 성동구 마장로35나길 31,37.56833887,127.0416051
마포중학교,서울특별시 강서구 화곡로 403,37.56002771,126.8528649
면목고등학교,서울특별시 중랑구 용마산로72길 36-14,37.58466341,127.0972706
면목중학교,서울특별시 중랑구 용마산로70길 37,37.58301146,127.0965893
명덕여자중학교,서울특별시 강서구 강서로47길 34-10,37.55386948,126.8339773
명일여자고등학교,서울특별시 강동구 명일로 350,37.54977633,127.1495815
명일중학교,서울특별시 강동구 양재대로156길 57,37.55765635,127.1472985
명지대학교 인문캠퍼스,서울 서대문구 남가좌동 50-3,37.5802275436823,126.923120664028
명지전문대학,서울 서대문구 가좌로 134 명지전문대학 ,37.5852831941405,126.925647822893
명지중학교,서울특별시 서대문구 명지2길 56,37.58491135,126.9270902
명지초등학교,서울특별시 서대문구 명지2길 32-20,37.58362994,126.9282315
목동중학교,서울특별시 양천구 목동동로 172,37.5209572,126.8714434
목운중학교,서울특별시 양천구 목동동로 235,37.52700952,126.8730442
목일중학교,서울특별시 양천구 목동동로8길 70,37.51350849,126.8742688
무학여자고등학교,서울특별시 성동구 고산자로 197,37.55762633,127.0338809
무학중학교,서울특별시 성동구 행당로 120,37.55770119,127.0319922
문래중학교,서울특별시 영등포구 선유서로13길 6,37.52036241,126.8846709
문성중학교,서울특별시 금천구 독산로102길 78,37.4754682,126.9084938
문일중학교,서울특별시 금천구 시흥대로47길 45,37.44891526,126.8987207
문정고등학교,서울특별시 송파구 송이로34길 62,37.4851785,127.1266921
문정중학교,서울특별시 송파구 문정로 73,37.488392,127.1302863
문창중학교,서울특별시 동작구 여의대방로22나길 40,37.49586094,126.9224055
문현고등학교,서울특별시 송파구 충민로 115,37.48131355,127.1287623
문현중학교,서울특별시 송파구 충민로 99,37.4805588,127.1282441
미래산업과학고등학교,서울특별시 노원구 덕릉로82길 54,37.65877948,127.0784407
미림마이스터고등학교,서울특별시 관악구 호암로 546,37.4661018,126.9319279
미성중학교,서울특별시 관악구 문성로16길 40,37.47538281,126.9120889
밀알학교,서울특별시 강남구 일원로 90,37.48578186,127.0820718
반포고등학교,서울특별시 서초구 고무래로 71,37.50270273,127.0165107
반포중학교,서울특별시 서초구 신반포로 67,37.50305237,126.991604
방배중학교,서울특별시 서초구 동광로 144,37.49486827,126.997827
방산고등학교,서울특별시 송파구 오금로27길 18,37.50839952,127.1204696
방산중학교,서울특별시 송파구 오금로29길 31,37.50934391,127.1215678
방원중학교,서울특별시 강서구 금낭화로 268,37.5757386,126.8082204
방이중학교,서울특별시 송파구 오금로11길 64,37.5149508,127.1133737
방학중학교,서울특별시 도봉구 시루봉로 188,37.66545122,127.030859
방화중학교,서울특별시 강서구 개화동로27길 9,37.56433471,126.8071069
배명중학교,서울특별시 송파구 삼학사로 11,37.4976895,127.0958118
배문중학교,서울특별시 용산구 효창원로 258,37.54991872,126.9639041
배재중학교,서울특별시 강동구 고덕로 227,37.55505598,127.1501605
배화여자대학교,서울 종로구 필운대로 1길 34 배화여자대학교,37.5795440101952,126.967291871532
배화여자중학교,서울특별시 종로구 필운대로1길 34,37.57954401,126.9672919
백석예술대학교,서울 서초구 방배로9길 23 백석예술대학교,37.4803713866046,126.996896954333
백석중학교,서울특별시 강서구 등촌로51나길 35,37.54829091,126.8589539
백암고등학교,서울특별시 양천구 신정로13길 16,37.51225336,126.8444952
백운중학교,서울특별시 도봉구 도봉로129길 50,37.65628068,127.0356223
번동중학교,서울특별시 강북구 오현로35길 87,37.63245569,127.0362064
보성여자중학교,서울특별시 용산구 신흥로3가길 66,37.54308154,126.9842842
보성중학교,서울특별시 송파구 양재대로 1278,37.52008989,127.1357293
보인중학교,서울특별시 송파구 오금로49길 18,37.4975692,127.1395178
봉림중학교,서울특별시 관악구 장군봉길 72,37.48119817,126.9377027
봉영여자중학교,서울특별시 양천구 목동동로2길 68,37.50921598,126.8601984
봉원중학교,서울특별시 관악구 관악로24가길 15,37.48410274,126.9588909
봉은중학교,서울특별시 강남구 영동대로128길 59,37.51897667,127.0623894
봉화중학교,서울특별시 중랑구 망우로70길 89,37.59582753,127.1043156
북서울중학교,서울특별시 도봉구 도봉로169가길 33,37.68157042,127.0425735
북악중학교,서울특별시 성북구 정릉로12길 41,37.60700905,127.0016095
불광중학교,서울특별시 은평구 불광로 180,37.62317982,126.9323892
불암고등학교,서울특별시 노원구 중계로 155,37.64915853,127.0803058
불암중학교,서울특별시 노원구 한글비석로5길 45,37.64546974,127.0732172
사당중학교,서울특별시 동작구 사당로9가길 58,37.48776119,126.9685407
사이버한국외국어대학교,서울 동대문구 이문동 한국외국어대학교,37.6004055110663,127.066373060068
삼각산고등학교,서울특별시 강북구 삼양로19길 40,37.61628573,127.0201079
삼각산중학교,서울특별시 강북구 삼양로19길 141,37.61604124,127.0143427
삼선중학교,서울특별시 성북구 동소문로3길 69,37.59174439,127.0078729
삼성고등학교,서울특별시 관악구 신림로 41,37.4691077,126.9440108
삼성중학교,서울특별시 관악구 신림로3가길 39-24,37.4676059,126.9425132
삼육대학교,서울시 노원구 화랑로 815(공릉2동 26-21),37.643357369067,127.108850343184
삼육보건대학교,서울 동대문구 휘경2동,37.5901076994928,127.068614843098
삼정중학교,서울특별시 강서구 금낭화로 210,37.58129504,126.8102955
상경중학교,서울특별시 노원구 동일로227길 61,37.66714877,127.0537053
상계고등학교,서울특별시 노원구 노해로 432,37.65272468,127.0554534
상계제일중학교,서울특별시 노원구 덕릉로86길 29-15,37.6610756,127.0780785
상계중학교,서울특별시 노원구 노원로 398,37.6526541,127.0685525
상도중학교,서울특별시 동작구 사당로2가길 72,37.4909219,126.9614756
상명대학교,서울 종로구 홍지동 상명대학교,37.6007910021228,126.956587544473
상명대학교사범대학부속여자중학교,서울특별시 종로구 홍지문2길 20,37.60410891,126.9551595
상명대학교사범대학부속초등학교,서울특별시 종로구 홍지문2길 1,37.60074851,126.9564255
상명중학교,서울특별시 노원구 덕릉로 553,37.64954079,127.0677013
상명초등학교,서울특별시 노원구 덕릉로 541,37.64872762,127.0669845
상문고등학교,서울특별시 서초구 명달로 45,37.47975543,127.0039168
상봉중학교,서울특별시 중랑구 상봉중앙로8나길 28,37.60152799,127.0901246
상신중학교,서울특별시 은평구 증산로15길 61,37.58978547,126.9064249
상암고등학교,서울특별시 마포구 월드컵북로 445,37.58134141,126.8833945
상암중학교,서울특별시 마포구 상암산로1길 26,37.57905692,126.8875508
상원중학교,서울특별시 노원구 수락산로 182,37.67172498,127.0597836
상일중학교,서울특별시 강동구 천호대로219길 61,37.54858748,127.1708235
상현중학교,서울특별시 동작구 사당로2길 2-19,37.49415578,126.9606077
서강대학교,서울 마포구 신수동 서강대학교,37.5470206619263,126.935226865858
서경대학교,서울 성북구 정릉4동 서경대학교,37.6133765955269,127.00699953542
서라벌고등학교,서울특별시 노원구 한글비석로5길 18,37.64525653,127.0758406
서라벌중학교,서울특별시 강북구 삼양로155길 37-9,37.65698403,127.0114883
서문여자중학교,서울특별시 서초구 동광로12길 84,37.48891973,126.9845458
서서울생활과학고등학교,서울특별시 구로구 오리로 1355-10,37.50382919,126.82826
서연중학교,서울특별시 서대문구 연희로11마길 9-6,37.56821623,126.9271377
서운중학교,서울특별시 서초구 서운로 115,37.49394851,127.0245382
서울가곡초등학교,서울특별시 강서구 공항대로36길 74,37.55570761,126.8361031
서울가동초등학교,서울특별시 송파구 중대로20길 47,37.49725593,127.1297903
서울가락초등학교,서울특별시 송파구 송파대로37길 45,37.49987464,127.1072149
서울가산초등학교,서울특별시 금천구 남부순환로 1304-11,37.47814772,126.896184
서울가양초등학교,서울 강서구 허준로 186,37.56221719,126.8585216
서울가원초등학교,서울특별시 송파구 중대로4길 8,37.48944278,127.1110287
서울가인초등학교,서울특별시 도봉구 도봉로136다길 4,37.6594678,127.0429509
서울가재울초등학교,서울특별시 서대문구 모래내로15길 61,37.57376442,126.918388
서울가주초등학교,서울특별시 송파구 오금로40길 37,37.49656722,127.1292804
서울갈산초등학교,서울특별시 양천구 목동로 31,37.51237156,126.8702299
서울갈현초등학교,서울특별시 은평구 연서로29길 31,37.61977964,126.9166834
서울강남초등학교,서울특별시 동작구 강남초등길 15,37.50620445,126.9535672
서울강덕초등학교,서울특별시 강동구 동남로82길 94-54,37.55954748,127.1604836
서울강동초등학교,서울특별시 강동구 상암로14길 77,37.5463638,127.1301872
서울강명초등학교,서울특별시 강동구 상일로 74-1,37.55470604,127.1733745
서울강서초등학교,서울특별시 양천구 오목로 31,37.52241272,126.8409879
서울강솔초등학교,서울특별시 강동구 고덕로97길 80,37.56186962,127.1802671
서울강신초등학교,서울특별시 양천구 월정로 280,37.54209971,126.8295837
서울강월초등학교,서울특별시 양천구 신월로 97,37.51634172,126.8334319
서울강일초등학교,서울특별시 강동구 아리수로98길 24,37.56525568,127.1772125
서울개롱초등학교,서울특별시 송파구 문정로 211,37.49736261,127.1398881
서울개명초등학교,서울특별시 구로구 개봉로1다길 16-9,37.48305638,126.8509407
서울개봉초등학교,서울특별시 구로구 개봉로16길 30-11,37.48952806,126.8579722
서울개운초등학교,서울특별시 성북구 정릉로48길 52,37.60181095,127.0274045
서울개웅초등학교,서울특별시 구로구 개봉로11길 98,37.48857132,126.8499823
서울개원초등학교,서울특별시 강남구 선릉로 29,37.48169861,127.0594505
서울개일초등학교,서울특별시 강남구 개포로 401,37.48623538,127.0577909
서울개포초등학교,서울특별시 강남구 삼성로4길 30,37.48633492,127.07031
서울개현초등학교,서울특별시 강남구 선릉로 15,37.48102621,127.0620426
서울개화초등학교,서울특별시 강서구 양천로 11,37.57392624,126.8046942
서울거여초등학교,서울특별시 송파구 마천로25길 18,37.50502612,127.1409468
서울거원초등학교,서울특별시 송파구 양산로2길 26,37.48763851,127.144816
서울경동초등학교,서울특별시 성동구 성수일로 34,37.5438253,127.050074
서울경수초등학교,서울특별시 성동구 뚝섬로13길 22,37.54043667,127.0580668
서울경운학교,서울특별시 종로구 삼일대로 454,37.57506182,126.9874209
서울경인초등학교,서울특별시 양천구 안양천로 1009,37.53287102,126.8856957
서울경일초등학교,서울특별시 성동구 뚝섬로 332,37.5409419,127.0466051
서울계남초등학교,서울특별시 양천구 목동동로2길 54,37.51016776,126.8600159
서울계상초등학교,서울특별시 노원구 한글비석로41가길 24,37.66244641,127.0688803
서울고덕초등학교,서울특별시 강동구 아리수로82길 42,37.56129422,127.166097
서울고등학교,서울특별시 서초구 효령로 197,37.48429306,127.0049019
서울고명초등학교,서울특별시 강동구 고덕로46길 53,37.55297253,127.1474362
서울고산초등학교,서울특별시 구로구 중앙로 6,37.49932523,126.8653501
서울고원초등학교,서울특별시 구로구 경인로46길 13,37.49764543,126.8657713
서울고은초등학교,서울특별시 서대문구 모래내로 441,37.58500184,126.9439749
서울고일초등학교,서울특별시 강동구 구천면로93길 20,37.55154262,127.1694101
서울고척초등학교,서울특별시 구로구 경서로 31,37.50099779,126.8568624
서울고현초등학교,서울특별시 강동구 상일로11길 110,37.55380394,127.1660501
서울공덕초등학교,서울특별시 마포구 만리재옛길 13,37.54580335,126.9548231
서울공릉초등학교,서울특별시 노원구 동일로173길 12,37.61861201,127.0746143
서울공업고등학교,서울특별시 동작구 대방동1길 46,37.50190126,126.922363
서울공연예술고등학교,서울특별시 구로구 오리로22나길 16-26,37.49993066,126.8326087
서울공연초등학교,서울특별시 노원구 동일로192가길 16,37.62719482,127.0740308
서울공진초등학교,서울특별시 강서구 마곡서로 33,37.55783088,126.8228061
서울공항초등학교,서울특별시 강서구 마곡서1로 68,37.56311072,126.8213169
서울과학고등학교,서울특별시 종로구 혜화로 63,37.59154805,126.9984363
서울과학기술대학교,서울 노원구 공릉로 232 (공릉동 172),37.6330789279387,127.076794742851
서울관광고등학교,서울특별시 관악구 은천로15길 25,37.48781542,126.9437608
서울관악초등학교,서울 관악구 청룡4길 49,37.48102971,126.9425705
서울광남초등학교,서울특별시 광진구 아차산로70길 35,37.54096753,127.1007042
서울광장초등학교,서울특별시 광진구 광장로1길 27,37.54854922,127.1017999
서울광진초등학교,서울특별시 광진구 자양로40길 41,37.54761146,127.0913325
서울광진학교,서울특별시 광진구 강변역로 18,37.53766749,127.0915615
서울광희초등학교,서울특별시 중구 다산로 269,37.56729928,127.0156879
서울교동초등학교,서울특별시 종로구 삼일대로 446,37.57499368,126.988076
서울교육대학교,서울 서초구 서초중앙로 96(서초동 1650),37.4907404857731,127.015424537648
서울교육대학교부설초등학교,서울특별시 서초구 서초중앙로 96,37.49074049,127.0154245
서울구남초등학교,서울특별시 광진구 구의강변로 69,37.53709659,127.0922888
서울구로남초등학교,서울특별시 구로구 디지털로27길 76,37.4847046,126.8902678
서울구로초등학교,서울특별시 구로구 구로중앙로27나길 9,37.49726168,126.8860018
서울구룡초등학교,서울특별시 강남구 개포로 263,37.48119739,127.0517714
서울구산초등학교,서울특별시 은평구 서오릉로15길 16,37.61275096,126.9093765
서울구암초등학교,서울특별시 관악구 구암길 1,37.48921747,126.9462717
서울구의초등학교,서울특별시 광진구 광나루로30길 49,37.54300744,127.0803118
