"동별(1)",동별(2),동별(3),2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023
"동별(1)",동별(2),동별(3),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢)
"합계",성동구,기타,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",광진구,소계,381439,17.06,22356,377375,17.06,22117,375180,17.06,21987,372104,17.06,21807,372298,17.06,21819,371063,17.06,21746,366972,17.06,21507,360109,17.06,21105,352627,17.0629952,20666.18409,351252,17.0628368,20586,351180,17.0628201,20582
"합계",광진구,화양동,24293,1.16,20942,24269,1.16,20922,24419,1.16,21051,24495,1.16,21116,24610,1.16,21216,24804,1.16,21383,25537,1.16,22015,25541,1.16,22018,26034,1.16,22443.10345,27082,1.16,23347,27645,1.16,23832
"합계",광진구,군자동,22136,0.74,29914,22189,0.74,29985,22091,0.74,29853,22048,0.74,29795,21980,0.74,29703,22029,0.74,29769,22109,0.74,29877,21903,0.74,29599,21500,0.74,29054.05405,21524,0.74,29086,21465,0.74,29007
"합계",광진구,중곡1동,17021,0.62,27453,16648,0.62,26852,16526,0.62,26655,16342,0.62,26358,16359,0.62,26385,16500,0.62,26613,16287,0.62,26269,16190,0.62,26113,15862,0.62,25583.87097,15663,0.62,25263,15691,0.62,25308
"합계",광진구,중곡2동,23156,0.55,42102,22633,0.55,41151,22610,0.55,41109,22877,0.55,41595,22808,0.55,41469,22699,0.55,41271,22564,0.55,41025,22285,0.55,40518,21739,0.55,39525.45455,21336,0.55,38793,20882,0.55,37967
"합계",광진구,중곡3동,18843,0.6,31405,18475,0.6,30792,18120,0.6,30200,17960,0.6,29933,17992,0.6,29987,17843,0.6,29738,17315,0.6,28858,16902,0.6,28170,16357,0.6,27261.66667,16177,0.6,26962,16008,0.6,26680
"합계",광진구,중곡4동,31966,2.32,13778,31842,2.32,13725,32041,2.32,13811,31786,2.32,13701,31618,2.32,13628,31159,2.32,13431,30516,2.32,13153,29815,2.32,12851,28954,2.32,12480.17241,28405,2.32,12244,28006,2.32,12072
"합계",광진구,능동,11331,1.1,10301,11470,1.1,10427,11712,1.1,10647,11648,1.1,10589,11838,1.1,10762,11891,1.1,10810,11978,1.1,10889,11913,1.1,10830,11619,1.1,10562.72727,11561,1.1,10510,11496,1.1,10451
"합계",광진구,구의1동,23226,0.56,41475,23290,0.56,41589,23510,0.56,41982,23387,0.56,41763,23396,0.56,41779,23282,0.56,41575,23063,0.56,41184,22700,0.56,40536,22139,0.56,39533.92857,24049,0.56,42945,23833,0.56,42559
