no,address,latitude,longitude
9426,서울특별시 서초구 신반포로 32,,
9429,서울특별시 서초구 신반포로 32,,
9528,서울특별시 은평구 연서로28길 12-1,,
9591,서울특별시 금천구 시흥대로 291-1,,
9789,서울특별시 서초구 나루터로4길 39,,
9790,서울특별시 서초구 잠원로4길 34-11,,
9806,서울특별시 서초구 신반포로 32,,
9821,서울특별시 서초구 신반포로 32,,
9822,서울특별시 서초구 신반포로 32,,
9846,서울특별시 성북구 64,,
9891,서울특별시 금천구 시흥대로 291-1,,
9961,서울특별시 서초구 나루터로4길 39,,
9962,서울특별시 서초구 신반포로 32,,
9970,서울특별시 서초구 신반포로 32,,
9980,서울특별시 서초구 나루터로4길 39,,
10366,서울특별시 서초구 나루터로4길 28,,
10367,서울특별시 서초구 나루터로4길 28,,
10377,서울특별시 서초구 신반포로 32,,
10378,서울특별시 서초구 신반포로 32,,
10379,서울특별시 서초구 신반포로 32,,
10813,서울특별시 서초구 신반포로 32,,
10821,서울특별시 서초구 나루터로4길 28,,
11096,서울특별시 서초구 나루터로4길 49,,
11109,서울특별시 서초구 신반포로 32,,
11291,서울특별시 서초구 신반포로 45,,
11296,서울특별시 서초구 나루터로4길 28,,
11592,서울특별시 서초구 신반포로 32,,
11620,서울특별시 서초구 신반포로 32,,
11621,서울특별시 서초구 신반포로 32,,
11799,서울특별시 송파구 올림픽로33길 17,,
12037,서울특별시 금천구 시흥대로 291-1,,
12248,서울특별시 서초구 신반포로 32,,
12310,서울특별시 동작구 사당로23길 4,,
12632,서울특별시 서초구 잠원로4길 34-11,,
12813,서울특별시 서초구 신반포로 9,,
12853,서울특별시 송파구 올림픽로 399,,
13449,서울특별시 송파구 성내천로6길 1-13,,
13545,서울특별시 금천구 시흥대로 291-1,,
13630,서울특별시 송파구 성내천로6길 1-13,,
13676,서울특별시 송파구 성내천로6길 1-13,,
13696,서울특별시 서초구 나루터로4길 28,,
13904,서울특별시 서초구 신반포로 32,,
13919,서울특별시 서초구 나루터로4길 28,,
14075,서울특별시 서초구 나루터로4길 28,,
14266,서울특별시 은평구 은평로 116-1,,
14486,서울특별시 강동구 고덕로25길 13-11,,
14507,서울특별시 서초구 신반포로 9,,
14520,서울특별시 송파구 성내천로6길 1-13,,
14532,서울특별시 서초구 신반포로 32,,
14703,서울특별시 서초구 나루터로4길 28,,
14980,서울특별시 서초구 신반포로 32,,
14984,서울특별시 서초구 신반포로 32,,
15133,서울특별시 금천구 시흥대로 291-1,,
15157,서울특별시 광진구 뚝섬로 45,,
15245,서울특별시 노원구 노원로1길 103,,
15303,서울특별시 서초구 신반포로 45,,
15495,서울특별시 마포구 마포대로19길 8,,
15534,서울특별시 서초구 나루터로4길 39,,
15535,서울특별시 서초구 나루터로4길 28,,
15550,서울특별시 송파구 성내천로6길 1-13,,
15646,서울특별시 동작구 사당로23길 4,,
15647,서울특별시 동작구 사당로23길 4,,
15711,서울특별시 구로구 개봉로3가길 88-41,,
15768,서울특별시 서초구 나루터로4길 28,,
15834,서울특별시 은평구 서오릉로 107-1,,
16016,서울특별시 서초구 신반포로 32,,
16017,서울특별시 송파구 성내천로6길 1-13,,
16260,서울특별시 서초구 나루터로4길 28,,
16261,서울특별시 서초구 나루터로4길 28,,
16339,서울특별시 은평구 서오릉로 107-1,,
16464,서울특별시 은평구 서오릉로 107-1,,
16492,서울특별시 서초구 신반포로 9,,
16493,서울특별시 서초구 신반포로 32,,
16494,서울특별시 서초구 신반포로 32,,
16629,서울특별시 종로구 창경궁로18길 20-6,,
16630,서울특별시 종로구 창경궁로18길 20-6,,
16631,서울특별시 종로구 창경궁로18길 20-6,,
16632,서울특별시 종로구 창경궁로18길 20-6,,
16633,서울특별시 종로구 창경궁로18길 20-6,,
16634,서울특별시 종로구 창경궁로18길 20-6,,
16635,서울특별시 종로구 창경궁로18길 20-6,,
16639,서울특별시 종로구 창경궁로18길 20-6,,
16640,서울특별시 종로구 창경궁로18길 20-6,,
16641,서울특별시 종로구 창경궁로18길 20-6,,
16642,서울특별시 종로구 창경궁로18길 20-6,,
16643,서울특별시 종로구 창경궁로18길 20-6,,
16644,서울특별시 종로구 창경궁로18길 20-6,,
16645,서울특별시 종로구 창경궁로18길 20-6,,
16646,서울특별시 종로구 창경궁로18길 20-6,,
16647,서울특별시 종로구 창경궁로18길 20-6,,
16649,서울특별시 종로구 창경궁로18길 20-6,,
16650,서울특별시 종로구 창경궁로18길 20-6,,
16651,서울특별시 종로구 창경궁로18길 20-6,,
16652,서울특별시 종로구 창경궁로18길 20-6,,
16653,서울특별시 종로구 창경궁로18길 20-6,,
16655,서울특별시 종로구 창경궁로18길 20-6,,
16656,서울특별시 종로구 창경궁로18길 20-6,,
16657,서울특별시 종로구 창경궁로18길 20-6,,
16658,서울특별시 종로구 창경궁로18길 20-6,,
16659,서울특별시 종로구 창경궁로18길 20-6,,
16660,서울특별시 종로구 창경궁로18길 20-6,,
16661,서울특별시 종로구 창경궁로18길 20-6,,
16662,서울특별시 종로구 창경궁로18길 20-6,,
16663,서울특별시 종로구 창경궁로18길 20-6,,
16664,서울특별시 종로구 창경궁로18길 20-6,,
16665,서울특별시 종로구 창경궁로18길 20-6,,
16667,서울특별시 종로구 창경궁로18길 20-6,,
16668,서울특별시 종로구 창경궁로18길 20-6,,
16671,서울특별시 종로구 창경궁로18길 20-6,,
16672,서울특별시 종로구 창경궁로18길 20-6,,
16675,서울특별시 종로구 창경궁로18길 20-6,,
16678,서울특별시 종로구 창경궁로18길 20-6,,
16679,서울특별시 종로구 창경궁로18길 20-6,,
16680,서울특별시 종로구 창경궁로18길 20-6,,
16681,서울특별시 종로구 창경궁로18길 20-6,,
16682,서울특별시 종로구 창경궁로18길 20-6,,
16683,서울특별시 종로구 창경궁로18길 20-6,,
16684,서울특별시 종로구 창경궁로18길 20-6,,
16685,서울특별시 종로구 창경궁로18길 20-6,,
16687,서울특별시 종로구 창경궁로18길 20-6,,
16690,서울특별시 종로구 창경궁로18길 20-6,,
16691,서울특별시 종로구 창경궁로18길 20-6,,
16692,서울특별시 종로구 창경궁로18길 20-6,,
16694,서울특별시 종로구 창경궁로18길 20-6,,
16695,서울특별시 종로구 창경궁로18길 20-6,,
16696,서울특별시 종로구 창경궁로18길 20-6,,
16697,서울특별시 종로구 창경궁로18길 20-6,,
16698,서울특별시 종로구 창경궁로18길 20-6,,
16699,서울특별시 종로구 창경궁로18길 20-6,,
16700,서울특별시 종로구 창경궁로18길 20-6,,
16701,서울특별시 종로구 창경궁로18길 20-6,,
16702,서울특별시 종로구 창경궁로18길 20-6,,
16703,서울특별시 종로구 창경궁로18길 20-6,,
16704,서울특별시 종로구 창경궁로18길 20-6,,
16705,서울특별시 종로구 창경궁로18길 20-6,,
16706,서울특별시 종로구 창경궁로18길 20-6,,
16707,서울특별시 종로구 창경궁로18길 20-6,,
16709,서울특별시 종로구 창경궁로18길 20-6,,
16710,서울특별시 종로구 창경궁로18길 20-6,,
16711,서울특별시 종로구 창경궁로18길 20-6,,
16712,서울특별시 종로구 창경궁로18길 20-6,,
16713,서울특별시 종로구 창경궁로18길 20-6,,
16714,서울특별시 종로구 창경궁로18길 20-6,,
16942,서울특별시 서초구 신반포로 32,,
16990,서울특별시 강남구 남부순환로 2803,,
16997,서울특별시 은평구 은평로 116-1,,
17218,서울특별시 서초구 신반포로 32,,
17255,서울특별시 서초구 신반포로 32,,
17352,서울특별시 은평구 서오릉로 107-1,,
17437,서울특별시 은평구 서오릉로2길 12-1,,
17523,서울특별시 서초구 잠원로 195,,
17714,서울특별시 은평구 서오릉로 107-1,,
17838,서울특별시 구로구 개봉로3가길 88-41,,
17844,서울특별시 동작구 사당로23길 4,,
17911,서울특별시 은평구 서오릉로 107-1,,
18178,서울특별시 은평구 서오릉로2길 12-1,,
18352,서울특별시 동작구 사당로23길 4,,
18556,서울특별시 은평구 서오릉로 107-1,,
18691,서울특별시 서초구 나루터로4길 28,,
18724,서울특별시 송파구 올림픽로33길 17,,
18726,서울특별시 서초구 나루터로4길 28,,
18766,서울특별시 은평구 서오릉로 107-1,,
18767,서울특별시 은평구 서오릉로 107-1,,
18854,서울특별시 송파구 성내천로6길 1-13,,
18921,서울특별시 서초구 신반포로 32,,
18933,서울특별시 서초구 신반포로 9,,
18983,서울특별시 성북구 37,,
19037,서울특별시 서초구 신반포로 32,,
19183,서울특별시 은평구 서오릉로2길 12-1,,
19206,서울특별시 노원구 화랑로43길 34,,
19385,서울특별시 서초구 신반포로 32,,
19414,서울특별시 서초구 나루터로4길 39,,
19415,서울특별시 서초구 잠원로 195,,
19422,서울특별시 송파구 올림픽로33길 17,,
19439,서울특별시 서초구 신반포로 32,,
19608,서울특별시 구로구 개봉로3가길 88-41,,
19712,서울특별시 서초구 신반포로 32,,
19732,서울특별시 은평구 통일로65길 3-1,,
19796,서울특별시 금천구 시흥대로 291-1,,
19823,서울특별시 은평구 서오릉로 107-1,,
19894,서울특별시 서초구 신반포로 9,,
19895,서울특별시 서초구 신반포로 45,,
20045,서울특별시 서초구 신반포로 32,,
20410,서울특별시 은평구 서오릉로 107-1,,
20411,서울특별시 은평구 서오릉로 107-1,,
20561,서울특별시 서초구 신반포로 32,,
20570,서울특별시 송파구 성내천로6길 1-13,,
20711,서울특별시 서초구 신반포로 32,,
20721,서울특별시 서초구 나루터로4길 28,,
20767,서울특별시 송파구 성내천로6길 1-13,,
20884,서울특별시 강서구 화곡로21길 71-1,,
21037,서울특별시 은평구 서오릉로 107-1,,
21071,서울특별시 동작구 사당로23길 4,,
21132,서울특별시 은평구 은평로 116-1,,
21141,서울특별시 은평구 은평로 116-1,,
21293,서울특별시 은평구 서오릉로2길 12-1,,
21404,서울특별시 서초구 신반포로 32,,
21461,서울특별시 노원구 노원로1길 103,,
21541,서울특별시 은평구 서오릉로 107-1,,
21639,서울특별시 강남구 남부순환로 2803,,
21645,서울특별시 동작구 사당로23길 4,,
21659,서울특별시 금천구 시흥대로 291-1,,
21666,서울특별시 구로구 구로중앙로18길 11-1,,
21959,서울특별시 은평구 서오릉로2길 12-1,,
22027,서울특별시 서초구 신반포로 32,,
22344,서울특별시 강남구 남부순환로 2803,,
22441,서울특별시 동대문구 정릉천동로 100,,
22521,서울특별시 구로구 개봉로3가길 88-41,,
22523,서울특별시 구로구 개봉로3가길 88-41,,
22617,서울특별시 강남구 남부순환로 2803,,
22626,서울특별시 송파구 성내천로6길 1-13,,
22631,서울특별시 송파구 송이로31길 20-10,,
22765,서울특별시 송파구 성내천로6길 1-13,,
22775,서울특별시 서초구 신반포로 9,,
22788,서울특별시 서초구 신반포로 45,,
22797,서울특별시 송파구 성내천로6길 1-13,,
22916,서울특별시 성북구 37,,
22992,서울특별시 금천구 시흥대로 291-1,,
23094,서울특별시 송파구 성내천로6길 1-13,,
23111,서울특별시 서초구 나루터로4길 39,,
23112,서울특별시 서초구 나루터로4길 39,,
23113,서울특별시 서초구 나루터로4길 39,,
23628,서울특별시 서초구 나루터로4길 28,,
23699,서울특별시 구로구 개봉로3가길 88-41,,
23929,서울특별시 구로구 개봉로3가길 88-41,,
23990,서울특별시 서초구 신반포로 9,,
24007,서울특별시 송파구 성내천로6길 1-13,,
24008,서울특별시 송파구 성내천로6길 1-13,,
24103,서울특별시 구로구 개봉로3가길 88-41,,
24208,서울특별시 성북구 64,,
24412,서울특별시 송파구 성내천로6길 1-13,,
24425,서울특별시 송파구 올림픽로33길 17,,
24445,서울특별시 서초구 신반포로 32,,
24455,서울특별시 서초구 나루터로4길 39,,
24468,서울특별시 서초구 나루터로4길 39,,
24614,서울특별시 은평구 서오릉로 107-1,,
24662,서울특별시 서초구 신반포로 32,,
24666,서울특별시 송파구 성내천로6길 1-13,,
24790,서울특별시 송파구 성내천로6길 1-13,,
24883,서울특별시 구로구 개봉로3가길 88-41,,
24919,서울특별시 동작구 사당로23길 4,,
25000,서울특별시 서초구 신반포로 32,,
25012,서울특별시 서초구 신반포로 32,,
25448,서울특별시 서초구 신반포로 32,,
25458,서울특별시 강남구 남부순환로 2803,,
25551,서울특별시 동대문구 한천로24길 74-11,,
25684,서울특별시 강남구 남부순환로 2803,,
25715,서울특별시 서초구 신반포로 45,,
25850,서울특별시 동작구 사당로23길 4,,
25885,서울특별시 구로구 개봉로3가길 88-41,,
25919,서울특별시 구로구 개봉로3가길 88-41,,
26000,서울특별시 은평구 서오릉로 107-1,,
26131,서울특별시 서초구 나루터로4길 39,,
26132,서울특별시 서초구 나루터로4길 39,,
26133,서울특별시 서초구 나루터로4길 39,,
26154,서울특별시 서초구 신반포로 32,,
26331,서울특별시 동작구 사당로23길 4,,
26334,서울특별시 구로구 개봉로3가길 88-41,,
26335,서울특별시 구로구 개봉로3가길 88-41,,
26537,서울특별시 서초구 신반포로 32,,
26564,서울특별시 송파구 성내천로6길 1-13,,
26569,서울특별시 송파구 성내천로6길 1-13,,
26788,서울특별시 동작구 사당로23길 4,,
26926,서울특별시 송파구 성내천로6길 1-13,,
26936,서울특별시 서초구 신반포로 32,,
26985,서울특별시 은평구 서오릉로 107-1,,
27082,서울특별시 서초구 신반포로 32,,
27269,서울특별시 구로구 개봉로3가길 88-41,,
27272,서울특별시 구로구 개봉로3가길 88-41,,
27450,서울특별시 은평구 서오릉로 107-1,,
27538,서울특별시 송파구 올림픽로 399,,
27544,서울특별시 서초구 신반포로 32,,
27545,서울특별시 서초구 신반포로 9,,
27563,서울특별시 은평구 서오릉로 107-1,,
27629,서울특별시 동작구 사당로23길 4,,
27677,서울특별시 은평구 서오릉로 107-1,,
27778,서울특별시 구로구 개봉로3가길 88-41,,
27779,서울특별시 구로구 개봉로3가길 88-41,,
28144,서울특별시 서초구 신반포로 32,,
28241,서울특별시 성북구 64,,
28451,서울특별시 서초구 신반포로 32,,
28490,서울특별시 강남구 남부순환로 2803,,
28516,서울특별시 은평구 서오릉로 107-1,,
28639,서울특별시 노원구 노원로1길 103,,
28710,서울특별시 구로구 개봉로3가길 88-41,,
28711,서울특별시 구로구 개봉로3가길 88-41,,
28713,서울특별시 구로구 개봉로3가길 88-41,,
28752,서울특별시 구로구 개봉로3가길 88-41,,
28753,서울특별시 구로구 개봉로3가길 88-41,,
28754,서울특별시 구로구 개봉로3가길 88-41,,
28799,서울특별시 서초구 신반포로 32,,
28865,서울특별시 마포구 마포대로19길 8,,
29001,서울특별시 송파구 성내천로6길 1-13,,
29002,서울특별시 송파구 성내천로6길 1-13,,
29069,서울특별시 관악구 구암길 95,,
29100,서울특별시 성북구 64,,
29194,서울특별시 은평구 서오릉로 107-1,,
29230,서울특별시 동작구 사당로23길 4,,
29250,서울특별시 서초구 신반포로 9,,
29365,서울특별시 광진구 뚝섬로 45,,
29572,서울특별시 동작구 사당로23길 4,,
29679,서울특별시 송파구 성내천로6길 1-13,,
29880,서울특별시 성북구 37,,
29927,서울특별시 동작구 사당로23길 4,,
29946,서울특별시 구로구 개봉로3가길 88-41,,
30090,서울특별시 서초구 나루터로4길 49,,
30385,서울특별시 동작구 사당로23길 4,,
30411,서울특별시 성북구 38,,
30603,서울특별시 동작구 사당로23길 4,,
30664,서울특별시 서초구 신반포로 9,,
30864,서울특별시 강서구 화곡로21길 71-1,,
30880,서울특별시 서초구 효령로34길 79,,
30958,서울특별시 송파구 올림픽로 399,,
31125,서울특별시 동작구 사당로23길 4,,
31571,서울특별시 서초구 신반포로 32,,
31579,서울특별시 송파구 성내천로6길 1-13,,
31612,서울특별시 동작구 사당로23길 4,,
31864,서울특별시 성북구 장위로 122-3,,
32198,서울특별시 서초구 신반포로 9,,
32466,서울특별시 동작구 사당로23길 4,,
32467,서울특별시 동작구 사당로23길 4,,
32652,서울특별시 성북구 장위로 122-3,,
32845,서울특별시 마포구 마포대로19길 8,,
32958,서울특별시 동작구 사당로23길 4,,
32959,서울특별시 동작구 사당로23길 4,,
33026,서울특별시 서초구 효령로34길 79,,
33381,서울특별시 성북구 37,,
33682,서울특별시 서초구 신반포로 9,,
33741,서울특별시 서초구 신반포로 45,,
33742,서울특별시 서초구 신반포로 32,,
33775,서울특별시 강남구 남부순환로 2803,,
34083,서울특별시 성북구 64,,
34085,서울특별시 성북구 64,,
34355,서울특별시 동작구 사당로23길 4,,
34406,서울특별시 동작구 사당로23길 4,,
34703,서울특별시 서초구 나루터로4길 39,,
34787,서울특별시 서초구 신반포로33길 30,,
34789,서울특별시 서초구 나루터로4길 39,,
35243,서울특별시 서초구 신반포로 9,,
35375,서울특별시 동작구 사당로23길 4,,
35376,서울특별시 동작구 사당로23길 4,,
35377,서울특별시 동작구 사당로23길 4,,
35378,서울특별시 동작구 사당로23길 4,,
35497,서울특별시 성북구 64,,
36058,서울특별시 은평구 서오릉로2길 12-1,,
36071,서울특별시 서초구 신반포로 9,,
36231,서울특별시 성북구 37,,
36294,서울특별시 성북구 64,,
36376,서울특별시 은평구 서오릉로2길 12-1,,
36647,서울특별시 송파구 성내천로6길 1-13,,
37089,서울특별시 성북구 64,,
37090,서울특별시 성북구 64,,
37775,서울특별시 송파구 성내천로6길 1-13,,
38185,서울특별시 은평구 서오릉로2길 12-1,,
38239,서울특별시 강동구 올림픽로78길 15-8,,
38949,서울특별시 서초구 신반포로 32,,
38993,서울특별시 강동구 진황도로 18,,
39016,서울특별시 강동구 고덕로25길 13-11,,
39318,서울특별시 은평구 서오릉로2길 12-1,,
39421,서울특별시 노원구 화랑로43길 34,,
39804,서울특별시 서초구 나루터로4길 28,,
39825,서울특별시 송파구 송이로31길 20-10,,
39833,서울특별시 송파구 성내천로6길 1-13,,
39842,서울특별시 서초구 나루터로4길 49,,
39875,서울특별시 서초구 나루터로4길 49,,
39880,서울특별시 강동구 고덕로25길 13-11,,
39890,서울특별시 송파구 성내천로6길 1-13,,
40185,서울특별시 광진구 뚝섬로 45,,
40355,서울특별시 동작구 사당로23길 4,,
40877,서울특별시 강남구 남부순환로 2803,,
40878,서울특별시 강남구 남부순환로 2803,,
41154,서울특별시 금천구 시흥대로 291-1,,
41158,서울특별시 동작구 등용로14길 40,,
41189,서울특별시 동작구 등용로14길 40,,
41270,서울특별시 성북구 64,,
42165,서울특별시 강남구 남부순환로 2803,,
42768,서울특별시 서초구 신반포로 9,,
42773,서울특별시 송파구 성내천로6길 1-13,,
42780,서울특별시 강남구 남부순환로 2803,,
42816,서울특별시 서초구 신반포로 267,,
43067,서울특별시 성북구 64,,
43222,서울특별시 서초구 효령로34길 79,,
43490,서울특별시 송파구 올림픽로 399,,
43491,서울특별시 송파구 올림픽로33길 17,,
43524,서울특별시 강남구 남부순환로 2803,,
43537,서울특별시 서초구 나루터로4길 39,,
43953,서울특별시 송파구 성내천로6길 1-13,,
44735,서울특별시 성북구 37,,
45204,서울특별시 서초구 효령로21길 47,,
45517,서울특별시 강동구 진황도로 18,,
45518,서울특별시 강동구 진황도로 18,,
46418,서울특별시 은평구 서오릉로2길 12-1,,
46419,서울특별시 은평구 서오릉로2길 12-1,,
46670,서울특별시 송파구 올림픽로 399,,
47281,서울특별시 은평구 연서로28길 12-1,,
47342,서울특별시 동작구 사당로23길 4,,
47409,서울특별시 구로구 개봉로3가길 88-41,,
47774,서울특별시 서초구 나루터로4길 49,,
48323,서울특별시 성북구 64,,
48791,서울특별시 구로구 개봉로3가길 88-41,,
49517,서울특별시 성북구 64,,
49813,서울특별시 강남구 남부순환로 2803,,
49814,서울특별시 강남구 남부순환로 2803,,
49815,서울특별시 강남구 남부순환로 2803,,
49816,서울특별시 강남구 남부순환로 2803,,
49923,서울특별시 서초구 신반포로 45,,
49924,서울특별시 서초구 신반포로 45,,
50019,서울특별시 송파구 성내천로6길 1-13,,
50020,서울특별시 송파구 성내천로6길 1-13,,
50125,서울특별시 마포구 마포대로19길 8,,
51013,서울특별시 성북구 64,,
51492,서울특별시 송파구 성내천로6길 1-13,,
51505,서울특별시 서초구 신반포로 32,,
51687,서울특별시 성북구 64,,
52014,서울특별시 동작구 사당로23길 4,,
52015,서울특별시 동작구 사당로23길 4,,
52092,서울특별시 서초구 잠원로 86,,
52093,서울특별시 서초구 나루터로4길 28,,
52142,서울특별시 서초구 신반포로 32,,
52144,서울특별시 서초구 신반포로 9,,
52145,서울특별시 서초구 신반포로 45,,
52169,서울특별시 송파구 올림픽로33길 17,,
52301,서울특별시 서초구 나루터로4길 39,,
52314,서울특별시 서초구 나루터로4길 39,,
52737,서울특별시 구로구 개봉로3가길 88-41,,
52982,서울특별시 강동구 진황도로 12,,
53013,서울특별시 송파구 성내천로6길 1-13,,
53243,서울특별시 은평구 서오릉로2길 12-1,,
53248,서울특별시 강남구 남부순환로 2803,,
53262,서울특별시 서초구 신반포로 32,,
53328,서울특별시 은평구 연서로28길 8-1,,
53543,서울특별시 동작구 장승배기로17길 31,,
53600,서울특별시 은평구 서오릉로2길 12-1,,
53708,서울특별시 송파구 성내천로6길 1-13,,
54004,서울특별시 동대문구 한천로24길 74-11,,
54144,서울특별시 강서구 화곡로21길 71-1,,
54225,서울특별시 서초구 효령로34길 79,,
54312,서울특별시 서초구 신반포로 45,,
54325,서울특별시 송파구 송이로31길 20-10,,
54329,서울특별시 강남구 남부순환로 2803,,
54339,서울특별시 송파구 성내천로6길 1-13,,
54343,서울특별시 서초구 신반포로 45,,
54347,서울특별시 서초구 나루터로4길 39,,
54356,서울특별시 서초구 신반포로 45,,
54360,서울특별시 강동구 진황도로 12,,
54607,서울특별시 동작구 장승배기로17길 31,,
54764,서울특별시 서초구 잠원로4길 34-11,,
54782,서울특별시 서초구 신반포로 9,,
55051,서울특별시 서초구 신반포로 45,,
56134,서울특별시 동작구 등용로14길 40,,
56160,서울특별시 종로구 평창문화로 171,,
56198,서울특별시 강남구 남부순환로 2803,,
56238,서울특별시 서초구 신반포로 32,,
56455,서울특별시 동작구 사당로23길 4,,
56701,서울특별시 송파구 성내천로6길 1-13,,
56723,서울특별시 강남구 남부순환로 2803,,
57041,서울특별시 은평구 연서로17길 12,,
57126,서울특별시 성동구 왕십리로 66-15,,
57364,서울특별시 서초구 신반포로 45,,
57410,서울특별시 송파구 올림픽로 399,,
57523,서울특별시 성북구 64,,
57816,서울특별시 강동구 진황도로 18,,
57817,서울특별시 강동구 진황도로 12,,
58079,서울특별시 서초구 신반포로 32,,
58359,서울특별시 송파구 성내천로6길 1-13,,
58469,서울특별시 은평구 서오릉로2길 12-1,,
58484,서울특별시 은평구 서오릉로2길 12-1,,
58593,서울특별시 은평구 연서로28길 12-1,,
