NO,latitude,longitude,address
2021_00001,37.6535964253192,127.039179546469,서울특별시 도봉구 해등로 113
2021_00002,37.6204104056627,126.92085532822,서울특별시 은평구 통일로82길 6-3
2021_00003,37.5707421257124,127.028449788718,서울특별시 동대문구 청계천로 461
2021_00004,37.6168016402746,127.086884860446,서울특별시 중랑구 신내로21길 16
2021_00005,37.6020703012565,127.080116689276,서울특별시 중랑구 동일로136길 10
2021_00006,37.561326262637,126.998598237823,서울특별시 중구 서애로1길 11
2021_00007,37.561326262637,126.998598237823,서울특별시 중구 서애로1길 11
2021_00008,37.5623116250876,127.032853165082,서울특별시 성동구 무학봉28길 5
2021_00009,37.6267862606127,127.065271513405,서울특별시 노원구 마들로 127
2021_00010,37.5710568281709,127.075113657819,서울특별시 동대문구 장안벚꽃로 107
2021_00011,37.5453004973679,126.846805251931,서울특별시 강서구 초록마을로3길 28
2021_00012,37.4904171794387,126.975825319818,서울특별시 동작구 동작대로29길 115
2021_00013,37.5381329049236,126.890790014183,서울특별시 영등포구 양평로23길 18
2021_00014,37.5381329049236,126.890790014183,서울특별시 영등포구 양평로23길 18
2021_00015,37.5493387565751,126.946778802082,서울특별시 마포구 백범로25길 63
2021_00016,37.5447477438441,126.948258201287,서울특별시 마포구 백범로 152
2021_00017,37.5627209818902,126.807522731364,서울특별시 강서구 개화동로27가길 33
2021_00018,37.6173096820778,126.921840073771,서울특별시 은평구 연서로28길 17-1
2021_00019,37.5429454041979,126.836543690327,서울특별시 강서구 화곡로21길 71-1
2021_00020,37.5007351675912,126.958669749605,서울특별시 동작구 서달로1길 17
2021_00021,37.5203931042436,126.911230591056,서울특별시 영등포구 국회대로54길 65
2021_00022,37.5543740737373,126.907615658961,서울특별시 마포구 월드컵로17길 67
2021_00023,37.486898746437,126.900563317161,서울특별시 영등포구 도림천로19길 12
2021_00024,37.5643663889963,126.819154429803,서울특별시 강서구 마곡서1로 81
2021_00025,37.480057578933,127.064153382762,서울특별시 강남구 선릉로 8
2021_00026,37.4848187225214,126.928081647142,서울특별시 관악구 신림로65길 27
2021_00027,37.5004532195354,127.015647626899,서울특별시 서초구 서초중앙로 200
2021_00028,37.5004532195354,127.015647626899,서울특별시 서초구 서초중앙로 200
2021_00029,37.4750100992712,127.141592563317,서울특별시 송파구 위례광장로 120
2021_00030,37.5346869543419,127.132845397688,서울특별시 강동구 천호대로168길 25
2021_00031,37.5310977136334,127.115553699492,서울특별시 송파구 토성로 37
2021_00032,37.4873386711834,127.05155394203,서울특별시 강남구 언주로30길 10
2021_00033,37.5561770852501,127.159176546352,서울특별시 강동구 고덕로 333
2021_00034,37.5183513056476,127.050036535644,서울특별시 강남구 삼성로 651
2021_00035,37.5668679397024,127.172024343708,서울특별시 강동구 아리수로93가길 25
2021_00036,37.5014764820153,127.042690475293,서울특별시 강남구 언주로 427
2021_00037,37.4973345281351,127.039401623806,서울특별시 강남구 역삼로25길 17
2021_00038,37.4934680144084,127.015430187136,서울특별시 서초구 서초중앙로22길 25
2021_00039,37.5062519997568,126.992673104135,서울특별시 서초구 신반포로15길 19
2021_00040,37.500299161164,127.046905010952,서울특별시 강남구 역삼로 309
2021_00041,37.5078602234885,127.011582043737,서울특별시 서초구 신반포로 270
2021_00042,37.5363674526244,127.136442751206,서울특별시 강동구 진황도로 87
2021_00043,37.5151177851468,127.062003253862,서울특별시 강남구 영동대로112길 22
2021_00044,37.516733284228,127.089889095677,서울특별시 송파구 올림픽로 135
2021_00045,37.5139309369117,127.034870651956,서울특별시 강남구 언주로 641
2021_00046,37.6205891640316,126.920456987628,서울특별시 은평구 통일로 868
2021_00047,37.5371597784296,126.968380751407,서울특별시 용산구 백범로90길 12
2021_00048,37.5666029325047,127.024082467223,서울특별시 성동구 왕십리로 410
2021_00049,37.5505680405723,127.005733780751,서울특별시 중구 동호로11마길 39
2021_00050,37.5908011291028,127.056117386349,서울특별시 동대문구 이문로 37
2021_00051,37.5886453630461,127.089622814812,서울특별시 중랑구 겸재로 198
2021_00052,37.5333009037621,126.973602541606,서울특별시 용산구 한강대로62길 45-1
2021_00053,37.5767163112994,127.049782134969,서울특별시 동대문구 답십리로23길 30
2021_00054,37.5326222841548,126.974074230404,서울특별시 용산구 한강대로62길 45-25
2021_00055,37.5767163112994,127.049782134969,서울특별시 동대문구 답십리로23길 30
2021_00056,37.561368549652,127.069915427764,서울특별시 동대문구 천호대로97길 9
2021_00057,37.5750720968253,127.074282139153,서울특별시 동대문구 장안벚꽃로 167
2021_00058,37.4602167873458,126.885814835631,서울특별시 금천구 한내로 69-54
2021_00059,37.4953573579861,126.890430534805,서울특별시 구로구 구로중앙로18길 23
2021_00060,37.5297213253831,126.846813927331,서울특별시 강서구 강서로7길 18
2021_00061,37.5952285650967,126.91939457024,서울특별시 은평구 응암로30길 16
2021_00062,37.5569083220092,126.817874559596,서울특별시 강서구 마곡중앙1로 71
2021_00063,37.5162316852714,126.921199739783,서울특별시 영등포구 여의대방로61길 50
2021_00064,37.5101431194272,126.949866584084,서울특별시 동작구 매봉로 123
2021_00065,37.544262342449,126.887745992739,서울특별시 영등포구 양평로30길 51
2021_00066,37.5355591314975,126.869261818497,서울특별시 양천구 목동중앙남로 10
2021_00067,37.5416401804529,126.941469163819,서울특별시 마포구 토정로31길 23
2021_00068,37.4479033151811,126.900722652942,서울특별시 금천구 시흥대로 165
2021_00069,37.4954038170325,126.843376566816,서울특별시 구로구 경인로20길 6
