NO,기존주소,도로명주소
55,서울특별시 동대문구 전농동 695,서울특별시 동대문구 답십리로23길 30
56,서울특별시 동대문구 장안동 466-5,서울특별시 동대문구 천호대로97길 9
57,서울특별시 동대문구 장안동 329-3,서울특별시 동대문구 장안벚꽃로 167
58,서울특별시 금천구 독산동 1088,서울특별시 금천구 한내로 69-54
59,서울특별시 구로구 구로동 Oct-98,서울특별시 구로구 구로중앙로18길 23
60,서울특별시 강서구 화곡동 899-8,서울특별시 강서구 강서로7길 18
61,서울특별시 은평구 응암동 767,서울특별시 은평구 응암로30길 16
62,서울특별시 강서구 마곡동 748,서울특별시 강서구 마곡중앙1로 71
63,서울특별시 영등포구 신길동 4942,서울특별시 영등포구 여의대방로61길 50
64,서울특별시 동작구 본동 492,서울특별시 동작구 매봉로 123
65,서울특별시 영등포구 양평동6가 99,서울특별시 영등포구 양평로30길 51
66,서울특별시 양천구 목동 764-4,서울특별시 양천구 목동중앙남로 10
67,서울특별시 마포구 용강동 502,서울특별시 마포구 토정로31길 23
68,서울특별시 금천구 시흥동 1026,서울특별시 금천구 시흥대로 165
69,서울특별시 구로구 오류동 51-31,서울특별시 구로구 경인로20길 6
70,서울특별시 구로구 개봉동 366-1,서울특별시 구로구 개봉로1길 22
71,서울특별시 양천구 신월동 1059,서울특별시 양천구 화곡로 85
72,서울특별시 구로구 구로동 1256,서울특별시 구로구 디지털로 319
73,서울특별시 마포구 상암동 1655,서울특별시 마포구 상암산로1길 24
74,서울특별시 동작구 노량진동 Jan-57,서울특별시 동작구 노량진로 140
75,서울특별시 영등포구 대림동 696,서울특별시 영등포구 도림로 187
76,서울특별시 동작구 흑석동 341,서울특별시 동작구 현충로 52
77,서울특별시 영등포구 당산동2가 164,서울특별시 영등포구 당산로 95
78,서울특별시 영등포구 당산동4가 88,서울특별시 영등포구 당산로41길 23
79,서울특별시 구로구 고척동 296,서울특별시 구로구 고척로52길 48
80,서울특별시 마포구 도화동 357,서울특별시 마포구 새창로 52
81,서울특별시 서대문구 홍은동 440-3,서울특별시 서대문구 통일로48가길 37
82,서울특별시 구로구 구로동 104-9,서울특별시 구로구 가마산로 283
83,서울특별시 영등포구 문래동3가 94,서울특별시 영등포구 문래로 82
84,서울특별시 영등포구 신길동 65-21,서울특별시 영등포구 영등포로 390
85,서울특별시 영등포구 신길동 261-22,서울특별시 영등포구 가마산로 468
86,서울특별시 영등포구 문래동6가 Jan-47,서울특별시 영등포구 문래로4길 26
87,서울특별시 강남구 도곡동 467-6,서울특별시 강남구 언주로30길 13
88,서울특별시 관악구 봉천동 1730,서울특별시 관악구 청룡10길 45
89,서울특별시 서초구 양재동 402-15,서울특별시 서초구 논현로1길 49
90,서울특별시 관악구 신림동 497-5,서울특별시 관악구 신사로 134
91,서울특별시 강동구 암사동 414-2,서울특별시 강동구 고덕로 131
92,서울특별시 송파구 잠실동 27,서울특별시 송파구 송파대로 567
93,서울특별시 강동구 천호동 288-29,서울특별시 강동구 올림픽로92길 61
94,서울특별시 강남구 일원동 719,서울특별시 강남구 일원로14길 25
95,서울특별시 관악구 봉천동 1560-62,서울특별시 관악구 청룡길 77
96,서울특별시 관악구 신림동 1421-1,서울특별시 관악구 신림로66길 42
97,서울특별시 강남구 삼성동 50,서울특별시 강남구 삼성로111길 8
98,서울특별시 용산구 이태원동 124-1,서울특별시 용산구 이태원로27나길 40
99,서울특별시 광진구 군자동 360-20,서울특별시 광진구 광나루로 361
100,서울특별시 노원구 상계동 670,서울특별시 노원구 노원로 532
101,서울특별시 은평구 구산동 224,서울특별시 은평구 갈현로11길 46
102,서울특별시 중랑구 망우동 508-14,서울특별시 중랑구 망우로58길 33-6
103,서울특별시 동대문구 전농동 10,서울특별시 동대문구 사가정로 148
104,서울특별시 종로구 홍파동 199,서울특별시 종로구 송월길 99
105,서울특별시 도봉구 방학동 271-1,서울특별시 도봉구 방학로 193
106,서울특별시 광진구 구의동 671,서울특별시 광진구 광나루로39길 11
107,서울특별시 동대문구 장안동 371-1,서울특별시 동대문구 장한로 119
108,서울특별시 용산구 한남동 29-4,서울특별시 용산구 독서당로 73-4
109,서울특별시 노원구 상계동 1355,서울특별시 노원구 수락산로 12
110,서울특별시 성북구 장위동 08-02,서울특별시 성북구 화랑로 299
111,서울특별시 노원구 상계동 173-1,서울특별시 노원구 한글비석로 396
112,서울특별시 동대문구 답십리동 488-18,서울특별시 동대문구 전농로 16
113,서울특별시 은평구 녹번동 281,서울특별시 은평구 통일로 660
114,서울특별시 성북구 정릉동 1020,서울특별시 성북구 북악산로 813
115,서울특별시 성북구 정릉동 239,서울특별시 성북구 솔샘로 120
116,서울특별시 성북구 삼선동4가 73,서울특별시 성북구 삼선교로23길 23
117,서울특별시 광진구 광장동 577,서울특별시 광진구 아차산로 549
118,서울특별시 도봉구 방학동 274,서울특별시 도봉구 도당로 37
119,서울특별시 성동구 하왕십리동 1070,서울특별시 성동구 왕십리로 410
120,서울특별시 영등포구 영등포동1가 144,서울특별시 영등포구 경인로114가길 14
121,서울특별시 영등포구 당산동 121-130,서울특별시 영등포구 버드나루로 97
122,서울특별시 영등포구 당산동 121-130,서울특별시 영등포구 버드나루로 97
123,서울특별시 영등포구 대림동 717,서울특별시 영등포구 대림로29길 13
124,서울특별시 구로구 구로동 780-58,서울특별시 구로구 도림로12길 5-6
125,서울특별시 동작구 노량진동 Jan-57,서울특별시 동작구 노량진로 140
126,서울특별시 양천구 신정동 329,서울특별시 양천구 목동동로 130
127,서울특별시 강서구 화곡동 924-15,서울특별시 강서구 곰달래로18길 25
128,서울특별시 양천구 목동 806-25,서울특별시 양천구 국회대로 271
129,서울특별시 양천구 목동 936,서울특별시 양천구 목동동로 250
130,서울특별시 강서구 등촌동 365-195,서울특별시 강서구 등촌로51길 128
131,서울특별시 은평구 대조동 26-14,서울특별시 은평구 진흥로 153
132,서울특별시 영등포구 영등포동 647,서울특별시 영등포구 도신로29길 28
133,서울특별시 동작구 본동 482,서울특별시 동작구 노량진로23가길 20
134,서울특별시 은평구 대조동 26-14,서울특별시 은평구 진흥로 153
135,서울특별시 강서구 염창동 241-24,서울특별시 강서구 양천로65길 13
136,서울특별시 은평구 진관동 81,서울특별시 은평구 진관2로 57-7
137,서울특별시 강동구 명일동 44,서울특별시 강동구 고덕로 240
138,서울특별시 강동구 상일동 513,서울특별시 강동구 고덕로80길 99
139,서울특별시 강동구 둔촌동 64,서울특별시 강동구 천호대로 1176
140,서울특별시 강남구 도곡동 869,서울특별시 강남구 논현로 218
141,서울특별시 관악구 신림동 1421-1,서울특별시 관악구 신림로66길 42
142,서울특별시 강동구 상일동 513,서울특별시 강동구 고덕로80길 99
143,서울특별시 서초구 반포동 Jan-70,서울특별시 서초구 사평대로28길 31
144,서울특별시 강남구 압구정동 443,서울특별시 강남구 압구정로39길 58
145,서울특별시 강동구 성내동 194,서울특별시 강동구 천호대로 1092
146,서울특별시 서초구 방배동 772-13,서울특별시 서초구 방배로 239
147,서울특별시 송파구 잠실동 19,서울특별시 송파구 올림픽로 99
148,서울특별시 송파구 잠실동 44,서울특별시 송파구 잠실로 88
149,서울특별시 관악구 신림동 1639-51,서울특별시 관악구 관천로 38
150,서울특별시 서초구 방배동 772-13,서울특별시 서초구 방배로 239
151,서울특별시 서초구 방배동 816-1,서울특별시 서초구 방배로33길 29
152,서울특별시 강남구 청담동 134-38,서울특별시 강남구 영동대로138길 12
153,서울특별시 강남구 대치동 992,서울특별시 강남구 영동대로57길 28
154,서울특별시 강동구 성내동 606,서울특별시 강동구 성내로 80
155,서울특별시 중랑구 상봉동 Jan-32,서울특별시 중랑구 신내로7다길 60-16
156,서울특별시 중랑구 면목동 142-8,서울특별시 중랑구 동일로100길 41
157,서울특별시 성동구 금호동3가 917,서울특별시 성동구 금호산길 8
158,서울특별시 도봉구 창동 27,서울특별시 도봉구 노해로70길 54
159,서울특별시 중구 오장동 145-1,서울특별시 중구 동호로33길 15
160,서울특별시 동대문구 장안동 336,서울특별시 동대문구 장안벚꽃로 107
161,서울특별시 노원구 공릉동 81,서울특별시 노원구 공릉로34길 62
162,서울특별시 종로구 숭인동 296-19,서울특별시 종로구 종로58가길 27
163,서울특별시 용산구 문배동 24-4,서울특별시 용산구 백범로90길 12
164,서울특별시 성동구 성수동1가 718,서울특별시 성동구 왕십리로 16
165,서울특별시 성동구 옥수동 528-1,서울특별시 성동구 매봉길 50
166,서울특별시 구로구 구로동 807-29,서울특별시 구로구 구로동로12길 4-24
167,서울특별시 구로구 구로동 104-9,서울특별시 구로구 가마산로 283
168,서울특별시 구로구 구로동 106-2,서울특별시 구로구 공원로 11
169,서울특별시 양천구 목동 549,서울특별시 양천구 목동중앙북로8길 111
170,서울특별시 영등포구 문래동6가 45,서울특별시 영등포구 문래로4길 6
171,서울특별시 마포구 대흥동 804,서울특별시 마포구 서강대길 40
172,서울특별시 마포구 염리동 515-1,서울특별시 마포구 숭문길 106
173,서울특별시 구로구 구로동 749-44,서울특별시 구로구 구로동로20길 62
174,서울특별시 구로구 구로동 749-29,서울특별시 구로구 구로동로20길 58-8
175,서울특별시 구로구 구로동 106-2,서울특별시 구로구 공원로 11
176,서울특별시 영등포구 신길동 4964,서울특별시 영등포구 신길로29길 17
177,서울특별시 구로구 항동 244,서울특별시 구로구 항동로 8
178,서울특별시 강서구 화곡동 899-25,서울특별시 강서구 강서로7길 20-28
179,서울특별시 마포구 대흥동 804,서울특별시 마포구 서강대길 40
180,서울특별시 마포구 신수동 462,서울특별시 마포구 광성로 17
181,서울특별시 강서구 등촌동 634-2,서울특별시 강서구 공항대로59길 64
182,서울특별시 서대문구 홍제동 315-7,서울특별시 서대문구 통일로37길 30
183,서울특별시 구로구 구로동 256-1,서울특별시 구로구 디지털로31길 90
184,서울특별시 마포구 중동 30-28,서울특별시 마포구 월드컵북로38가길 22-5
185,서울특별시 서대문구 홍제동 471,서울특별시 서대문구 모래내로 411
186,서울특별시 강서구 등촌동 715,서울특별시 강서구 등촌로 163
187,서울특별시 은평구 응암동 118-62,서울특별시 은평구 은평로4길 21-18
188,서울특별시 동작구 사당동 1139,서울특별시 동작구 사당로2가길 102
189,서울특별시 서대문구 북아현동 1013,서울특별시 서대문구 북아현로1가길 20
190,서울특별시 구로구 구로동 49,서울특별시 구로구 공원로 26
191,서울특별시 은평구 역촌동 17-17,서울특별시 은평구 진흥로9길 2
192,서울특별시 구로구 구로동 74-30,서울특별시 구로구 구로중앙로18길 68
193,서울특별시 서초구 반포동 02-12,서울특별시 서초구 신반포로15길 19
194,서울특별시 서초구 반포동 20-43,서울특별시 서초구 신반포로 270
195,서울특별시 강동구 고덕동 688,서울특별시 강동구 아리수로50길 50
196,서울특별시 노원구 공릉동 705,서울특별시 노원구 공릉로 206
197,서울특별시 중랑구 묵동 396,서울특별시 중랑구 숙선옹주로 45
198,서울특별시 성북구 종암동 127,서울특별시 성북구 종암로24가길 50
199,서울특별시 광진구 자양동 762,서울특별시 광진구 뚝섬로33길 20
200,서울특별시 광진구 광장동 218-1,서울특별시 광진구 아차산로 552
201,서울특별시 성북구 종암동 133,서울특별시 성북구 종암로23길 35
202,서울특별시 성북구 상월곡동 55-56,서울특별시 성북구 화랑로15길 4
203,서울특별시 노원구 하계동 273,서울특별시 노원구 섬밭로 196
204,서울특별시 중랑구 상봉동 1,서울특별시 중랑구 봉화산로48길 62
205,서울특별시 은평구 수색동 415-1,서울특별시 은평구 은평터널로 65
206,서울특별시 성북구 돈암동 609-1,서울특별시 성북구 성북로4길 52
207,서울특별시 양천구 신월동 1053,서울특별시 양천구 월정로 306
208,서울특별시 마포구 현석동 225,서울특별시 마포구 토정로18길 11
209,서울특별시 은평구 응암동 767,서울특별시 은평구 응암로29길 16
210,서울특별시 구로구 오류동 345,서울특별시 구로구 경인로 158
211,서울특별시 구로구 오류동 343,서울특별시 구로구 오리로 1197
212,서울특별시 은평구 응암동 764,서울특별시 은평구 백련산로 37
213,서울특별시 강서구 방화동 831,서울특별시 강서구 방화대로47가길 22
214,서울특별시 마포구 대흥동 12-41,서울특별시 마포구 신촌로 160
215,서울특별시 마포구 신수동 456,서울특별시 마포구 신수로 81
216,서울특별시 마포구 망원동 465-32,서울특별시 마포구 방울내로5길 39
217,서울특별시 서대문구 북가좌동 07-02,서울특별시 서대문구 증가로24길 21
218,서울특별시 양천구 목동 758-2,서울특별시 양천구 목동중앙로 79
219,서울특별시 강동구 상일동 476,서울특별시 강동구 구천면로 557
220,서울특별시 강동구 성내동 424-12,서울특별시 강동구 양재대로91길 47
221,서울특별시 송파구 풍납동 260,서울특별시 송파구 토성로 37
222,서울특별시 강남구 삼성동 87,서울특별시 강남구 영동대로 640
223,서울특별시 서초구 반포동 968,서울특별시 서초구 신반포로 32
224,서울특별시 강남구 자곡동 611,서울특별시 강남구 자곡로 101
225,서울특별시 강동구 고덕동 486,서울특별시 강동구 양재대로 1706
226,서울특별시 강동구 길동 387-5,서울특별시 강동구 천중로42길 70
227,서울특별시 강동구 길동 414-4,서울특별시 강동구 천호대로175길 42
228,서울특별시 관악구 봉천동 645-87,서울특별시 관악구 은천로5길 39
229,서울특별시 송파구 오금동 2,서울특별시 송파구 위례성대로 176
230,서울특별시 송파구 거여동 696,서울특별시 송파구  
231,서울특별시 강남구 도곡동 467-17,서울특별시 강남구 언주로30길 57
232,서울특별시 서초구 서초동 1330,서울특별시 서초구 강남대로53길 11
233,서울특별시 강남구 개포동 1281,서울특별시 강남구 삼성로 11
234,서울특별시 강동구 강일동 695,서울특별시 강동구 고덕로97길 20
235,서울특별시 강동구 길동 414-4,서울특별시 강동구 천호대로175길 42
236,서울특별시 관악구 봉천동 1717,서울특별시 관악구 관악로30길 27
237,서울특별시 관악구 봉천동 1712,서울특별시 관악구 성현로 80
238,서울특별시 강동구 길동 414-6,서울특별시 강동구 천호대로177길 55
239,서울특별시 강북구 수유동 733,서울특별시 강북구 도봉로71가길 16
240,서울특별시 중랑구 상봉동 500,서울특별시 중랑구 망우로 353
241,서울특별시 성북구 정릉동 767-2,서울특별시 성북구 보국문로29길 17
242,서울특별시 성북구 정릉동 1028,서울특별시 성북구 솔샘로24길 15
243,서울특별시 노원구 상계동 1276,서울특별시 노원구 덕릉로94가길 20
244,서울특별시 노원구 공릉동 738,서울특별시 노원구 동일로198길 24
245,서울특별시 종로구 효제동 126-2,서울특별시 종로구 김상옥로 55
246,서울특별시 중구 충무로4가 306,서울특별시 중구 퇴계로 235
247,서울특별시 성동구 행당동 347,서울특별시 성동구 행당로 79
248,서울특별시 성동구 행당동 347,서울특별시 성동구 행당로 79
249,서울특별시 은평구 불광동 486-14,서울특별시 은평구 통일로82길 6-7
250,서울특별시 성북구 석관동 408,서울특별시 성북구 화랑로 210-26
251,서울특별시 노원구 상계동 1276,서울특별시 노원구 덕릉로94가길 20
252,서울특별시 노원구 중계동 502-1,서울특별시 노원구 동일로207길 18
253,서울특별시 영등포구 영등포동 647,서울특별시 영등포구 도신로29길 28
254,서울특별시 양천구 신월동 1055,서울특별시 양천구 신월로20길 7
255,서울특별시 양천구 목동 549,서울특별시 양천구 목동중앙북로8길 111
256,서울특별시 강서구 화곡동 1168,서울특별시 강서구 화곡로21길 71-1
257,서울특별시 양천구 신월동 416-1,서울특별시 양천구 남부순환로67길 15
258,서울특별시 구로구 구로동 806-14,서울특별시 구로구 도림로3길 7
259,서울특별시 양천구 신정동 1323,서울특별시 양천구 중앙로36길 15
260,서울특별시 구로구 오류동 51-31,서울특별시 구로구 경인로20길 6
261,서울특별시 동작구 노량진동 227-5,서울특별시 동작구 장승배기로18길 27
262,서울특별시 서대문구 북가좌동 150,서울특별시 서대문구 수색로 102
263,서울특별시 영등포구 영등포동4가 103,서울특별시 영등포구 문래로 191
264,서울특별시 은평구 응암동 764,서울특별시 은평구 백련산로 37
265,서울특별시 동작구 대방동 515,서울특별시 동작구 여의대방로54길 39
266,서울특별시 은평구 응암동 761,서울특별시 은평구 백련산로 36
267,서울특별시 마포구 중동 393,서울특별시 마포구 성암로 41
268,서울특별시 금천구 시흥동 209,서울특별시 금천구 금하로23라길 31
269,서울특별시 구로구 구로동 107-4,서울특별시 구로구 공원로 15-12
270,서울특별시 영등포구 영등포동3가 19-2,서울특별시 영등포구 영중로6길 12
271,서울특별시 영등포구 영등포동3가 19-2,서울특별시 영등포구 영중로6길 12
272,서울특별시 영등포구 양평동5가 09-01,서울특별시 영등포구 양평로23길 18
273,서울특별시 영등포구 양평동5가 76,서울특별시 영등포구 양평로24길 9
274,서울특별시 구로구 구로동 104-6,서울특별시 구로구 가마산로27길 11-7
275,서울특별시 강서구 등촌동 655-46,서울특별시 강서구 화곡로64길 50
276,서울특별시 강서구 등촌동 715,서울특별시 강서구 등촌로 163
277,서울특별시 마포구 상암동 1689,서울특별시 마포구 상암산로1길 57
278,서울특별시 구로구 오류동 Jan-46,서울특별시 구로구 경인로20나길 30
279,서울특별시 금천구 독산동 994-33,서울특별시 금천구 독산로84길 43
280,서울특별시 마포구 신공덕동 174,서울특별시 마포구 만리재로 36
281,서울특별시 구로구 고척동 296,서울특별시 구로구 고척로52길 53
282,서울특별시 영등포구 당산동 121-134,서울특별시 영등포구 국회대로55길 16
283,서울특별시 강서구 염창동 289,서울특별시 강서구 양천로67길 32
284,서울특별시 서대문구 북아현동 1013,서울특별시 서대문구 북아현로1가길 20
285,서울특별시 동작구 상도동 7-98,서울특별시 동작구 매봉로4가길 42
286,서울특별시 마포구 연남동 250-8,서울특별시 마포구 성미산로27길 6
287,서울특별시 구로구 오류동 342,서울특별시 구로구 경인로8길 64
288,서울특별시 구로구 오류동 9-231,서울특별시 구로구 경인로 187
289,서울특별시 구로구 오류동 51-31,서울특별시 구로구 경인로20길 6
290,서울특별시 동작구 흑석동 28,서울특별시 동작구 현충로 151
291,서울특별시 서초구 방배동 906-13,서울특별시 서초구 효령로33길 50
292,서울특별시 송파구 마천동 304,서울특별시 송파구 마천로57길 16
293,서울특별시 강남구 압구정동 397,서울특별시 강남구 압구정로 113
294,서울특별시 강남구 압구정동 397,서울특별시 강남구 압구정로 113
295,서울특별시 강동구 암사동 508,서울특별시 강동구 상암로3길 77
296,서울특별시 강동구 성내동 196-8,서울특별시 강동구 천호대로168길 25
297,서울특별시 서초구 양재동 389-2,서울특별시 서초구 강남대로6길 148
298,서울특별시 서초구 서초동 1337-3,서울특별시 서초구 효령로77길 30
299,서울특별시 송파구 문정동 145,서울특별시 송파구 송이로31길 56
300,서울특별시 서초구 서초동 1330,서울특별시 서초구 강남대로53길 11
301,서울특별시 강남구 청담동 134,서울특별시 강남구 영동대로142길 16
302,서울특별시 송파구 잠실동 331,서울특별시 송파구 백제고분로18길 7
303,서울특별시 강북구 미아동 1353,서울특별시 강북구 솔샘로 174
304,서울특별시 동대문구 답십리동 530-15,서울특별시 동대문구 고미술로 71
305,서울특별시 성북구 길음동 1284,서울특별시 성북구 길음로 33
306,서울특별시 도봉구 창동 804,서울특별시 도봉구 덕릉로63가길 43
307,서울특별시 중랑구 신내동 657,서울특별시 중랑구 신내로 127
308,서울특별시 중랑구 묵동 13,서울특별시 중랑구 숙선옹주로 91
309,서울특별시 중구 예장동 9,서울특별시 중구 퇴계로30길 24
310,서울특별시 광진구 자양동 510-5,서울특별시 광진구 능동로 68
311,서울특별시 은평구 녹번동 282,서울특별시 은평구 통일로 610
312,서울특별시 성동구 성수동1가 718,서울특별시 성동구 왕십리로 16
313,서울특별시 강북구 번동 138,서울특별시 강북구 오현로 180
314,서울특별시 강북구 번동 136,서울특별시 강북구 한천로109길 83
315,서울특별시 성동구 금호동4가 340,서울특별시 성동구 금호로 15
316,서울특별시 용산구 한남동 810,서울특별시 용산구 독서당로 111
317,서울특별시 노원구 월계동 556,서울특별시 노원구 초안산로1길 18
318,서울특별시 노원구 공릉동 725,서울특별시 노원구 섬밭로 139
319,서울특별시 노원구 공릉동 714,서울특별시 노원구 동일로198가길 13
320,서울특별시 강북구 번동 470-1,서울특별시 강북구 도봉로98길 33
321,서울특별시 도봉구 창동 807,서울특별시 도봉구 마들로 551
322,서울특별시 중랑구 묵동 167,서울특별시 중랑구 공릉로13길 30
323,서울특별시 노원구 상계동 1110,서울특별시 노원구 동일로241길 53
324,서울특별시 성동구 성수동2가 833,서울특별시 성동구 뚝섬로13길 11
325,서울특별시 성북구 장위동 08-02,서울특별시 성북구 화랑로 299
326,서울특별시 동대문구 장안동 466-5,서울특별시 동대문구 천호대로97길 9
327,서울특별시 성동구 성수동2가 843,서울특별시 성동구 성수일로4길 26
328,서울특별시 노원구 상계동 172,서울특별시 노원구 상계로 193-14
329,서울특별시 금천구 시흥동 109-1,서울특별시 금천구 시흥대로73길 11
330,서울특별시 은평구 진관동 27,서울특별시 은평구 진관3로 15-45
331,서울특별시 마포구 서교동 487,서울특별시 마포구 월드컵북로5나길 18
332,서울특별시 마포구 신수동 462,서울특별시 마포구 광성로 17
333,서울특별시 구로구 구로동 780-62,서울특별시 구로구 도림로12길 15-5
334,서울특별시 강서구 등촌동 707,서울특별시 강서구 공항대로43길 104
335,서울특별시 영등포구 여의도동 52,서울특별시 영등포구 63로 7
336,서울특별시 마포구 성산동 25-1,서울특별시 마포구 성미산로7안길 26
337,서울특별시 구로구 구로동 792-103,서울특별시 구로구 도림로10길 5-34
338,서울특별시 금천구 가산동 237-81,서울특별시 금천구 두산로3길 36-11
339,서울특별시 강서구 마곡동 740,서울특별시 강서구 마곡서1로 111-11
340,서울특별시 영등포구 대림동 1101-1,서울특별시 영등포구 도림천로19길 12
341,서울특별시 구로구 구로동 106-2,서울특별시 구로구 공원로 11
342,서울특별시 서대문구 영천동 100,서울특별시 서대문구 독립문로 10
343,서울특별시 서초구 방배동 2626,서울특별시 서초구 방배선행길 2
344,서울특별시 서초구 방배동 2626,서울특별시 서초구 방배선행길 2
345,서울특별시 서초구 방배동 2626,서울특별시 서초구 방배선행길 2
346,서울특별시 송파구 오금동 80-14,서울특별시 송파구 마천로 121
347,서울특별시 송파구 문정동 150,서울특별시 송파구 중대로 24
348,서울특별시 서초구 서초동 1685-3,서울특별시 서초구 서초중앙로 188
349,서울특별시 강남구 일원동 743,서울특별시 강남구 영동대로 22
350,서울특별시 강동구 명일동 359,서울특별시 강동구 양재대로 1650
351,서울특별시 강동구 명일동 359,서울특별시 강동구 양재대로 1650
352,서울특별시 서초구 반포동 20-43,서울특별시 서초구 신반포로 270
353,서울특별시 강동구 길동 400,서울특별시 강동구 천호대로193길 37
354,서울특별시 강동구 상일동 514,서울특별시 강동구 상암로79길 88
355,서울특별시 송파구 신천동 11-09,서울특별시 송파구 올림픽로35가길 11
356,서울특별시 강동구 고덕동 693,서울특별시 강동구 고덕로 333
357,서울특별시 송파구 풍납동 413-1,서울특별시 송파구 올림픽로 525
358,서울특별시 송파구 송파동 162,서울특별시 송파구 오금로32길 14
359,서울특별시 서초구 방배동 957-7,서울특별시 서초구 도구로 73
360,서울특별시 서초구 방배동 866-20,서울특별시 서초구 서초대로 17
361,서울특별시 송파구 잠실동 19,서울특별시 송파구 올림픽로 99
362,서울특별시 송파구 오금동 615,서울특별시 송파구 양재대로72길 5
363,서울특별시 서초구 반포동 20-43,서울특별시 서초구 신반포로 270
364,서울특별시 관악구 봉천동 180-422,서울특별시 관악구 인헌16길 47
365,서울특별시 서초구 서초동 1338-1,서울특별시 서초구 효령로77길 14
366,서울특별시 서초구 서초동 1338-1,서울특별시 서초구 효령로77길 14
367,서울특별시 관악구 남현동 1071-3,서울특별시 관악구 남부순환로256길 36
368,서울특별시 강동구 성내동 468-6,서울특별시 강동구 강동대로 177
