NO,contract_date,apt_name,exclusive_area_m2,floor,construction_year,latitude,longitude,price_man_won
2023_05492,2023-10-11,(744-15),45.45,2,1996,37.4879826576435,126.886654431104,23500
2023_05493,2023-10-11,상도휴엔하임,14.7,5,2016,37.504967595768,126.937970420644,13500
2023_05494,2023-10-11,삼풍아파트,130.73,7,1988,37.5004532195354,127.015647626899,315000
2023_05495,2023-10-11,서초이오빌,36.66,9,2003,37.4865276721133,127.012932415371,32000
2023_05496,2023-10-11,역삼래미안,59.4,14,2005,37.4981263526043,127.050691041401,196000
2023_05497,2023-10-11,여의도씨티아이,12.59,13,2013,37.5175213972258,126.910712075567,12500
2023_05498,2023-10-11,우성KBS(113동),84.69,2,1996,37.4750404702355,127.031799040636,133500
2023_05499,2023-10-11,경남아너스빌,114.77,1,1998,37.524463518615,126.903148310077,128000
2023_05500,2023-10-11,독산동한양수자인,68.307,3,2011,37.4760196038189,126.899811569821,68000
2023_05501,2023-10-11,한신휴플러스(1280-0),50.17,13,2007,37.4884700177382,126.890773027393,57500
2023_05502,2023-10-11,영등포그랑그루,12.1,11,2012,37.5184760808639,126.903251180927,12000
2023_05503,2023-10-11,래미안원베일리,116.93,16,2023,37.5077735030051,126.995904034712,545000
2023_05504,2023-10-11,관악산휴먼시아2단지,59.96,18,2008,37.4597417150822,126.920752798392,58000
2023_05505,2023-10-11,(743-19),59.76,1,1995,37.488369253237,126.887002787269,22000
2023_05506,2023-10-11,신동아파밀리에,59.4,3,2002,37.5290428670219,127.141490090166,82000
2023_05507,2023-10-11,파크하비오,84.9725,6,2016,37.4796870553794,127.124979804141,148500
2023_05508,2023-10-11,한보1,59.26,8,1998,37.4973456347844,127.151885134589,92800
2023_05509,2023-10-11,성내동삼성아파트,59.88,16,1999,37.5320738331874,127.126228075467,89500
2023_05510,2023-10-11,프라이어팰리스,59.983,8,2007,37.5542066727371,127.140901062073,98500
2023_05511,2023-10-11,잠실올림픽공원아이파크,75.99,13,2019,37.5249190964012,127.114443667858,167000
2023_05512,2023-10-11,박석고개1단지힐스테이트(116~131동)BL2-1,101.76,9,2009,37.6342707354029,126.919398866427,115000
2023_05513,2023-10-11,e편한세상신촌1단지,59.85,9,2018,37.5580680839066,126.951399056142,123000
2023_05514,2023-10-11,"우장산아이파크,이편한세상",114.98,15,2008,37.5482625768732,126.840980606494,142800
2023_05515,2023-10-11,"우장산아이파크,이편한세상",84.97,17,2008,37.5482625768732,126.840980606494,126000
2023_05516,2023-10-11,우장산힐스테이트,101.87,14,2005,37.5570784073479,126.83808109977,151500
2023_05517,2023-10-11,현대1,84.17,3,1997,37.5938605063117,126.908643132218,57000
2023_05518,2023-10-11,거성리젠시,46.48,5,2023,37.5982434004101,126.912721140013,49800
2023_05519,2023-10-11,대림아파트(276),84.94,12,1993,37.5996436769736,126.937502584876,57000
2023_05520,2023-10-11,역촌맨션,53.87,1,1973,,,34000
2023_05521,2023-10-11,유호루하스,26.432,5,2018,37.6236089884632,126.917419430143,19000
2023_05522,2023-10-11,등촌퀸즈포디엄삼익,33.64,11,2020,37.5473055495738,126.862365419461,37500
2023_05523,2023-10-11,등촌퀸즈포디엄삼익,33.64,11,2020,37.5473055495738,126.862365419461,37500
2023_05524,2023-10-11,중계그린1단지,44.1,10,1990,37.6445728156805,127.062051438504,44000
2023_05525,2023-10-11,상계주공11(고층),49.94,12,1988,37.6668967573625,127.056039185663,52000
2023_05526,2023-10-11,상계주공1(고층),41.3,11,1988,37.6477074025675,127.060010329586,48800
2023_05527,2023-10-11,벽산,43.35,4,1989,37.6623030184626,127.073581746977,35000
2023_05528,2023-10-11,양지마을(대림)2,59.4,6,1999,37.6524755833309,127.071935248871,59200
2023_05529,2023-10-11,목동신시가지9,126.53,4,1987,37.5194246797911,126.864038205091,223000
2023_05530,2023-10-11,대림,84.89,10,1992,37.5178823225128,126.87367592976,95000
2023_05531,2023-10-11,래미안목동아델리체(119동~123동),59.82,11,2021,37.5204176021651,126.851340568488,107000
2023_05532,2023-10-11,래미안목동아델리체(101동~118동),84.94,2,2021,37.5204176021651,126.851340568488,135000
2023_05533,2023-10-11,가양강나루현대,59.76,6,1999,37.5603956962784,126.857362635565,81300
2023_05534,2023-10-11,강변,34.44,2,1992,37.564612123403,126.856278639847,48000
2023_05535,2023-10-11,마곡금호어울림,84.948,3,2005,37.574441814534,126.837207289666,78000
2023_05536,2023-10-11,미원1,58.98,1,1996,37.5594354441193,126.906381640549,52900
2023_05537,2023-10-10,상계주공11(고층),41.3,4,1988,37.6668967573625,127.056039185663,39500
2023_05538,2023-10-10,북한산두산위브,84.98,13,2020,37.5990017774988,126.944654295681,85000
2023_05539,2023-10-10,대림e-편한세상4,117.74,5,2003,37.5093548780231,126.886561386049,153500
2023_05540,2023-10-10,두영이지안,80.79,13,2004,37.5584030845211,126.899904635632,89000
2023_05541,2023-10-10,롯데우성,115.26,2,1993,37.6463693750751,127.072776926918,119500
2023_05542,2023-10-10,목동신시가지8,105.35,1,1987,37.5223402739432,126.867563264965,194000
2023_05543,2023-10-10,래미안목동아델리체(101동~118동),115.97,12,2021,37.5204176021651,126.851340568488,182000
2023_05544,2023-10-10,롯데캐슬,84.984,8,2014,37.5195419716155,126.848124974896,93800
2023_05545,2023-10-10,마곡엠밸리6단지,84.84,1,2014,37.5657540981707,126.81962341197,127300
2023_05546,2023-10-10,"우장산아이파크,이편한세상",59.98,10,2008,37.5482625768732,126.840980606494,95000
2023_05547,2023-10-10,아녜스타워4,12.09,12,2012,37.5292417764084,126.844647833015,10410
2023_05548,2023-10-10,신동아,59.4,10,1995,37.5700781343589,126.816050500778,61000
2023_05549,2023-10-10,마포자이,113.803,18,2003,37.5436032977766,126.94585387336,207000
2023_05550,2023-10-10,마포자이더센트리지(102동~112동),59.99,9,2022,37.5502789649035,126.946615741024,121500
2023_05551,2023-10-10,가양2단지(성지),49.56,4,1992,37.5710135675057,126.84658518265,51000
2023_05552,2023-10-10,목동신시가지12,56.76,3,1988,37.5120947920338,126.860291121004,123000
2023_05553,2023-10-10,목동신시가지13,151.76,2,1987,37.5149820078935,126.865132254851,235000
2023_05554,2023-10-10,미성,63.53,3,1987,37.5895152217591,126.907740493268,59800
2023_05555,2023-10-10,예림아너스,66.51,2,2006,37.5622107023166,126.916609734884,57000
2023_05556,2023-10-10,상계주공1(저층),62.17,1,1988,37.6477074025675,127.060010329586,51700
2023_05557,2023-10-10,거성리젠시,51.39,8,2023,37.5982434004101,126.912721140013,49800
2023_05558,2023-10-10,북한산현대힐스테이트3차아파트,59.99,4,2010,37.6182703657052,126.93418080291,70000
2023_05559,2023-10-10,응암아네스트,13.6793,16,2014,37.6005519701322,126.921519128693,11800
2023_05560,2023-10-10,현대연예인,54.86,2,1989,37.4932672296102,126.87786990054,48000
2023_05561,2023-10-10,강남 더샵 포레스트,124.5792,6,2016,37.4821109112761,127.094906024141,270000
2023_05562,2023-10-10,신대림신동아파밀리에,84.949,18,2013,37.4954206460794,126.902392892321,84500
2023_05563,2023-10-10,e편한세상영등포아델포레,59.968,18,2020,37.4945138274401,126.906116482951,90000
2023_05564,2023-10-10,이화우성,59.82,13,1998,37.490148609905,126.893254382414,62000
2023_05565,2023-10-10,삼성,73.41,1,1994,37.4893275646597,127.046311637478,178000
2023_05566,2023-10-10,한솔마을,84.73,1,1994,37.4826291743574,127.076520309277,199000
2023_05567,2023-10-10,청화,84.58,9,2004,37.4634926951535,126.932469057057,55395
2023_05568,2023-10-10,이수힐스테이트,59.9415,7,2013,37.4946359814369,126.981965983395,124000
2023_05569,2023-10-10,현대3차,84.55,16,1991,37.5312588572751,126.895012232036,98500
2023_05570,2023-10-10,삼호,59.96,2,1998,37.5283228878927,126.892941387238,63000
2023_05571,2023-10-10,한빛무궁화101동,68.309,7,2004,37.4603150253393,126.907827688283,42000
2023_05572,2023-10-10,벽산블루밍,59.99,2,2005,37.4873527233282,126.945428874003,68500
2023_05573,2023-10-10,영등포푸르지오,84.84,13,2002,37.5117542837524,126.902325704642,110000
2023_05574,2023-10-10,벽산베스트블루밍,84.742,8,2010,37.5051496613125,126.858766619471,74700
2023_05575,2023-10-10,삼명,43.74,1,1977,37.4991113951697,126.856152763523,30000
2023_05576,2023-10-10,당산삼성래미안4차,115.78,4,2003,37.5329312320335,126.902834034778,168000
2023_05577,2023-10-10,당산삼성래미안4차,115.78,4,2003,37.5329312320335,126.902834034778,168000
2023_05578,2023-10-10,신동아,48.18,12,1993,37.4966064089647,126.924030853925,52000
2023_05579,2023-10-10,쌍용스윗닷홈,59.578,7,2003,37.502402302074,126.931069219375,94000
2023_05580,2023-10-10,레이크팰리스,84.82,26,2006,37.5075341594038,127.093214315872,229000
2023_05581,2023-10-10,사당자이,114.94,1,1999,37.4883730263155,126.96341744773,95000
2023_05582,2023-10-10,삼성동센트럴아이파크,49.94,21,2018,37.5157864094542,127.051319226082,169000
2023_05583,2023-10-10,삼성래미안,114.9855,6,2004,37.5101431194272,126.949866584084,128000
2023_05584,2023-10-10,이편한세상청계센트럴포레,84.95,7,2021,37.5720012273165,127.030062099678,135000
2023_05585,2023-10-10,센트라스,84.96,7,2016,37.5666029325047,127.024082467223,150500
2023_05586,2023-10-10,전농SK,114.3,22,2000,37.5766590358858,127.061567688813,94500
2023_05587,2023-10-10,형인휴아름,73.3,4,2013,37.6383700652921,127.022237651859,49000
2023_05588,2023-10-10,전농우성,59.78,1,1992,37.5790127866687,127.065917418489,56000
2023_05589,2023-10-10,한진타운,84.21,5,1994,37.5407823880812,127.04576954164,151000
2023_05590,2023-10-10,길음서희스타힐스,84.91,10,2011,37.6053843875046,127.027321427492,76000
2023_05591,2023-10-10,미주,152.17,12,1978,37.5837925187499,127.045820089084,131000
2023_05592,2023-10-10,미주,152.17,12,1978,37.5837925187499,127.045820089084,131000
2023_05593,2023-10-10,미주,152.17,12,1978,37.5837925187499,127.045820089084,131000
2023_05594,2023-10-10,예성그린캐슬,58.9,7,2004,37.5971454492592,127.101898667181,47500
2023_05595,2023-10-10,월곡두산위브,84.992,7,2003,37.6074738406161,127.038709467417,79000
2023_05596,2023-10-10,꿈의숲아이파크,59.1,23,2022,37.6198223851288,127.049660439134,91000
2023_05597,2023-10-10,서울숲성수현대,69.21,11,1990,37.5483987944414,127.040626087864,125000
2023_05598,2023-10-10,광화문스페이스본(101동~105동),158.99,13,2008,37.5746716527447,126.968429762772,200000
2023_05599,2023-10-10,현대,84.09,8,1994,37.5751759965089,127.089222458333,68000
2023_05600,2023-10-10,사가정센트럴아이파크,84.956,28,2020,37.5818929536315,127.080375944624,119000
2023_05601,2023-10-10,한진한화그랑빌,59.94,22,2002,37.6187253727752,127.067084588448,69500
2023_05602,2023-10-10,대림,84.78,21,1994,37.5254656474891,126.954478744002,193000
2023_05603,2023-10-10,석관래미안,84.84,2,2009,37.6091583377123,127.054832710998,80500
2023_05604,2023-10-10,두산,84.9,11,1998,37.6137628900183,127.068994592059,79000
2023_05605,2023-10-10,코오롱,84.87,13,1999,37.6069861597956,127.06573416693,67500
2023_05606,2023-10-10,신도1차아파트,117.168,14,2002,37.6276627857703,127.069605911337,83500
2023_05607,2023-10-10,용산e편한세상,84.89,12,2011,37.536723363574,126.966527167157,181000
2023_05608,2023-10-10,현대,59.92,10,2000,37.6012567008701,127.069768152771,62400
2023_05609,2023-10-10,주공17단지,36.16,10,1989,37.6437121231525,127.053952436142,35000
2023_05610,2023-10-10,한진(609-1),84.87,12,1998,37.5944725333435,127.012706037821,72500
2023_05611,2023-10-10,남산타운,84.88,17,2002,37.5471505540187,127.005706247221,128500
2023_05612,2023-10-10,행당두산위브,59.99,8,2009,37.5572723225298,127.030951065096,114000
2023_05613,2023-10-10,LIG서울역리가,84.9566,9,2012,37.5562729792512,126.966882959987,134900
2023_05614,2023-10-10,신내9진흥,49.82,1,1996,37.6108674372868,127.095651882252,41500
2023_05615,2023-10-10,고덕주공9,83.34,5,1985,37.5485938073474,127.150688253162,110000
2023_05616,2023-10-10,헬리오시티,84.96,5,2018,37.4976145695004,127.102531804188,208000
2023_05617,2023-10-10,동아,59.25,15,1997,37.5460717802414,127.167441921526,59500
2023_05618,2023-10-10,삼익아파트,59.8,5,1997,37.548553960878,127.128448730989,60000
2023_05619,2023-10-10,프라이어팰리스,84.975,5,2007,37.5542066727371,127.140901062073,118000
2023_05620,2023-10-10,코오롱아파트,84.95,7,1991,37.5089465247022,127.124290799481,134000
2023_05621,2023-10-10,배재현대,84.9,17,1995,37.5567561163334,127.151957877396,112000
2023_05622,2023-10-10,청광플러스원(큐브1차),16.685,6,2012,37.5379520718765,127.138275222668,11900
2023_05623,2023-10-10,올림픽선수기자촌1단지,83.06,15,1988,37.5166909917264,127.137712375583,193000
2023_05624,2023-10-10,한강극동,59.26,2,1995,37.5294607910398,127.114054184816,85500
2023_05625,2023-10-10,신성둔촌미소지움2,84.78,1,2000,37.5272077395766,127.143331897067,97300
2023_05626,2023-10-10,래미안강동팰리스,84.97,20,2017,37.5372566499573,127.131437557377,133000
2023_05627,2023-10-10,고덕그라시움,59.028,9,2019,37.5561770852501,127.159176546352,125000
2023_05628,2023-10-10,광남벨라스2차아파트(53-32),84.92,3,2004,37.5425640802201,127.138835591028,65500
2023_05629,2023-10-09,가락금호아파트,85.0,9,1997,37.4965824118518,127.11575708533,130000
2023_05630,2023-10-09,강일리버파크7단지,84.74,8,2009,37.5652905801256,127.178211879779,93000
2023_05631,2023-10-09,현대1,83.02,8,1995,37.5301130130253,127.119355326822,120000
2023_05632,2023-10-09,둔촌하이츠,84.54,6,1998,37.5291977320554,127.142179479429,99000
2023_05633,2023-10-09,래미안솔베뉴,59.29,4,2019,37.554378854214,127.145944201844,112500
2023_05634,2023-10-09,래미안솔베뉴,59.11,9,2019,37.554378854214,127.145944201844,118000
2023_05635,2023-10-09,위례24단지(꿈에그린),59.96,17,2013,37.476865039892,127.138216293782,119500
2023_05636,2023-10-09,e편한세상서울대입구2단지,84.93,16,2019,37.4766334506936,126.943195705239,115000
2023_05637,2023-10-09,사당우성2,118.25,3,1993,37.4880289275169,126.97651661753,131500
2023_05638,2023-10-09,두산,59.92,20,2000,37.4855481667887,126.944424787553,60000
2023_05639,2023-10-09,롯데캐슬,84.96,8,2003,37.490957111073,126.971587397179,105000
2023_05640,2023-10-09,대상,59.93,15,1999,37.4823216608927,126.849629345673,46000
2023_05641,2023-10-09,우성,84.88,2,1991,37.4750404702355,127.031799040636,147500
2023_05642,2023-10-09,관악산벽산타운5,59.34,19,2004,37.4497786332027,126.920020808062,42700
2023_05643,2023-10-09,두산,59.92,8,2000,37.4855481667887,126.944424787553,83000
2023_05644,2023-10-09,한마을,59.57,25,1999,37.4963730035523,126.863082153299,69500
2023_05645,2023-10-09,한마을,84.57,20,1999,37.4963730035523,126.863082153299,82000
2023_05646,2023-10-09,삼성아파트,59.275,8,2006,37.4780293409878,126.977855622596,78000
2023_05647,2023-10-09,독산현대,58.72,3,1999,37.4671535893397,126.894547822381,50500
2023_05648,2023-10-09,영등포푸르지오,73.133,4,2002,37.5117542837524,126.902325704642,102000
2023_05649,2023-10-09,대우,59.96,19,1999,37.5034945211464,126.856602388561,45000
2023_05650,2023-10-09,한효,63.57,9,1985,37.5013748517303,126.861617757589,53700
2023_05651,2023-10-09,강변래미안,79.05,6,2002,37.5305725038481,126.908012148944,123000
2023_05652,2023-10-09,장미2,99.0,14,1979,37.5198173607856,127.099297662181,229000
2023_05653,2023-10-09,사당롯데캐슬골든포레,59.8557,2,2021,37.4923356236,126.962447793145,103000
2023_05654,2023-10-09,대치아이파크,59.96,4,2008,37.4958669797852,127.054749094366,220000
2023_05655,2023-10-09,레이크팰리스,59.97,14,2006,37.5075341594038,127.093214315872,185000
2023_05656,2023-10-09,현대멤피스,186.53,9,2002,37.4950383654665,126.988382619505,279000
2023_05657,2023-10-09,타워팰리스1,164.97,58,2002,37.4880695220981,127.053483219997,497000
2023_05658,2023-10-09,신도림롯데아파트,59.68,17,1999,37.5043803735487,126.884825422545,72300
2023_05659,2023-10-09,건영,32.8,4,1997,37.5076264776599,126.949547851693,51000
2023_05660,2023-10-09,두산위브트레지움2차,59.7852,16,2016,37.5043182643342,126.942466980966,114500
2023_05661,2023-10-09,시흥베르빌,58.96,10,2004,37.4575519359473,126.897593557221,57000
2023_05662,2023-10-09,삼성한사랑1,59.73,13,1997,37.555145780298,126.863937231668,64300
2023_05663,2023-10-09,보람아파트,54.59,2,1988,37.6644977270046,127.064483155729,46500
2023_05664,2023-10-09,상계주공9(고층),49.94,8,1988,37.6646207331385,127.059824240304,51900
2023_05665,2023-10-09,상계주공11(고층),68.86,6,1988,37.6665061107332,127.052270278334,68000
2023_05666,2023-10-09,수락리버시티4단지,84.81,5,2009,37.6862145785044,127.05287273244,63500
2023_05667,2023-10-09,성산동성,60.0,7,1999,37.5648254330365,126.905763456951,68000
2023_05668,2023-10-09,녹번역e편한세상캐슬,59.97,15,2021,37.6005343844723,126.932098856535,92500
2023_05669,2023-10-09,e편한세상신촌4단지,84.82,4,2018,37.558621696785,126.955860405605,150000
2023_05670,2023-10-09,래미안루센티아,59.98,10,2020,37.5757256799627,126.918353630124,97000
2023_05671,2023-10-09,벨로스아파트,78.37,2,2019,37.5972223056264,126.906825765101,46000
2023_05672,2023-10-09,지오빌,84.65,7,2006,37.5549899188792,126.870107118682,58000
2023_05673,2023-10-09,북가좌삼호,84.57,2,1996,37.5765626078203,126.913783524957,74000
2023_05674,2023-10-09,대림경동아파트,131.4,6,1993,37.567094008963,126.854735833777,125000
2023_05675,2023-10-09,푸른마을4,84.81,15,2002,37.5134481463268,126.838427187149,70000
2023_05676,2023-10-09,대림e-편한세상,84.985,1,2004,37.5129186373597,126.842301746203,75000
2023_05677,2023-10-09,정원,52.65,5,2002,37.5309739840319,126.839154190281,20700
2023_05678,2023-10-09,목동센트럴아이파크위브2단지,59.88,10,2020,37.5156181424306,126.841904694765,89000
2023_05679,2023-10-09,울트라월드컵(참누리),84.9572,11,2006,37.5723168692604,126.904778470787,103500
2023_05680,2023-10-09,현대,84.62,3,1995,37.556219490843,126.855292147594,71000
2023_05681,2023-10-09,고도아파트,50.82,6,2021,37.6099580168256,126.918961668293,56000
2023_05682,2023-10-09,한진한화그랑빌,84.97,28,2002,37.6187253727752,127.067084588448,81000
2023_05683,2023-10-09,한남하이츠,149.39,13,1982,37.5395083271239,127.013812696365,298000
2023_05684,2023-10-09,현대,59.91,24,1998,37.5696275040008,127.041524043963,80000
2023_05685,2023-10-09,종암에스케이,59.86,16,1999,37.6008411734995,127.037964181836,63800
2023_05686,2023-10-09,늘푸른동아,84.97,18,2002,37.5736890471969,127.080369617106,71700
2023_05687,2023-10-09,장미,196.71,3,1975,37.5202233760582,126.967703409658,280000
2023_05688,2023-10-09,두산,54.55,22,1998,37.6137628900183,127.068994592059,59000
2023_05689,2023-10-09,현대3,84.83,10,1995,37.6521958138418,127.021422016973,46000
2023_05690,2023-10-09,극동,80.28,7,1996,37.6295489650291,127.045940946278,49000
2023_05691,2023-10-09,서울숲리버뷰자이,59.97,18,2018,37.556198526017,127.038836506223,145000
2023_05692,2023-10-09,두산위브,59.91,13,2007,37.5665625256918,127.057188313736,89500
2023_05693,2023-10-09,남산타운,114.88,15,2002,37.5471505540187,127.005706247221,148500
2023_05694,2023-10-09,신당KCC스위첸,59.7807,7,2019,37.5633422415693,127.024451759871,97000
2023_05695,2023-10-09,에스케이북한산시티,84.76,3,2004,37.6176383628418,127.010599691076,66000
2023_05696,2023-10-09,글로벌팰리스,27.0,15,2019,37.5623035492838,127.061945791469,29850
2023_05697,2023-10-09,쌍용더플래티넘용마산,59.9676,11,2020,37.5721214955079,127.085749618276,82000
2023_05698,2023-10-09,주공17단지,36.34,2,1989,37.6437121231525,127.053952436142,33700
2023_05699,2023-10-09,한신아파트상가동유치원동(102~102),59.76,23,1998,37.5970090851956,127.082070702444,61000
2023_05700,2023-10-09,종로센트레빌,84.92,6,2008,37.5815574293752,127.015738287163,102500
2023_05701,2023-10-09,종로센트레빌,114.67,7,2008,37.5815574293752,127.015738287163,130000
2023_05702,2023-10-09,텐즈힐(1단지),59.88,2,2015,37.5691641596929,127.02634785313,123000
2023_05703,2023-10-09,길음뉴타운2단지푸르지오,114.73,18,2005,37.6104990797943,127.016372618933,94700
2023_05704,2023-10-08,정릉푸른마을동아,59.4,6,2003,37.6068620275102,127.014521523408,51000
2023_05705,2023-10-08,두산위브트레지움,84.97,18,2011,37.6182646141042,127.015683383731,76000
2023_05706,2023-10-08,롯데캐슬클라시아,84.7694,10,2022,37.6094762808223,127.027110004518,135000
2023_05707,2023-10-08,삼각산아이원,84.705,22,2003,37.6170555597064,127.017723289038,67500
2023_05708,2023-10-08,래미안포레카운티,84.98,23,2021,37.6179208113319,127.052254370153,95500
2023_05709,2023-10-08,래미안장위퍼스트하이,84.94,16,2020,37.6212990641092,127.051847478882,103500
2023_05710,2023-10-08,래미안장위퍼스트하이,84.94,16,2020,37.6212990641092,127.051847478882,103500
2023_05711,2023-10-08,아이파크종암동1차,59.73,10,2004,37.6028103185897,127.029324017807,73000
2023_05712,2023-10-08,경원,59.4,5,1989,37.6053457087307,127.098194496466,32000
2023_05713,2023-10-08,아이파크종암동1차,84.98,13,2004,37.6028103185897,127.029324017807,90000
2023_05714,2023-10-08,동대문더퍼스트데시앙,84.8605,9,2019,37.5750495880554,127.070885574157,100000
2023_05715,2023-10-08,건영2차아파트,57.3,12,1996,37.6013558045124,127.092800479156,55700
2023_05716,2023-10-08,대림,84.78,21,1994,37.5254656474891,126.954478744002,195000
2023_05717,2023-10-08,쌍용더플래티넘용마산,59.9676,11,2020,37.5721214955079,127.085749618276,82000
2023_05718,2023-10-08,우성,84.58,13,1991,37.4750404702355,127.031799040636,152000
2023_05719,2023-10-08,천왕이펜하우스1단지,59.94,8,2011,37.4866893781833,126.837445160952,74000
2023_05720,2023-10-08,보라매두산위브,84.95,1,2005,37.4969757881676,126.914739300474,85000
2023_05721,2023-10-08,수서한아름,163.68,1,1993,37.4902172303572,127.103957177072,205000
2023_05722,2023-10-08,래미안힐스테이트고덕,120.01,15,2016,37.5576864625383,127.148577708994,185000
2023_05723,2023-10-08,문정시영,25.65,5,1989,37.4908616244741,127.136383679953,50000
2023_05724,2023-10-08,홍은동벽산,84.96,11,1997,37.5959199688468,126.94569176914,65750
2023_05725,2023-10-08,DMC래미안클라시스,59.59,13,2000,37.5784968293823,126.917392296871,75800
2023_05726,2023-10-08,DMC래미안e편한세상,59.97,11,2012,37.5747334832097,126.907916083955,97000
2023_05727,2023-10-08,목동센트럴아이파크위브4단지,59.68,3,2020,37.5188460168384,126.844576857258,85000
2023_05728,2023-10-08,강서힐스테이트,84.99,19,2015,37.5475461876358,126.837207520139,132000
2023_05729,2023-10-08,마곡수명산파크5단지,59.76,14,2008,37.5515866543282,126.82758267247,85000
2023_05730,2023-10-08,목동신시가지14,55.02,2,1988,37.5149990018814,126.871236888208,118500
2023_05731,2023-10-07,문화촌현대,59.94,1,2002,37.5914267755131,126.949460877903,37600
2023_05732,2023-10-07,백련산힐스테이트2차,59.63,14,2011,37.5892706101884,126.923090643465,71500
2023_05733,2023-10-07,공덕2삼성래미안,84.94,20,2004,37.5515726540579,126.958860898711,134000
2023_05734,2023-10-07,신사씨티,58.09,17,1993,37.6005411721761,126.903655278222,40000
2023_05735,2023-10-07,목동신시가지11,51.48,3,1988,37.5077581093677,126.861309989258,110000
2023_05736,2023-10-07,목동신시가지5,95.01,3,1986,37.5351566093996,126.881874415824,230000
2023_05737,2023-10-07,목동힐스테이트,84.98,6,2016,37.5207753299155,126.855945462003,164500
2023_05738,2023-10-07,청구3차,59.4,16,2001,37.5804716231915,126.952548647922,71300
2023_05739,2023-10-07,힐스테이트녹번,59.9,3,2019,37.6019824456298,126.935947829509,86000
2023_05740,2023-10-07,강변,49.5,10,1992,37.564612123403,126.856278639847,77800
2023_05741,2023-10-07,신촌럭키,83.38,11,1999,37.5594539604684,126.946519557644,93000
2023_05742,2023-10-07,신촌럭키,59.7,11,1999,37.5594539604684,126.946519557644,73500
2023_05743,2023-10-07,송촌,92.94,6,2005,37.5495140733123,126.872808008605,76900
2023_05744,2023-10-07,관음삼성,59.96,14,1997,37.5527346401778,126.869460423297,72000
2023_05745,2023-10-07,강서한강월드메르디앙,84.9,11,2006,37.5700188404167,126.843882534562,96000
2023_05746,2023-10-07,명지해드는터,84.98,12,2003,37.5191666057141,126.872663390574,133000
2023_05747,2023-10-07,포레나노원,84.9728,15,2020,37.6648844221816,127.061972684908,116000
2023_05748,2023-10-07,노원현대,84.78,13,1997,37.6588765975941,127.063482008287,70000
2023_05749,2023-10-07,대동황토방2,59.93,8,2003,37.5551618693791,126.861963241685,75000
2023_05750,2023-10-07,성원2,84.96,5,1999,37.556301773818,126.90161321405,84000
2023_05751,2023-10-07,신정6현대,59.4,13,2000,37.5086465390642,126.842376898845,63000
2023_05752,2023-10-07,건영3,84.9,10,1995,37.6485594214008,127.075881614134,111000
2023_05753,2023-10-07,목동삼성,114.93,10,1996,37.5150788692395,126.876418086086,152000
2023_05754,2023-10-07,두산,59.96,11,1999,37.5597234797417,126.950732370424,76000
2023_05755,2023-10-07,주공2,44.52,9,1992,37.6574763373212,127.077434215909,37450
2023_05756,2023-10-07,목동대림,84.82,15,1994,37.5233409041025,126.874049654176,125000
2023_05757,2023-10-07,DMC파크뷰자이1단지,84.971,29,2015,37.5744019902031,126.917907814167,127800
2023_05758,2023-10-07,창덕에버빌,99.57,14,1998,37.5695364893006,126.917336201397,64000
2023_05759,2023-10-07,목동신시가지14,55.02,11,1988,37.5149990018814,126.871236888208,118000
2023_05760,2023-10-07,백련산힐스테이트2차,84.59,10,2011,37.5892706101884,126.923090643465,81100
2023_05761,2023-10-07,동아,59.92,19,2002,37.5090443276541,127.009524539003,202500
2023_05762,2023-10-07,한성,94.27,2,2003,37.4867496761928,127.007862523869,109500
2023_05763,2023-10-07,개봉동현대아이파크,84.98,10,2006,37.4895036252786,126.860070762208,89500
2023_05764,2023-10-07,흑석한강푸르지오,84.98,3,2012,37.5040994188129,126.966284444741,136000
2023_05765,2023-10-07,디에이치자이개포,84.94,10,2021,37.4910941147932,127.074163955752,298000
2023_05766,2023-10-07,디에이치자이개포,63.76,2,2021,37.4910941147932,127.074163955752,215000
2023_05767,2023-10-07,사당우성3,59.89,2,1993,37.4904171794387,126.975825319818,85000
2023_05768,2023-10-07,경남,59.76,5,2005,37.4891441210876,127.041198352091,153300
2023_05769,2023-10-07,디에이치아너힐즈,59.8732,17,2019,37.4844402093504,127.067960222798,220000
2023_05770,2023-10-07,보라매에스케이뷰,59.98,14,2020,37.5037353406458,126.917440584163,114500
2023_05771,2023-10-07,신길센트럴아이파크,59.97,8,2019,37.5040866208991,126.903502616521,105000
2023_05772,2023-10-07,우성2,84.47,15,1986,37.4971007008112,126.91171774768,96000
2023_05773,2023-10-07,남서울,48.26,2,1975,37.502181737466,126.912436125445,79607
2023_05774,2023-10-07,까치마을,34.44,10,1993,37.485485349127,127.086601738647,88400
2023_05775,2023-10-07,당산센트럴아이파크,46.98,12,2020,37.5304831048862,126.902812773342,105000
2023_05776,2023-10-07,(1101-1),13.9,9,2012,37.486898746437,126.900563317161,11300
2023_05777,2023-10-07,청구,59.94,18,1999,37.5014107102331,126.864413656632,52200
2023_05778,2023-10-07,라르파크,30.2372,8,2021,37.5158299523946,126.909774909685,50000
2023_05779,2023-10-07,사당우성2,59.89,15,1993,37.4880289275169,126.97651661753,104900
2023_05780,2023-10-07,현대,84.57,17,1996,37.4952734394062,126.911690497183,92700
2023_05781,2023-10-07,순영웰라이빌2차,64.45,11,2005,37.4960795695469,126.891564274155,49500
