NO,contract_date,apt_name,exclusive_area_m2,floor,construction_year,latitude,longitude,price_man_won
2023_18939,2023-06-19,행운,75.26,5,2002,37.6144299513258,126.915699268271,42000
2023_18940,2023-06-19,DMC파크뷰자이1단지,120.492,6,2015,37.5744019902031,126.917907814167,154500
2023_18941,2023-06-19,DMC파크뷰자이2단지,84.909,10,2015,37.5744019902031,126.917907814167,117000
2023_18942,2023-06-19,신촌푸르지오,84.9953,1,2015,37.559690000903,126.952811165218,124000
2023_18943,2023-06-19,우성,141.515,3,1991,37.5366444690313,126.947751367289,135000
2023_18944,2023-06-19,한신2,44.52,14,1988,37.6381251181875,127.06790995973,49200
2023_18945,2023-06-19,한강삼성,59.76,16,1997,37.5398472210499,126.940986623851,112000
2023_18946,2023-06-19,신동아,59.82,10,1995,37.5551185593145,126.868864597735,65000
2023_18947,2023-06-19,길훈,155.5,6,1999,37.5556715172635,126.867748076399,117000
2023_18948,2023-06-19,길훈,155.5,6,1999,37.5556715172635,126.867748076399,117000
2023_18949,2023-06-19,중계현대2,84.36,9,1991,37.655569180671,127.074143426894,69400
2023_18950,2023-06-19,극동,64.02,4,1984,37.4912427177954,126.889449615,51500
2023_18951,2023-06-19,e편한세상 수색 에코포레,59.895,6,2003,37.586899476029,126.89916689751,56500
2023_18952,2023-06-19,대림1,59.9,5,1999,37.5051228166042,126.88219103785,81000
2023_18953,2023-06-19,대림2,59.9,4,2001,37.5051228166042,126.88219103785,82500
2023_18954,2023-06-19,강서힐스테이트,84.99,4,2015,37.5475461876358,126.837207520139,120000
2023_18955,2023-06-19,라이프,115.65,5,1993,37.6511079247726,127.079599122393,119500
2023_18956,2023-06-19,휴먼빌,59.955,11,2004,37.558518671219,126.899044894416,88000
2023_18957,2023-06-19,보람아파트,44.33,9,1988,37.6644977270046,127.064483155729,41000
2023_18958,2023-06-19,상계주공4(고층),41.3,11,1988,37.6504328878085,127.062759447938,44000
2023_18959,2023-06-19,상계주공11(고층),60.5,3,1988,37.6665061107332,127.052270278334,55000
2023_18960,2023-06-19,상계신동아,84.99,5,1995,37.667040321534,127.068121271671,61000
2023_18961,2023-06-19,마포한강푸르지오,137.04,21,2015,37.5500497954747,126.912061257921,244000
2023_18962,2023-06-19,당산2가현대홈타운,82.77,2,1994,37.5240230517218,126.894862978259,93000
2023_18963,2023-06-19,관악드림(동아),84.96,25,2003,37.4898474387668,126.952985510916,80000
2023_18964,2023-06-19,삼성,64.12,3,1974,37.4859793376563,126.94025721668,28000
2023_18965,2023-06-19,당산센트럴아이파크,84.98,27,2020,37.5304831048862,126.902812773342,159000
2023_18966,2023-06-19,당산삼성래미안4차,97.27,24,2003,37.5329312320335,126.902834034778,165000
2023_18967,2023-06-19,유원강변,59.79,9,2000,37.5150888580885,126.951028672689,98000
2023_18968,2023-06-19,한진,59.95,9,2000,37.485898739724,126.850970967732,46500
2023_18969,2023-06-19,대림아크로빌,177.255,14,1999,37.4881276085659,127.050686658826,283000
2023_18970,2023-06-19,세곡푸르지오,59.89,15,2012,37.4673466520187,127.093264549075,115500
2023_18971,2023-06-19,보라매파크빌,84.73,3,2002,37.4951147341406,126.915079645129,68000
2023_18972,2023-06-19,반포센트럴자이,59.98,28,2020,37.5064734003222,127.002352693423,239500
2023_18973,2023-06-19,여의도씨티아이,12.59,13,2013,37.5175213972258,126.910712075567,13300
2023_18974,2023-06-19,문래금호어울림,84.99,11,2006,37.5190022689506,126.898110860815,105000
2023_18975,2023-06-19,한양1차(영동한양),49.98,6,1977,37.5295119716843,127.038376464689,200000
2023_18976,2023-06-19,은마,84.43,14,1979,37.4996157705058,127.065915414443,248000
2023_18977,2023-06-19,은마,76.79,10,1979,37.4996157705058,127.065915414443,230000
2023_18978,2023-06-19,한보미도맨션2,126.33,1,1985,37.4956953356085,127.068564672209,326000
2023_18979,2023-06-19,롯데캐슬아이비,137.09,22,2005,37.5202061193308,126.931800002781,210000
2023_18980,2023-06-19,미성,101.29,9,1980,37.5204013377518,126.924636363793,212000
2023_18981,2023-06-19,대우트럼프월드Ⅰ,152.62,12,2002,37.5175310485749,126.932597643229,230000
2023_18982,2023-06-19,금천롯데캐슬골드파크1차,84.4214,26,2016,37.4600596360114,126.893020585165,100000
2023_18983,2023-06-19,금천롯데캐슬골드파크1차,84.8114,23,2016,37.4600596360114,126.893020585165,105000
2023_18984,2023-06-19,독산동중앙하이츠빌,84.8768,1,2004,37.4653308234224,126.888536683719,59000
2023_18985,2023-06-19,독산동중앙하이츠빌,84.8768,5,2004,37.4653308234224,126.888536683719,68500
2023_18986,2023-06-19,금천현대,59.82,14,2002,37.4629100391456,126.890423305457,52800
2023_18987,2023-06-19,쌍용플래티넘S,18.24,8,2013,37.4953006652838,126.898058257377,11000
2023_18988,2023-06-19,현대,84.57,9,1996,37.4952734394062,126.911690497183,86500
2023_18989,2023-06-19,리센츠,27.68,10,2008,37.516733284228,127.089889095677,99000
2023_18990,2023-06-19,방배마에스트로,35.53,19,2019,37.4859076526233,126.983849087155,83500
2023_18991,2023-06-19,개포래미안포레스트,59.92,16,2020,37.4797503513842,127.052228213432,183000
2023_18992,2023-06-19,개포래미안포레스트,49.92,10,2020,37.4797503513842,127.052228213432,150000
2023_18993,2023-06-19,삼성동힐스테이트 1단지,114.463,16,2008,37.5165602922999,127.04718779295,250000
2023_18994,2023-06-19,신길센트럴자이아파트,84.98,22,2021,37.5037202920866,126.908277627757,134000
2023_18995,2023-06-19,래미안퍼스티지,84.93,25,2009,37.5023902684594,126.995965286053,360000
2023_18996,2023-06-19,신길파크자이,84.98,12,2022,37.5023630577657,126.913465853022,132000
2023_18997,2023-06-19,파크리오,121.63,9,2008,37.5213592954462,127.104971745978,256000
2023_18998,2023-06-19,장미1,120.0,5,1979,37.5198173607856,127.099297662181,230000
2023_18999,2023-06-19,한양,84.79,5,1992,37.4728546408497,126.91538372702,50000
2023_19000,2023-06-19,관악산휴먼시아2단지,84.97,16,2008,37.4597417150822,126.920752798392,71500
2023_19001,2023-06-19,신동아아파트(1차),75.86,8,1978,37.4902937940964,127.025215721794,174000
2023_19002,2023-06-19,서초현대,84.69,7,1999,37.4909812977515,127.019834325854,157500
2023_19003,2023-06-19,래미안서초스위트,95.8079,9,2009,37.5020971910471,127.019869045005,244500
2023_19004,2023-06-19,삼성청담공원아파트,107.22,11,1999,37.5230042633715,127.050463180352,214000
2023_19005,2023-06-19,라이프미성,59.23,6,1992,37.6032529186598,127.098807349222,35000
2023_19006,2023-06-19,왕십리풍림아이원,59.936,14,2004,37.5591314196289,127.024079949145,89000
2023_19007,2023-06-19,힐스테이트청계,48.98,15,2018,37.5715355323262,127.04615896391,83000
2023_19008,2023-06-19,힐스테이트청계,84.9,22,2018,37.5715355323262,127.04615896391,117500
2023_19009,2023-06-19,한양,124.93,10,1983,37.5322597934091,127.090960364989,179500
2023_19010,2023-06-19,우성4,84.91,1,1989,37.5349224715429,127.075988762426,89500
2023_19011,2023-06-19,래미안위브,121.64,16,2014,37.5728549565736,127.052401156065,145000
2023_19012,2023-06-19,래미안위브,59.99,4,2014,37.5728549565736,127.052401156065,96000
2023_19013,2023-06-19,상아1차아파트,69.03,6,1987,37.6540827294465,127.04218739129,60200
2023_19014,2023-06-19,오장동오팰리오,29.48,8,2021,37.5648283371054,127.002007267995,46000
2023_19015,2023-06-19,광나루현대,84.92,15,1996,37.5474346593522,127.108798634541,96800
2023_19016,2023-06-19,월곡갑을명가,66.48,6,2007,37.603300012239,127.042108302625,62000
2023_19017,2023-06-19,동신,59.88,16,1998,37.6045938575122,127.034545326817,57000
2023_19018,2023-06-19,한강대우트럼프월드3,173.21,13,2004,37.5231469938916,126.962943339203,350000
2023_19019,2023-06-19,롯데캐슬피렌체,59.43,10,2009,37.5771867895785,127.036238453059,80800
2023_19020,2023-06-19,동대문와이즈캐슬,15.55,9,2014,37.5657536581952,127.015443726545,15000
2023_19021,2023-06-19,신현대,84.96,5,1989,37.5901684571627,127.05156387144,74000
2023_19022,2023-06-19,G&D용산드림,21.69,2,2020,37.5297919349423,126.953647517333,68000
2023_19023,2023-06-19,래미안첼리투스,124.02,18,2015,37.5172287849102,126.980321728856,444998
2023_19024,2023-06-19,래미안첼리투스,124.02,18,2015,37.5172287849102,126.980321728856,445000
2023_19025,2023-06-19,한진한화그랑빌,84.97,18,2002,37.6187253727752,127.067084588448,77500
2023_19026,2023-06-19,신내6대주,49.77,12,1996,37.6141017641988,127.091034702557,51500
2023_19027,2023-06-19,두산,59.97,16,1998,37.6137628900183,127.068994592059,64700
2023_19028,2023-06-19,래미안아트리치,84.94,19,2019,37.606524483946,127.062261154976,101500
2023_19029,2023-06-19,공릉동한보에센시티아파트,84.93,7,2000,37.6279055006749,127.080130818232,65900
2023_19030,2023-06-19,태강아파트(아이파크),59.38,9,1999,37.6233646903823,127.082122210605,60500
2023_19031,2023-06-19,비선아파트,48.6,3,1999,37.6258183835065,127.087827761757,41000
2023_19032,2023-06-19,전농SK,59.34,15,2000,37.5766590358858,127.061567688813,65800
2023_19033,2023-06-19,래미안크레시티,84.96,13,2014,37.5755060418781,127.049695860484,124800
2023_19034,2023-06-19,약수하이츠,57.63,14,1999,37.5551915990934,127.016359379417,81500
2023_19035,2023-06-19,한진(609-1),59.58,20,1998,37.5944725333435,127.012706037821,51000
2023_19036,2023-06-19,현대,60.0,3,2000,37.5769321975461,126.961851661026,79900
2023_19037,2023-06-19,삼선현대힐스테이트,84.98,1,2009,37.5826745602455,127.014413798749,80500
2023_19038,2023-06-19,파크타운,59.26,6,2015,37.5513392358641,127.090532462896,81500
2023_19039,2023-06-19,현대프라임,59.82,4,1997,37.5369576884242,127.096536670188,85000
2023_19040,2023-06-19,장안현대홈타운(336),84.87,12,2003,37.5710568281709,127.075113657819,90000
2023_19041,2023-06-19,래미안장안2차,81.05,3,2007,37.5750720968253,127.074282139153,80000
2023_19042,2023-06-19,현대,59.94,18,1998,37.5696275040008,127.041524043963,78000
2023_19043,2023-06-19,왕십리자이,59.99,13,2017,37.5615293048656,127.024651500492,109000
2023_19044,2023-06-19,에덴,67.404,3,2001,37.6607107413399,127.039772503083,41000
2023_19045,2023-06-19,브라운스톤서울,84.878,28,2006,37.5608187887289,126.968225883547,118000
2023_19046,2023-06-19,삼익세라믹,79.98,13,1988,37.6578378451702,127.033787334216,52500
2023_19047,2023-06-19,삼익세라믹,58.77,6,1988,37.6578378451702,127.033787334216,40500
2023_19048,2023-06-19,삼익세라믹,58.77,9,1988,37.6578378451702,127.033787334216,40000
2023_19049,2023-06-19,옥수파크힐스101동~116동,84.3,10,2016,37.5472989077685,127.01218936757,170000
2023_19050,2023-06-19,옥수삼성,59.7,9,1999,37.5426294442931,127.015554372439,116000
2023_19051,2023-06-19,현대,84.92,5,2000,37.5769321975461,126.961851661026,108900
2023_19052,2023-06-19,정릉힐스테이트3차,59.98,4,2008,37.615141948923,127.007701936255,70000
2023_19053,2023-06-18,두산,59.97,15,1998,37.6137628900183,127.068994592059,65000
2023_19054,2023-06-18,래미안미드카운티,59.98,10,2019,37.5733430631896,127.055281769593,95500
2023_19055,2023-06-18,일성트루엘,59.9819,13,2012,37.5652028001255,127.065893363254,60000
2023_19056,2023-06-18,한진타운,84.21,1,1994,37.5407823880812,127.04576954164,140000
2023_19057,2023-06-18,전농우성,59.78,4,1992,37.5773472429026,127.064386983555,68000
2023_19058,2023-06-18,아이파크종암동1차,59.93,17,2004,37.6028103185897,127.029324017807,73000
2023_19059,2023-06-18,금호베스트빌,59.93,8,2001,37.5441187219211,127.093994231168,97000
2023_19060,2023-06-18,꿈의숲아이파크,84.48,15,2022,37.6198223851288,127.049660439134,107000
2023_19061,2023-06-18,동성아파트,129.37,15,1997,37.6068884470407,127.097027772006,73000
2023_19062,2023-06-18,중앙하이츠,84.97,4,1996,37.6035495340772,127.098903547774,58000
2023_19063,2023-06-18,래미안하이리버,114.32,12,2012,37.552272272942,127.024237649315,180000
2023_19064,2023-06-18,삼성,72.185,16,1997,37.5396037190814,126.949629166527,120000
2023_19065,2023-06-18,중계그린1단지,59.46,3,1990,37.6408810487544,127.062533757048,59000
2023_19066,2023-06-18,보람쉬움,84.924,12,2003,37.5255027656915,126.855551397641,85000
2023_19067,2023-06-18,우성,79.97,12,1991,37.5366629254706,126.947112538012,121000
2023_19068,2023-06-18,성원2,59.9,6,2000,37.5427806182974,126.863741092615,58000
2023_19069,2023-06-18,홍제비콘드림힐,64.274,5,2006,37.59038541882,126.949064950584,57000
2023_19070,2023-06-18,중앙하이츠,134.98,10,2010,37.5053976099345,126.864686815758,121000
2023_19071,2023-06-18,래미안목동아델리체(101동~118동),84.94,20,2021,37.5204176021651,126.851340568488,130000
2023_19072,2023-06-18,마포래미안푸르지오3단지,59.9236,21,2014,37.5524339233654,126.95422378666,130000
2023_19073,2023-06-18,공덕2삼성래미안,84.94,8,2004,37.5515726540579,126.958860898711,122000
2023_19074,2023-06-18,(740-7),35.1,4,1996,37.4887809792567,126.886496958497,18600
2023_19075,2023-06-18,신도림롯데아파트,59.68,20,1999,37.5043803735487,126.884825422545,70500
2023_19076,2023-06-18,럭키,71.4,1,1992,37.49154085489,126.893663774589,57000
2023_19077,2023-06-18,브라운스톤공덕아파트,59.89,6,2009,37.5418171558861,126.954618618641,125000
2023_19078,2023-06-18,구로지웰,59.651,5,2011,37.4906747727463,126.886837616352,59000
2023_19079,2023-06-18,상계주공10(고층),49.94,5,1988,37.6616521070339,127.05612466376,54000
2023_19080,2023-06-18,불암현대,114.24,3,1999,37.668198198662,127.081175515746,71000
2023_19081,2023-06-18,현대홈타운,59.17,4,2000,37.5386455029351,126.951342079019,91500
2023_19082,2023-06-18,마포한강푸르지오,119.99,11,2015,37.5500497954747,126.912061257921,207000
2023_19083,2023-06-18,래미안목동아델리체(101동~118동),84.72,24,2021,37.5204176021651,126.851340568488,135000
2023_19084,2023-06-18,목동센트럴아이파크위브3단지,59.88,3,2020,37.5172990736832,126.845391557089,81500
2023_19085,2023-06-18,문영센스빌,83.49,2,2002,37.5639731293201,126.956979942813,94800
2023_19086,2023-06-18,한빛골드빌1차,72.41,11,2001,37.5385075979681,127.136364166062,64500
2023_19087,2023-06-18,고덕롯데캐슬베네루체,84.923,29,2019,37.5502047175329,127.166059233388,124000
2023_19088,2023-06-18,삼익그린2차,42.93,11,1983,37.5538092997685,127.147060992177,83000
2023_19089,2023-06-18,래미안강동팰리스,59.98,18,2017,37.5372566499573,127.131437557377,106500
2023_19090,2023-06-18,천왕이펜하우스4단지,84.97,11,2011,37.4808009766872,126.838594515677,57000
2023_19091,2023-06-18,사당롯데캐슬골든포레,59.9908,10,2021,37.4923356236,126.962447793145,90500
2023_19092,2023-06-18,우성7,83.69,9,1987,37.4932437695434,127.079114775367,220000
2023_19093,2023-06-18,금천롯데캐슬골드파크1차,84.8114,35,2016,37.4600596360114,126.893020585165,104500
2023_19094,2023-06-18,삼성래미안,84.91,12,2001,37.505139698634,126.914597806278,92000
2023_19095,2023-06-18,신길파크자이,59.97,14,2022,37.5023630577657,126.913465853022,110000
2023_19096,2023-06-18,래미안블레스티지,49.909,7,2019,37.480057578933,127.064153382762,160000
2023_19097,2023-06-18,당산금호어울림,84.25,5,2002,37.5280098940614,126.901877779709,112500
2023_19098,2023-06-18,와이즈플레이스,14.22,16,2012,37.4550181299782,126.901002133189,9350
2023_19099,2023-06-18,삼성래미안,84.91,12,2001,37.505139698634,126.914597806278,92000
2023_19100,2023-06-18,래미안대치팰리스,84.98,14,2015,37.4934361918055,127.057697682666,310000
2023_19101,2023-06-18,성원,56.97,6,1996,37.5019622160634,126.865676015663,39500
2023_19102,2023-06-17,금천롯데캐슬골드파크1차,84.8114,20,2016,37.4600596360114,126.893020585165,103000
2023_19103,2023-06-17,e-편한세상,59.606,15,2005,37.498747226144,127.050923517096,193000
2023_19104,2023-06-17,당산현대5차,59.85,23,2000,37.5305900937881,126.899628994607,94000
2023_19105,2023-06-17,신동아파밀리에,84.9636,11,2005,37.4916382065289,126.91471472409,87000
2023_19106,2023-06-17,e-편한세상,59.606,10,2005,37.498747226144,127.050923517096,194000
2023_19107,2023-06-17,역삼푸르지오,84.9097,10,2006,37.4982223264358,127.047395413884,240000
2023_19108,2023-06-17,은마,84.43,8,1979,37.4996157705058,127.065915414443,256000
2023_19109,2023-06-17,두산,59.92,13,2000,37.4855481667887,126.944424787553,78000
2023_19110,2023-06-17,항동중흥에스클래스베르데카운티,84.9416,17,2019,37.4816933475507,126.820550970603,87000
2023_19111,2023-06-17,서울대입구삼성,59.78,14,1999,37.4764721426091,126.952079961311,65000
2023_19112,2023-06-17,대치현대,85.0,4,1999,37.5004474963781,127.060513822972,210500
2023_19113,2023-06-17,개나리SK뷰,127.27,11,2012,37.5005684337476,127.050071033953,345000
2023_19114,2023-06-17,벽산블루밍,84.99,6,2005,37.4873527233282,126.945428874003,75000
2023_19115,2023-06-17,파크리오,84.9,3,2008,37.5213592954462,127.104971745978,186000
2023_19116,2023-06-17,관악푸르지오,59.58,11,2004,37.4889663493891,126.960643252066,70000
2023_19117,2023-06-17,역삼2차아이파크,84.587,8,2008,37.4966694379764,127.051287708663,218000
2023_19118,2023-06-17,역삼푸르지오,84.9097,10,2006,37.4982223264358,127.047395413884,240000
2023_19119,2023-06-17,당산삼성래미안4차,84.94,10,2003,37.5329312320335,126.902834034778,152500
2023_19120,2023-06-17,포스코더샵,132.735,12,2007,37.5014493001475,126.943814183056,151000
2023_19121,2023-06-17,아데나339,15.36,3,2012,37.5127039490229,126.928954792246,11000
2023_19122,2023-06-17,당산푸르지오,84.98,9,2004,37.5311883385355,126.906066799795,111500
2023_19123,2023-06-17,브라운스톤영등포,84.78,13,2004,37.524241646393,126.911351035713,84500
2023_19124,2023-06-17,블루힐하우스,84.54,12,1999,37.5118200914235,127.006237310492,187000
2023_19125,2023-06-17,신반포4,96.48,5,1979,37.5100774617262,127.00618004755,270000
2023_19126,2023-06-17,잠원현대훼밀리,84.52,2,1997,37.5087788699122,127.012637661592,170000
2023_19127,2023-06-17,중앙하이츠,59.93,16,1998,37.5101763671853,127.004772464321,150000
2023_19128,2023-06-17,한신타워,59.81,6,1996,37.5111929064539,127.006157857534,158000
2023_19129,2023-06-17,훼미리,84.9,7,1992,37.519466599064,127.014791778965,190000
2023_19130,2023-06-17,당산효성타운2차,84.38,16,2001,37.5306665800273,126.900363483261,133000
2023_19131,2023-06-17,신동아,33.18,1,1992,37.4879086504963,127.098186321626,87000
2023_19132,2023-06-17,관악산휴먼시아2단지,59.96,7,2008,37.4597417150822,126.920752798392,60500
2023_19133,2023-06-17,문래미원,59.4,12,1996,37.5198770195222,126.886418877836,65000
2023_19134,2023-06-17,래미안영등포프레비뉴,84.98,15,2015,37.5049819420382,126.909527051265,122000
2023_19135,2023-06-17,보라매에스케이뷰,84.98,8,2020,37.5037353406458,126.917440584163,131000
2023_19136,2023-06-17,삼성,59.86,7,1997,37.484837855733,127.089778957788,145000
2023_19137,2023-06-17,삼성,84.97,14,1997,37.484837855733,127.089778957788,177000
2023_19138,2023-06-17,까치마을,34.44,3,1993,37.485485349127,127.086601738647,82000
2023_19139,2023-06-17,서초그랑자이,59.98,15,2021,37.4893225494193,127.024591003338,221500
2023_19140,2023-06-17,신길센트럴자이아파트,84.98,6,2021,37.5037202920866,126.908277627757,127500
2023_19141,2023-06-17,서초그랑자이,100.31,14,2021,37.4893225494193,127.024591003338,340000
2023_19142,2023-06-17,신길센트럴자이아파트,84.98,17,2021,37.5037202920866,126.908277627757,133000
2023_19143,2023-06-17,삼익대청아파트,51.12,12,1992,37.4956264931259,127.077191033018,135000
2023_19144,2023-06-17,삼익대청아파트,51.12,4,1992,37.4956264931259,127.077191033018,129000
2023_19145,2023-06-17,영화,143.09,4,1998,37.4960567771925,126.859422554119,88000
2023_19146,2023-06-17,신동아5,59.67,9,1998,37.4910414805382,126.977148222194,85000
2023_19147,2023-06-17,신동아4,59.89,15,1993,37.489824423368,126.977745172841,95000
2023_19148,2023-06-17,신길센트럴자이아파트,59.98,16,2021,37.5037202920866,126.908277627757,109960
2023_19149,2023-06-17,푸른마을아파트101동~111동,84.93,1,1994,37.484761123247,127.080874756987,162000
2023_19150,2023-06-17,우성7,84.06,4,1987,37.4932437695434,127.079114775367,208000
2023_19151,2023-06-17,한신휴2차,84.93,6,1999,37.4951962024245,126.904595236741,73000
2023_19152,2023-06-17,한신휴2차,84.93,6,1999,37.4951962024245,126.904595236741,73000
2023_19153,2023-06-17,수서,59.96,7,1992,37.4936295805412,127.089707610517,120000
2023_19154,2023-06-17,프라비다2,20.45,6,2013,37.4796436603018,126.950464811358,17600
2023_19155,2023-06-17,프라비다2,20.45,7,2013,37.4796436603018,126.950464811358,18300
2023_19156,2023-06-17,샘터마을,134.438,11,1994,37.4852019134102,127.082672775781,250000
2023_19157,2023-06-17,레이크팰리스,59.97,11,2006,37.5075341594038,127.093214315872,175000
2023_19158,2023-06-17,트리지움,84.95,27,2007,37.5080150494419,127.090283544652,213000
2023_19159,2023-06-17,관악푸르지오,84.2,14,2004,37.4889663493891,126.960643252066,95000
2023_19160,2023-06-17,래미안블레스티지,59.888,2,2019,37.480057578933,127.064153382762,187000
2023_19161,2023-06-17,현대,84.57,16,1996,37.4952734394062,126.911690497183,85000
2023_19162,2023-06-17,한마을,59.57,24,1999,37.4963730035523,126.863082153299,65200
2023_19163,2023-06-17,관악파크푸르지오,84.98,15,2014,37.4822590156576,126.962151071938,88000
2023_19164,2023-06-17,봉천동아,84.87,22,2000,37.4893683065275,126.955131608572,84500
2023_19165,2023-06-17,현대,59.94,11,2001,37.4928802334449,126.859308079005,63500
2023_19166,2023-06-17,봉천동아,59.76,23,2000,37.4893683065275,126.955131608572,65400
2023_19167,2023-06-17,경남아너스빌,59.9,8,1998,37.5272095267926,126.888374310978,71000
2023_19168,2023-06-17,반포자이,59.98,3,2009,37.5078602234885,127.011582043737,239000
2023_19169,2023-06-17,반포미도,84.96,5,1987,37.4999733384409,127.008705635951,236000
2023_19170,2023-06-17,메세나폴리스,142.034,32,2012,37.5515008030203,126.91395024016,220000
2023_19171,2023-06-17,홍은동벽산,84.78,14,1997,37.5959199688468,126.94569176914,70000
2023_19172,2023-06-17,미주,76.38,3,2006,37.5806280189272,126.935259688627,40500
2023_19173,2023-06-17,미주,76.38,3,2006,37.5806280189272,126.935259688627,40500
2023_19174,2023-06-17,구로지웰,59.651,8,2011,37.4906747727463,126.886837616352,59500
2023_19175,2023-06-17,구로지웰,59.651,8,2011,37.4906747727463,126.886837616352,59500
2023_19176,2023-06-17,주공2,64.62,1,1987,37.4911670949724,126.875645378981,75000
2023_19177,2023-06-17,한일유앤아이,84.962,17,2006,37.4858484455147,126.876157009657,64000
2023_19178,2023-06-17,마포용강삼성래미안,59.99,7,2003,37.5438789550902,126.941592903435,109500
2023_19179,2023-06-17,신공덕1차삼성래미안1아파트,59.76,7,2000,37.5426675523619,126.955654254637,107000
2023_19180,2023-06-17,마포래미안푸르지오4단지,84.5978,17,2014,37.5524339233654,126.95422378666,169000
2023_19181,2023-06-17,DMC파크뷰자이1단지,121.614,23,2015,37.5744019902031,126.917907814167,160000
2023_19182,2023-06-17,DMC파크뷰자이2단지,59.981,7,2015,37.5744019902031,126.917907814167,93000
2023_19183,2023-06-17,백련산에스케이뷰아이파크,84.9039,19,2020,37.5952285650967,126.91939457024,95000
2023_19184,2023-06-17,백련산에스케이뷰아이파크,84.9039,21,2020,37.5952285650967,126.91939457024,92600
2023_19185,2023-06-17,백련산파크자이,49.759,8,2021,37.5927972064559,126.921619781742,60000
2023_19186,2023-06-17,DMC파크뷰자이2단지,84.968,3,2015,37.5744019902031,126.917907814167,112500
2023_19187,2023-06-17,신동아,59.4,9,1995,37.5700781343589,126.816050500778,57500
2023_19188,2023-06-17,학여울청구,59.4,5,1999,37.6379556162713,127.059802173858,56000
2023_19189,2023-06-17,응암역효성해링턴플레이스,59.94,4,2019,37.5981225315725,126.908729530954,69000
2023_19190,2023-06-17,대림1,59.88,1,1999,37.5051228166042,126.88219103785,70000
2023_19191,2023-06-17,백련산파크자이,49.759,11,2021,37.5927972064559,126.921619781742,61800
2023_19192,2023-06-17,백련산힐스테이트2차,59.63,12,2011,37.5892706101884,126.923090643465,68000
2023_19193,2023-06-17,상계주공13(고층),45.55,13,1989,37.6685852841955,127.061119667926,34000
2023_19194,2023-06-17,상계주공12(고층),41.3,6,1988,37.6669329820293,127.059164856551,42500
2023_19195,2023-06-17,대동황토빌라트,161.01,2,1999,37.6713182710952,127.057815176651,76000
2023_19196,2023-06-17,중계센트럴파크,84.53,4,2016,37.6428693745143,127.059507325253,81000
2023_19197,2023-06-17,은평뉴타운 제각말 푸르지오(5-4단지),84.87,4,2010,37.6373953656635,126.933915021143,74000
2023_19198,2023-06-17,래미안공덕5차,59.959,13,2011,37.5511907247163,126.952174302053,129000
2023_19199,2023-06-17,래미안공덕4차,59.9,15,2005,37.5515880231161,126.951191414673,118000
2023_19200,2023-06-17,홍제센트럴IPARK,84.9728,3,2020,37.5846147512232,126.944491273195,102500
2023_19201,2023-06-17,성원,84.8,17,1998,37.5836195224807,126.9422547512,68000
2023_19202,2023-06-17,인왕궁맨숀,54.02,1,1974,37.5851238545432,126.949396189459,38850
2023_19203,2023-06-17,3RU-City,25.06,9,2013,37.5588739584805,126.927395065288,23500
2023_19204,2023-06-17,경원파발리안,56.56,13,2011,37.6024700627603,126.927831402221,46900
2023_19205,2023-06-17,명지해드는터,84.82,2,2005,37.534288244674,126.867059365729,81000
2023_19206,2023-06-17,극동늘푸른,114.65,16,1998,37.5384865962883,126.871502009362,121000
2023_19207,2023-06-17,마곡수명산파크5단지,59.84,2,2008,37.5515866543282,126.82758267247,76000
2023_19208,2023-06-17,신촌푸르지오,84.9572,3,2015,37.559690000903,126.952811165218,131000
2023_19209,2023-06-17,e편한세상신촌2단지,84.93,2,2018,37.5586677131962,126.953450474616,140000
2023_19210,2023-06-17,서희스타힐스,12.88,4,2014,37.5563084215036,126.943285123977,17000
2023_19211,2023-06-17,마포그랑자이,59.98,7,2020,37.5557712803285,126.943354906623,140000
2023_19212,2023-06-17,대림벽산(363),141.45,12,1993,37.6478390813696,127.078368336517,150000
2023_19213,2023-06-17,중계무지개,49.89,8,1991,37.643256567583,127.066994809325,51250
2023_19214,2023-06-17,중계무지개,49.54,15,1991,37.6455956322137,127.065676622278,53000
2023_19215,2023-06-17,신동아(366),115.35,14,1993,37.6511079247726,127.079599122393,123000
2023_19216,2023-06-17,롯데우성,115.26,12,1993,37.6463693750751,127.072776926918,120000
2023_19217,2023-06-17,두성,81.86,6,2004,37.6049712502807,126.917059297272,50000
2023_19218,2023-06-17,목동신시가지8,54.94,8,1987,37.5223402739432,126.867563264965,115000
2023_19219,2023-06-17,목동신시가지8,54.94,14,1987,37.5223402739432,126.867563264965,114500
2023_19220,2023-06-17,마포자이더센트리지(102동~112동),59.99,2,2022,37.5502789649035,126.946615741024,117000
2023_19221,2023-06-17,마포프레스티지자이,59.8772,11,2021,37.5537714364223,126.946268757953,140000
2023_19222,2023-06-17,은평스카이뷰자이,84.3363,9,2019,37.6352810682306,126.917656215121,90000
2023_19223,2023-06-17,목동신시가지13,70.73,7,1987,37.5149820078935,126.865132254851,138000
2023_19224,2023-06-17,주공2,44.52,13,1992,37.6574763373212,127.077434215909,37000
2023_19225,2023-06-17,주공2,44.52,8,1992,37.6574763373212,127.077434215909,36800
2023_19226,2023-06-17,주공4,45.77,6,1991,37.6558199303153,127.076114066791,40500
2023_19227,2023-06-17,가양6단지,58.65,8,1992,37.5637580924465,126.85928943925,79000
2023_19228,2023-06-17,중계그린1단지,49.5,11,1990,37.6427368269293,127.064172805678,52000
