NO,latitude,longitude,address
2022_00308,37.57105683,127.0751137,서울특별시 동대문구 장안벚꽃로 107
2022_00309,37.53700164,127.0729628,서울특별시 광진구 아차산로 262
2022_00310,37.55617709,127.1591765,서울특별시 강동구 고덕로 333
2022_00311,37.57578476,127.0209594,서울특별시 종로구 숭인동길 21
2022_00312,37.54826258,126.8409806,서울특별시 강서구 강서로 266
2022_00313,37.54754619,126.8372075,서울특별시 강서구 우현로 67
2022_00314,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00315,37.56660293,127.0240825,서울특별시 성동구 왕십리로 410
2022_00316,37.51498201,126.8651323,서울특별시 양천구 목동동로 100
2022_00317,37.514999,126.8712369,서울특별시 양천구 목동동로 130
2022_00318,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00319,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00320,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00321,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00322,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00323,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00324,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00325,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00326,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00327,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00328,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00329,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00330,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00331,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00332,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00333,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00334,37.55516675,127.1438388,서울특별시 강동구 고덕로 131
2022_00335,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00336,37.48030784,127.0110692,서울특별시 서초구 남부순환로317길 18-16
2022_00337,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00338,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00339,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00340,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00341,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00342,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00343,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00344,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00345,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00346,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00347,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00348,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00349,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00350,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00351,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00352,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00353,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00354,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00355,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00356,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00357,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00358,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00359,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00360,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00361,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00362,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00363,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00364,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00365,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00366,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00367,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00368,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00369,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00370,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
2022_00371,37.64217922,127.0254937,서울특별시 강북구 한천로148길 12-13
