no,address,latitude,longitude
1,서울특별시 구로구 경인로 662,37.50812307,126.888213
2,서울특별시 강서구 마곡중앙1로 71,37.55690832,126.8178746
3,서울특별시 영등포구 양평로24길 9,37.54028033,126.8917458
4,서울특별시 동작구 여의대방로10길 14,37.49632776,126.9139635
5,서울특별시 중랑구 용마산로 252,37.575176,127.0892225
6,서울특별시 중랑구 면목로69길 16,37.58725262,127.0863442
7,서울특별시 노원구 한글비석로 530,37.66693298,127.0591649
8,서울특별시 성북구 길음로 33,37.60508329,127.0220786
9,서울특별시 동대문구 정릉천동로 36,37.57547229,127.0371123
10,서울특별시 동대문구 정릉천동로 36,37.57547229,127.0371123
11,서울특별시 종로구 대학로 47,37.57546396,127.0018417
12,서울특별시 동대문구 한천로63길 10,37.6049031,127.0637064
13,서울특별시 성북구 돌곶이로8길 22,37.60652448,127.0622612
14,서울특별시 서초구 서운로 197,37.49948267,127.0208201
15,서울특별시 강남구 삼성로 212,37.49961577,127.0659154
16,서울특별시 송파구 중대로 24,37.48812575,127.1110591
17,서울특별시 서초구 서초중앙로 188,37.49735041,127.013538
18,서울특별시 서초구 서초대로65길 13-10,37.49742848,127.0191506
19,서울특별시 동작구 상도로 346-1,37.49678998,126.9516675
20,서울특별시 동작구 양녕로 220,37.50069236,126.9455364
21,서울특별시 양천구 목동중앙남로9길 25,37.53783529,126.8650617
22,서울특별시 송파구 올림픽로 435,37.5213593,127.1049717
23,서울특별시 송파구 양재대로 1218,37.51669099,127.1377124
24,서울특별시 도봉구 우이천로4라길 11-14,37.63304517,127.0422797
25,서울특별시 성동구 독서당로 191,37.54459287,127.0119843
26,서울특별시 은평구 연서로 28,37.60159593,126.9162426
27,서울특별시 광진구 아차산로 503-23,37.5431621,127.0956083
28,서울특별시 도봉구 노해로45길 26,37.6509017,127.0268558
29,서울특별시 성동구 왕십리로 16,37.53925787,127.0446715
30,서울특별시 중랑구 신내로 128,37.60894053,127.0978091
31,서울특별시 송파구 양재대로 1218,37.51669099,127.1377124
32,서울특별시 용산구 이촌로87길 13,37.51899266,126.9776769
33,서울특별시 마포구 성미산로23길 4,37.56374955,126.9217919
34,서울특별시 동작구 상도로 346-1,37.49678998,126.9516675
35,서울특별시 강북구 한천로148길 26,37.64311016,127.0248645
36,서울특별시 관악구 청룡10길 45,37.47723093,126.9430557
37,서울특별시 강남구 삼성로 417,37.50459597,127.057495
38,서울특별시 강동구 고덕로 131,37.55516675,127.1438388
39,서울특별시 서초구 효령로45길 11,37.4841868,127.0084942
40,서울특별시 송파구 송파대로 345,37.49761457,127.1025318
41,서울특별시 성동구 무학로 33,37.56916416,127.0263479
42,서울특별시 종로구 대학로 47,37.57546396,127.0018417
43,서울특별시 강남구 삼성로111길 8,37.51473151,127.0517391
44,서울특별시 강남구 압구정로 201,37.53153417,127.0292731
45,서울특별시 강남구 삼성로 212,37.49961577,127.0659154
46,서울특별시 노원구 노원로22길 71,37.64855942,127.0758816
47,서울특별시 중랑구 면목로69길 16,37.58725262,127.0863442
48,서울특별시 강동구 고덕로62길 76,37.55084401,127.1515673
49,서울특별시 강서구 양천로73길 80,37.55415856,126.8743473
50,서울특별시 마포구 신수로2길 6,37.54202998,126.9344792
51,서울특별시 서대문구 통일로32길 14,37.58512385,126.9493962
52,서울특별시 영등포구 경인로 882,37.5175214,126.9107121
53,서울특별시 도봉구 우이천로4라길 11-14,37.63304517,127.0422797
54,서울특별시 강서구 공항대로2길 61,37.55870622,126.808901
55,서울특별시 강남구 언주로103길 16,37.50666001,127.0386458
56,서울특별시 마포구 상암산로1길 92,37.58275639,126.8820988
57,서울특별시 동대문구 서울시립대로 14,37.57207425,127.0472735
58,서울특별시 노원구 덕릉로71길 30,37.6508593,127.0696948
59,서울특별시 중구 난계로 169,37.56657481,127.0232614
