"자치구","경제활동별","구분","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"중랑구","건설업","고정자본소모(④)","항목","","11613.94936","7664.261741","8690.177996","5951.214683","6833.935553","11126","18051","19090.488935","19100",
"중랑구","건설업","순기타 생산세(⑤)","항목","","2363.245214","1639.552438","1745.142263","1388.198356","1534.334099","1711","4023","3995.940903","4520",
"중랑구","건설업","지역내 요소소득(⑥=③-④-⑤)","항목","","184308.7516","138432.665","164901.5648","131386.7777","159780.1417","242680","369819","378056.194665","370134",
"중랑구","건설업","산출액(2015년 기준년 연쇄가격)","항목","","577724.0863","407210.6907","469146.4362","359316.676","423655.1738","603311","901704","910160.064363","863557",
"중랑구","건설업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","217379.4276","156087.9225","175336.885","135326.5766","158080.7437","228689","333314","333564.418511","317225",
"중랑구","도매 및 소매업","산출액(①)","항목","","1141482.091","1128703.705","1178788.074","1117813.754","1185509.426","1182186","1150148","1206661.40007","1277775",
"중랑구","도매 및 소매업","중간소비(②)","항목","","516462.7208","522677.2889","557465.5182","527302.8877","562599.3664","566782","556845","594038.022444","649681",
"중랑구","도매 및 소매업","지역내 총부가가치(③=①-②)","항목","","625019.3703","606026.4156","621322.5561","590510.8666","622910.0594","615404","593303","612623.377626","628094",
"중랑구","도매 및 소매업","고정자본소모(④)","항목","","33890.86861","34525.37896","38925.76969","36649.38935","39050.96101","40432","40607","45483.260047","48922",
"중랑구","도매 및 소매업","순기타 생산세(⑤)","항목","","3583.968763","4288.66453","4354.658833","5491.399678","5715.512664","4909","5498","5656.64878","6681",
"중랑구","도매 및 소매업","지역내 요소소득(⑥=③-④-⑤)","항목","","587544.5329","567212.3721","578042.1276","548370.0776","578143.5858","570063","547198","561483.468799","572490",
"중랑구","도매 및 소매업","산출액(2015년 기준년 연쇄가격)","항목","","1142375.894","1131122.045","1178788.074","1094114.139","1145102.297","1142565","1128311","1193975.848621","1236527",
"중랑구","도매 및 소매업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","610576.3131","605657.6495","621322.5561","579664.8776","602369.9419","596799","588739","620674.590448","625143",
"중랑구","운수 및 창고업","산출액(①)","항목","","523163.6415","553359.0792","527296.6606","589790.254","645519.5509","606853","613795","448548.046724","498517",
"중랑구","운수 및 창고업","중간소비(②)","항목","","283551.694","283441.4895","252133.8727","284769.0329","326296.0217","316204","312582","237391.901352","281870",
"중랑구","운수 및 창고업","지역내 총부가가치(③=①-②)","항목","","239611.9475","269917.5897","275162.7879","305021.2211","319223.5292","290649","301212","211156.145372","216648",
"중랑구","운수 및 창고업","고정자본소모(④)","항목","","82284.72732","91091.91032","93294.57336","97801.75987","111604.5331","102375","107573","84172.626967","95250",
"중랑구","운수 및 창고업","순기타 생산세(⑤)","항목","","1316.695573","1672.671909","1809.953125","1987.677811","2407.574085","1550","2210","1330.282587","1525",
"중랑구","운수 및 창고업","지역내 요소소득(⑥=③-④-⑤)","항목","","156010.5246","177153.0075","180058.2615","205231.7834","205211.422","186724","191429","125653.235818","119873",
"중랑구","운수 및 창고업","산출액(2015년 기준년 연쇄가격)","항목","","543601.9251","565149.9386","527296.6606","580840.236","634809.7531","594467","577701","416896.505233","453067",
"중랑구","운수 및 창고업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","291263.4998","310133.6505","275162.7879","291341.9163","315768.6331","296595","284887","184124.648724","201735",
"중랑구","숙박 및 음식점업","산출액(①)","항목","","499082.8345","518726.2519","529049.0437","589195.1065","616832.4677","665528","694082","617636.024783","654347",
"중랑구","숙박 및 음식점업","중간소비(②)","항목","","352333.5211","368072.8507","372254.4128","414355.8568","436274.0563","474409","493147","444296.916637","478459",
"중랑구","숙박 및 음식점업","지역내 총부가가치(③=①-②)","항목","","146749.3135","150653.4013","156794.6308","174839.2497","180558.4114","191119","200936","173339.108147","175888",
"중랑구","숙박 및 음식점업","고정자본소모(④)","항목","","7619.967551","7591.916467","8001.99779","7616.361025","8338.88781","8618","8548","8800.584522","8970",
"중랑구","숙박 및 음식점업","순기타 생산세(⑤)","항목","","4776.785868","5389.33946","4433.153586","3942.785776","3804.647418","3395","5606","4924.675052","4826",
"중랑구","숙박 및 음식점업","지역내 요소소득(⑥=③-④-⑤)","항목","","134352.5601","137672.1453","144359.4794","163280.1029","168414.8761","179106","186781","159613.848573","162092",
"중랑구","숙박 및 음식점업","산출액(2015년 기준년 연쇄가격)","항목","","522290.1313","533798.2909","529049.0437","575371.035","588162.9013","616233","626172","550643.060858","566518",
"중랑구","숙박 및 음식점업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","166010.4022","163899.8499","156794.6308","166182.5092","166336.8316","172394","175300","151339.331308","152003",
"중랑구","정보통신업","산출액(①)","항목","","214306.7612","176631.9246","150658.2032","164590.892","139223.9464","124499","124862","192434.864644","209162",
"중랑구","정보통신업","중간소비(②)","항목","","109537.6474","89652.69818","75385.99102","82645.01969","70827.20925","62623","62124","90554.458384","101993",
"중랑구","정보통신업","지역내 총부가가치(③=①-②)","항목","","104769.1137","86979.22646","75272.21213","81945.87231","68396.73712","61877","62738","101880.40626","107169",
"중랑구","정보통신업","고정자본소모(④)","항목","","36465.52812","29594.20818","25796.16111","28300.17846","24073.73892","21477","21851","32005.560356","33896",
"중랑구","정보통신업","순기타 생산세(⑤)","항목","","418.4446443","371.6220781","394.860042","426.4137158","359.5567377","239","263","355.997624","477",
"중랑구","정보통신업","지역내 요소소득(⑥=③-④-⑤)","항목","","67885.14097","57013.3962","49081.19097","53219.28014","43963.44146","40161","40623","69518.84828","72796",
"중랑구","정보통신업","산출액(2015년 기준년 연쇄가격)","항목","","216769.4369","178497.4006","150658.2032","163810.3753","138262.0708","123577","123698","187679.473763","201229",
"중랑구","정보통신업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","111611.3125","90277.93628","75272.21213","81514.57828","68627.63442","62538","63649","100812.691639","105237",
"중랑구","금융 및 보험업","산출액(①)","항목","","175425.1806","159997.2492","146060.97","153103.462","177320.1872","198536","179942","162377.370684","169242",
"중랑구","금융 및 보험업","중간소비(②)","항목","","81879.48862","70550.6605","62342.52003","67775.71889","76368.12579","86744","78177","67784.654065","67358",
"중랑구","금융 및 보험업","지역내 총부가가치(③=①-②)","항목","","93545.692","89446.58867","83718.44997","85327.7431","100952.0614","111792","101765","94592.716618","101884",
"중랑구","금융 및 보험업","고정자본소모(④)","항목","","8766.186589","8074.591702","7491.978483","7831.793091","8653.332158","9516","8950","8148.226608","8555",
"중랑구","금융 및 보험업","순기타 생산세(⑤)","항목","","1166.332133","1181.494407","1308.4032","1424.807151","1568.711923","1431","2095","1182.469808","1231",
"중랑구","금융 및 보험업","지역내 요소소득(⑥=③-④-⑤)","항목","","83613.17328","80190.50256","74918.06828","76071.14286","90730.0173","100844","90721","85262.020203","92097",
"중랑구","금융 및 보험업","산출액(2015년 기준년 연쇄가격)","항목","","175488.1171","160441.7652","146060.97","153531.2439","173501.4525","192166","177800","163100.783666","164449",
"중랑구","금융 및 보험업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","91402.85405","87973.06754","83718.44997","85832.41528","97881.49362","106645","100712","96368.521518","98964",
"중랑구","부동산업","산출액(①)","항목","","768510.4481","800439.5752","884024.4476","948548.3139","1030505.752","1071041","1086031","1132037.995403","1055102",
"중랑구","부동산업","중간소비(②)","항목","","169206.191","179592.6263","209853.6504","228351.5936","269917.674","288964","297313","312626.977692","301761",
"중랑구","부동산업","지역내 총부가가치(③=①-②)","항목","","599304.2571","620846.9489","674170.7973","720196.7203","760588.0784","782077","788718","819411.017711","753342",
"중랑구","부동산업","고정자본소모(④)","항목","","160309.4795","168310.4857","190286.9856","206583.1793","228422.2116","239501","250102","267051.239056","259879",
"중랑구","부동산업","순기타 생산세(⑤)","항목","","50410.5829","50662.98545","55677.9911","58292.39185","62771.54838","68066","84732","108717.760063","131061",
"중랑구","부동산업","지역내 요소소득(⑥=③-④-⑤)","항목","","388584.1947","401873.4777","428205.8205","455321.1492","469394.3184","474510","453884","443642.018592","362401",
"중랑구","부동산업","산출액(2015년 기준년 연쇄가격)","항목","","803852.7792","821042.008","884024.4476","935621.7467","998467.3169","1025830","1033141","1069986.539958","990351",
"중랑구","부동산업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","636704.119","642957.0508","674170.7973","707669.5364","737426.8877","753709","753711","775409.566386","718937",
"중랑구","사업서비스업","산출액(①)","항목","","320775.1672","344418.2776","346901.5646","365137.1665","404995.1067","417652","434279","445024.16942","578869",
"중랑구","사업서비스업","중간소비(②)","항목","","140391.2574","150983.9859","158807.3842","176324.8775","194546.0462","202648","208523","185143.068154","247627",
"중랑구","사업서비스업","지역내 총부가가치(③=①-②)","항목","","180383.9098","193434.2917","188094.1804","188812.289","210449.0605","215003","225756","259881.101266","331242",
"중랑구","사업서비스업","고정자본소모(④)","항목","","16711.922","17016.22858","18104.03088","17732.95928","20576.36202","21742","23291","24889.642534","34385",
"중랑구","사업서비스업","순기타 생산세(⑤)","항목","","617.7305787","608.6193919","925.9933665","700.5784658","809.1643614","460","472","407.774784","814",
"중랑구","사업서비스업","지역내 요소소득(⑥=③-④-⑤)","항목","","163054.2572","175809.4437","169064.1562","170378.7513","189063.5341","192800","201993","234583.683948","296043",
"중랑구","사업서비스업","산출액(2015년 기준년 연쇄가격)","항목","","330529.191","350755.222","346901.5646","360521.3147","392345.8181","396941","406465","410025.340186","519564",
"중랑구","사업서비스업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","190818.8215","200754.2856","188094.1804","187113.4086","202945.5663","201062","206715","231746.270415","287885",
"중랑구","공공행정,국방 및 사회보장행정","산출액(①)","항목","","247624.1252","199629.348","167631.2117","170376.8332","182964.125","195859","215964","235077.28966","248963",
"중랑구","공공행정,국방 및 사회보장행정","중간소비(②)","항목","","66071.63792","44656.20102","32914.99826","35269.71683","39308.86807","43562","50841","51129.648144","55090",
"중랑구","공공행정,국방 및 사회보장행정","지역내 총부가가치(③=①-②)","항목","","181552.4873","154973.147","134716.2134","135107.1164","143655.257","152297","165123","183947.641516","193873",
"중랑구","공공행정,국방 및 사회보장행정","고정자본소모(④)","항목","","56411.0547","47822.14559","41142.90583","40939.20549","43421.97649","46782","51131","53831.328097","57149",
"중랑구","공공행정,국방 및 사회보장행정","순기타 생산세(⑤)","항목","","3.104335742","2.91356457","3.057294074","3.048799179","3.023712369","3","7","3.998173","4",
"중랑구","공공행정,국방 및 사회보장행정","지역내 요소소득(⑥=③-④-⑤)","항목","","125138.3283","107148.0879","93570.25032","94164.86211","100230.2568","105512","113985","130112.315246","136720",
"중랑구","공공행정,국방 및 사회보장행정","산출액(2015년 기준년 연쇄가격)","항목","","262112.6685","205170.4569","167631.2117","166795.9625","174470.8185","180533","195666","210838.991656","216715",
"중랑구","공공행정,국방 및 사회보장행정","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","194783.2129","160648.9019","134716.2134","131339.5724","135481.9938","138011","146453","160653.043531","164582",
"중랑구","교육서비스업","산출액(①)","항목","","532270.2492","563686.3709","567908.6379","593779.9479","604423.2589","601600","623774","599099.408651","610276",
"중랑구","교육서비스업","중간소비(②)","항목","","181634.392","198648.2454","204683.9991","202950.4267","208238.249","199242","202825","172169.623792","178536",
"중랑구","교육서비스업","지역내 총부가가치(③=①-②)","항목","","350635.8572","365038.1255","363224.6388","390829.5212","396185.0099","402357","420949","426929.78486","431740",
"중랑구","교육서비스업","고정자본소모(④)","항목","","45006.61015","46730.91636","47733.18103","50566.71887","51010.4082","53104","56354","60197.089457","62739",
"중랑구","교육서비스업","순기타 생산세(⑤)","항목","","997.5312057","966.1791473","819.6361764","656.61971","659.7409865","535","814","504.386139","672",
"중랑구","교육서비스업","지역내 요소소득(⑥=③-④-⑤)","항목","","304631.7158","317341.03","314671.8216","339606.1826","344514.8607","348719","363782","366228.309264","368328",
"중랑구","교육서비스업","산출액(2015년 기준년 연쇄가격)","항목","","552888.1069","575453.9353","567908.6379","585497.8687","586344.0751","574167","583956","557718.900052","561085",
"중랑구","교육서비스업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","373238.4184","375353.5692","363224.6388","386123.2926","384397.5525","384517","392371","394751.938815","396527",
"중랑구","보건업 및 사회복지서비스업","산출액(①)","항목","","495815.6099","582266.0862","643234.3062","703384.9565","761435.8985","827517","928990","934758.748317","991197",
"중랑구","보건업 및 사회복지서비스업","중간소비(②)","항목","","230319.6766","297658.3378","326887.8429","354038.096","393675.8856","428985","480687","479344.66507","503247",
"중랑구","보건업 및 사회복지서비스업","지역내 총부가가치(③=①-②)","항목","","265495.9333","284607.7484","316346.4633","349346.8606","367760.0129","398532","448302","455414.083247","487949",
"중랑구","보건업 및 사회복지서비스업","고정자본소모(④)","항목","","25681.13947","26469.53168","29360.75463","34179.53349","34753.16004","38338","42276","44058.649254","47293",
"중랑구","보건업 및 사회복지서비스업","순기타 생산세(⑤)","항목","","451.3503832","445.7653245","684.0815177","575.4955705","605.161192","325","478","322.284284","368",
"중랑구","보건업 및 사회복지서비스업","지역내 요소소득(⑥=③-④-⑤)","항목","","239363.4434","257692.4514","286301.6272","314591.8315","332401.6917","359869","405549","411033.149708","440288",
"중랑구","보건업 및 사회복지서비스업","산출액(2015년 기준년 연쇄가격)","항목","","512563.0682","592867.4907","643234.3062","692711.1428","736764.9904","791360","882287","876414.71664","921682",
"중랑구","보건업 및 사회복지서비스업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","275443.3385","291882.6341","316346.4633","343765.0324","352589.0707","377909","422795","418868.127049","446992",
"중랑구","문화 및 기타 서비스업","산출액(①)","항목","","550316.4896","574322.7679","530082.36","560171.2097","553721.1152","599454","630202","503963.804216","532134",
"중랑구","문화 및 기타 서비스업","중간소비(②)","항목","","271063.226","284329.2098","274902.5373","283913.0269","285589.8511","307842","318527","255247.688472","263065",
"중랑구","문화 및 기타 서비스업","지역내 총부가가치(③=①-②)","항목","","279253.2636","289993.558","255179.8226","276258.1828","268131.264","291612","311674","248716.115744","269069",
"중랑구","문화 및 기타 서비스업","고정자본소모(④)","항목","","50265.94524","50940.4284","43936.94583","47024.32264","46584.62794","50303","58170","55177.678404","61002",
"중랑구","문화 및 기타 서비스업","순기타 생산세(⑤)","항목","","2906.41617","2862.814716","2121.725598","3589.907338","3283.558646","3410","11977","3844.146231","4420",
"중랑구","문화 및 기타 서비스업","지역내 요소소득(⑥=③-④-⑤)","항목","","226080.9021","236190.3149","209121.1512","225643.9528","218263.0774","237899","241527","189694.291109","203647",
"중랑구","문화 및 기타 서비스업","산출액(2015년 기준년 연쇄가격)","항목","","575461.7117","587962.5907","530082.36","551147.6508","535376.5904","565264","585914","462153.178698","476057",
"중랑구","문화 및 기타 서비스업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","307672.9629","305126.1891","255179.8226","268205.0629","254528.6052","266784","278917","218046.48452","232584",
"성북구","총부가가치(기초가격)","산출액(①)","항목","","9238806.169","9249551.982","9339861.487","10003809.54","10387294.22","10749714","10796633","10703000.052461","11070628",
"성북구","총부가가치(기초가격)","중간소비(②)","항목","","4234032.611","4336725.28","4259528.693","4621090.886","4861890.465","5094313","5054277","4930810.013383","5138333",
"성북구","총부가가치(기초가격)","지역내 총부가가치(③=①-②)","항목","","5004773.558","4912826.702","5080332.794","5382718.651","5525403.757","5655401","5742356","5772190.039078","5932295",
"성북구","총부가가치(기초가격)","고정자본소모(④)","항목","","801681.0083","788950.9322","819459.1052","879597.5497","909108.3861","936167","978050","1021011.46847","1085398",
"성북구","총부가가치(기초가격)","순기타 생산세(⑤)","항목","","102836.577","103895.8731","102776.0975","108986.256","111523.9938","113346","147457","171152.183797","209710",
"성북구","총부가가치(기초가격)","지역내 요소소득(⑥=③-④-⑤)","항목","","4100255.972","4019979.897","4158097.592","4394134.845","4504771.377","4605889","4616849","4580026.38681","4637187",
"성북구","총부가가치(기초가격)","산출액(2015년 기준년 연쇄가격)","항목","","9455195.042","9319155.936","9339861.487","9919651.101","10117572.07","10307074","10242928","10119157.805866","10216145",
"성북구","총부가가치(기초가격)","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","5285857.436","5062174.606","5080332.794","5267769.985","5318096.631","5374122","5391037","5349952.068171","5454586",
"성북구","농·림·어업","산출액(①)","항목","","529.9263703","530.5171756","560.3528975","684.5760413","691.2877967","821","508","590.722324","849",
"성북구","농·림·어업","중간소비(②)","항목","","214.3542284","210.1753715","214.0273082","343.1510449","349.2299844","285","263","305.087169","384",
"성북구","농·림·어업","지역내 총부가가치(③=①-②)","항목","","315.5721419","320.3418041","346.3255893","341.4249964","342.0578123","536","245","285.635155","465",
"성북구","농·림·어업","고정자본소모(④)","항목","","30.64351802","31.26729226","35.27496228","35.8683745","35.75634476","66","29","32.05721","46",
"성북구","농·림·어업","순기타 생산세(⑤)","항목","","10.6748069","4.48087422","6.740015888","-.539195558","-8.565061582","2","9","33.550485","72",
"성북구","농·림·어업","지역내 요소소득(⑥=③-④-⑤)","항목","","274.253817","284.5936376","304.3106111","306.0958174","314.8665291","467","207","220.027461","347",
"성북구","농·림·어업","산출액(2015년 기준년 연쇄가격)","항목","","518.4332679","527.3871867","560.3528975","674.9628808","691.7682609","815","527","581.035581","789",
"성북구","농·림·어업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","299.8660397","321.0470888","346.3255893","330.2472669","337.3986582","533","263","285.127786","444",
"성북구","광업","산출액(①)","항목","","","","","","","","","-","-",
"성북구","광업","중간소비(②)","항목","","","","","","","","","-","-",
"성북구","광업","지역내 총부가가치(③=①-②)","항목","","","","","","","","","-","-",
"성북구","광업","고정자본소모(④)","항목","","","","","","","","","-","-",
"성북구","광업","순기타 생산세(⑤)","항목","","","","","","","","","-","-",
"성북구","광업","지역내 요소소득(⑥=③-④-⑤)","항목","","","","","","","","","-","-",
"성북구","광업","산출액(2015년 기준년 연쇄가격)","항목","","","","","","","","","-","-",
"성북구","광업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","","","","","","","","-","-",
"성북구","제조업","산출액(①)","항목","","813131.5503","863950.4979","614346.2858","875253.3793","779764.8871","817925","719938","799329.680711","634539",
"성북구","제조업","중간소비(②)","항목","","635907.0714","677925.2285","476080.7909","687363.2513","612896.0565","645047","551854","606476.405011","498308",
"성북구","제조업","지역내 총부가가치(③=①-②)","항목","","177224.4789","186025.2694","138265.4948","187890.128","166868.8306","172877","168084","192853.2757","136232",
"성북구","제조업","고정자본소모(④)","항목","","23785.15209","27954.91777","20788.76083","29830.72742","28557.01697","31367","37511","46964.073616","30633",
"성북구","제조업","순기타 생산세(⑤)","항목","","3390.949437","4149.976923","2751.539943","2687.073343","2644.8966","2027","2521","3317.68357","3250",
"성북구","제조업","지역내 요소소득(⑥=③-④-⑤)","항목","","150048.3774","153920.3747","114725.1941","155372.3273","135666.917","139483","128052","142571.518515","102349",
"성북구","제조업","산출액(2015년 기준년 연쇄가격)","항목","","820324.4332","872570.1707","614346.2858","873009.9596","777940.9106","814381","715994","800619.334578","613798",
"성북구","제조업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","182787.4113","191681.6195","138265.4948","173107.9465","160548.9811","159303","155159","176232.461637","132953",
"성북구","전기, 가스, 증기 및 공기조절 공급업","산출액(①)","항목","","399360.8771","401961.7819","335035.0338","289531.7581","293010.5412","304932","321237","322702.143989","351942",
"성북구","전기, 가스, 증기 및 공기조절 공급업","중간소비(②)","항목","","339735.4904","338605.1055","271149.0236","220300.3631","232549.1093","256934","269894","252084.952491","295044",
"성북구","전기, 가스, 증기 및 공기조절 공급업","지역내 총부가가치(③=①-②)","항목","","59625.3867","63356.67639","63886.01017","69231.39499","60461.43185","47998","51342","70617.191498","56898",
"성북구","전기, 가스, 증기 및 공기조절 공급업","고정자본소모(④)","항목","","28129.81404","27946.91129","26071.23331","33544.93633","32420.42691","30117","32604","31640.057135","39954",
"성북구","전기, 가스, 증기 및 공기조절 공급업","순기타 생산세(⑤)","항목","","4558.02487","1523.176606","650.0249936","618.0630686","586.1472256","541","1701","681.556535","638",
"성북구","전기, 가스, 증기 및 공기조절 공급업","지역내 요소소득(⑥=③-④-⑤)","항목","","26937.54778","33886.5885","37164.75188","35068.39559","27454.85771","17341","17038","38295.577828","16306",
"성북구","전기, 가스, 증기 및 공기조절 공급업","산출액(2015년 기준년 연쇄가격)","항목","","350204.5032","329349.3282","335035.0338","337598.5475","335259.1696","337821","351255","375094.297761","392985",
"성북구","전기, 가스, 증기 및 공기조절 공급업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","90789.34396","64154.17599","63886.01017","69982.91273","71928.67829","76689","93133","103725.402176","106470",
"성북구","건설업","산출액(①)","항목","","513207.5024","560454.9237","671304.7097","782561.5663","948484.1971","1031046","907718","827293.634201","765628",
"성북구","건설업","중간소비(②)","항목","","334129.0303","360762.3186","420065.6473","483244.0952","586569.4527","622139","548039","498335.424848","472910",
"성북구","건설업","지역내 총부가가치(③=①-②)","항목","","179078.4721","199692.6051","251239.0624","299317.4711","361914.7443","408907","359679","328958.209353","292718",
"성북구","건설업","고정자본소모(④)","항목","","10826.93548","11263.26277","12901.88038","14088.8633","15735.83842","18321","16503","15482.112583","13851",
"성북구","건설업","순기타 생산세(⑤)","항목","","2146.128471","2281.376977","2497.119558","3013.424441","3327.986267","2737","3697","3290.60332","3372",
"성북구","건설업","지역내 요소소득(⑥=③-④-⑤)","항목","","166105.4082","186147.9653","235840.0625","282215.1833","342850.9196","387850","339479","310185.49345","275495",
"성북구","건설업","산출액(2015년 기준년 연쇄가격)","항목","","524750.0482","566329.9057","671304.7097","779622.896","918204.2918","964015","828087","748622.593789","644102",
"성북구","건설업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","196173.0124","210910.8453","251239.0624","291695.3631","340529.1098","366353","306346","273837.04053","236127",
"성북구","도매 및 소매업","산출액(①)","항목","","962594.7495","952314.024","1011665.048","1031121.217","1027628.671","1036916","1027882","1088402.585053","1149339",
"성북구","도매 및 소매업","중간소비(②)","항목","","430377.1121","433421.4753","470231.7501","479670.5083","476193.3122","485343","485411","526722.33391","575205",
"성북구","도매 및 소매업","지역내 총부가가치(③=①-②)","항목","","532217.6373","518892.5487","541433.2984","551450.7085","551435.359","551573","542471","561680.251143","574134",
"성북구","도매 및 소매업","고정자본소모(④)","항목","","29423.65435","29838.44907","34251.63537","34493.19454","34649.12241","36324","37220","41775.550954","44798",
"성북구","도매 및 소매업","순기타 생산세(⑤)","항목","","3022.308281","3618.445239","3737.273629","5065.510738","4954.345866","4305","4913","5102.270008","6010",
"성북구","도매 및 소매업","지역내 요소소득(⑥=③-④-⑤)","항목","","499771.6747","485435.6544","503444.3894","511892.0032","511831.8907","510944","500337","514802.430181","523326",
"성북구","도매 및 소매업","산출액(2015년 기준년 연쇄가격)","항목","","963348.4797","954354.4364","1011665.048","1009253.609","992556.3832","1002117","1008320","1076909.935083","1112185",
"성북구","도매 및 소매업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","520312.2063","518622.3959","541433.2984","541275.6332","533206.5098","534799","537996","568517.301217","570809",
"성북구","운수 및 창고업","산출액(①)","항목","","274338.3358","274801.8687","269044.6158","290508.1563","287617.6424","275851","303263","257149.840477","273963",
"성북구","운수 및 창고업","중간소비(②)","항목","","148491.469","140186.5369","128434.4065","139270.9695","144675.5822","142946","153123","135080.414555","154296",
"성북구","운수 및 창고업","지역내 총부가가치(③=①-②)","항목","","125846.8668","134615.3317","140610.2093","151237.1868","142942.0601","132906","150139","122069.425922","119667",
"성북구","운수 및 창고업","고정자본소모(④)","항목","","43528.62354","45913.52853","47817.5498","48976.7644","50433.12192","47327","54282","49042.713445","53024",
"성북구","운수 및 창고업","순기타 생산세(⑤)","항목","","690.4538519","830.6654239","923.4995546","979.0552268","1072.716324","704","1092","762.640408","838",
"성북구","운수 및 창고업","지역내 요소소득(⑥=③-④-⑤)","항목","","81627.78944","87871.13777","91869.15994","101281.3671","91436.22188","84874","94765","72264.072069","65805",
"성북구","운수 및 창고업","산출액(2015년 기준년 연쇄가격)","항목","","285195.5456","280699.0551","269044.6158","286113.9501","282909.8499","270127","284694","238226.403466","248342",
"성북구","운수 및 창고업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","153116.5354","154838.8844","140610.2093","144393.8615","141481.3272","135654","141445","105679.212292","110965",
"성북구","숙박 및 음식점업","산출액(①)","항목","","683320.9254","681799.7057","723735.1852","778814.2759","784904.9403","859205","910573","768167.265577","826958",
"성북구","숙박 및 음식점업","중간소비(②)","항목","","481140.9019","482877.8614","508600.3516","546667.0519","554951.8017","611844","645682","552532.821423","604696",
"성북구","숙박 및 음식점업","지역내 총부가가치(③=①-②)","항목","","202180.0234","198921.8444","215134.8336","232147.2239","229953.1385","247361","264891","215634.444154","222261",
"성북구","숙박 및 음식점업","고정자본소모(④)","항목","","11216.34338","10525.93106","11345.94241","10642.74888","10738.92888","11499","11966","11035.727954","11305",
"성북구","숙박 및 음식점업","순기타 생산세(⑤)","항목","","6540.152701","7083.601674","6064.521148","5211.682189","4841.325181","4383","7355","6124.924828","6099",
"성북구","숙박 및 음식점업","지역내 요소소득(⑥=③-④-⑤)","항목","","184423.5273","181312.3116","197724.3701","216292.7929","214372.8845","231479","245570","198473.791371","204857",
"성북구","숙박 및 음식점업","산출액(2015년 기준년 연쇄가격)","항목","","715068.4541","701599.4883","723735.1852","760609.478","748491.1363","795666","821765","685101.876877","716227",
"성북구","숙박 및 음식점업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","228601.8551","216365.1349","215134.8336","220730.0322","211921.0711","223207","231314","188455.200467","192274",
"성북구","정보통신업","산출액(①)","항목","","247114.2134","217037.0819","212766.8875","216813.3221","221170.1352","250236","255104","326561.063559","321044",
"성북구","정보통신업","중간소비(②)","항목","","115241.962","100269.4823","96659.93657","94683.48229","94563.71576","110179","108505","132887.135072","146257",
"성북구","정보통신업","지역내 총부가가치(③=①-②)","항목","","131872.2515","116767.5996","116106.9509","122129.8398","126606.4194","140057","146600","193673.928487","174786",
"성북구","정보통신업","고정자본소모(④)","항목","","37580.15524","32613.70687","32932.9595","34886.74526","34519.03892","39796","41685","52835.475468","54102",
"성북구","정보통신업","순기타 생산세(⑤)","항목","","481.7829806","456.3934375","558.3206332","561.1466541","573.0564793","482","540","604.030181","733",
"성북구","정보통신업","지역내 요소소득(⑥=③-④-⑤)","항목","","93810.31323","83697.49931","82615.67079","86681.94792","91514.32402","99779","104375","140234.422838","119951",
"성북구","정보통신업","산출액(2015년 기준년 연쇄가격)","항목","","250179.4145","219213.5098","212766.8875","215947.4969","219357.6933","249436","253787","318773.612792","303301",
"성북구","정보통신업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","143374.0202","121965.042","116106.9509","121433.9862","126403.7367","141436","147752","190513.507599","164912",
"성북구","금융 및 보험업","산출액(①)","항목","","173496.6571","178863.2704","167317.4856","180993.0673","209219.8746","211469","202162","182218.192766","212163",
"성북구","금융 및 보험업","중간소비(②)","항목","","64793.28099","64019.56102","59938.037","64880.95727","72722.01813","73665","69757","61743.547355","69780",
"성북구","금융 및 보험업","지역내 총부가가치(③=①-②)","항목","","108703.3761","114843.7094","107379.4486","116112.11","136497.8565","137804","132405","120474.645411","142383",
"성북구","금융 및 보험업","고정자본소모(④)","항목","","10520.29594","10707.02285","10091.56512","10802.97856","11707.83903","11827","11858","10464.732669","11749",
"성북구","금융 및 보험업","순기타 생산세(⑤)","항목","","1160.643173","1330.645638","1510.518425","1694.865433","1861.055031","1532","2365","1331.436182","1543",
