"자치구","경제활동별","구분","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"서울시","총부가가치(기초가격)","산출액(①)","항목","","638493143","658563233","687344278","711352658","743542142","779294179","798839158","786902761","841756241",
"서울시","총부가가치(기초가격)","중간소비(②)","항목","","324699453","336271616","347548353","356146590","374353298","392751125","399251374","384286789","416767134",
"서울시","총부가가치(기초가격)","지역내 총부가가치(③=①-②)","항목","","313793690","322291617","339795925","355206068","369188844","386543054","399587784","402615972","424989107",
"서울시","총부가가치(기초가격)","고정자본소모(④)","항목","","49088387","50015611","53120706","54877434","57188219","60561047","63874047","66028402","70869292",
"서울시","총부가가치(기초가격)","순기타 생산세(⑤)","항목","","5175750","5467409","5892459","6081276","6412682","6360532","8420141","8995581","11322183",
"서울시","총부가가치(기초가격)","지역내 요소소득(⑥=③-④-⑤)","항목","","259529553","266808597","280782760","294247358","305587943","319621475","327293596","327591989","342797632",
"서울시","총부가가치(기초가격)","산출액(2015년 기준년 연쇄가격)","항목","","648746689","664401743.7","687344278","705443276","724725061.7","750444265","766015964","751984460.116213","779982955",
"서울시","총부가가치(기초가격)","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","326731214.7","330836647.9","339795925","349514260","356808619","369255882","380377317","379770753.040685","391384648",
"서울시","농·림·어업","산출액(①)","항목","","1077898","982346","849286","870797","898436","1002925","1031254","982223","1084571",
"서울시","농·림·어업","중간소비(②)","항목","","634561","591924","458062","505271","519114","603145","662363","593289","718621",
"서울시","농·림·어업","지역내 총부가가치(③=①-②)","항목","","443337","390422","391224","365526","379322","399780","368891","388934","365950",
"서울시","농·림·어업","고정자본소모(④)","항목","","74152","65046","68648","62648","56378","66745","67116","62442","61762",
"서울시","농·림·어업","순기타 생산세(⑤)","항목","","11913","7641","6970","-586","-8775","2853","17277","3715","1196",
"서울시","농·림·어업","지역내 요소소득(⑥=③-④-⑤)","항목","","357272","317735","315606","303464","331719","330182","284498","322777","302992",
"서울시","농·림·어업","산출액(2015년 기준년 연쇄가격)","항목","","1028636.459","979802.1411","849286","806682","789671.9565","893412","957812","887147.747062","989666",
"서울시","농·림·어업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","531722.7609","511028.9219","391224","389413","395666.6025","452836","432413","390333.824476","440369",
"서울시","광업","산출액(①)","항목","","235809","20787","10340","8365","6322","16857","15386","20591","47575",
"서울시","광업","중간소비(②)","항목","","112739","10314","5027","4168","3107","8982","8298","11450","34755",
"서울시","광업","지역내 총부가가치(③=①-②)","항목","","123070","10473","5313","4197","3215","7875","7088","9141","12820",
"서울시","광업","고정자본소모(④)","항목","","19019","1753","855","660","476","1312","1255","1713","9036",
"서울시","광업","순기타 생산세(⑤)","항목","","731","1175","559","711","796","541","168","187","253",
"서울시","광업","지역내 요소소득(⑥=③-④-⑤)","항목","","103320","7545","3899","2826","1943","6022","5665","7241","3531",
"서울시","광업","산출액(2015년 기준년 연쇄가격)","항목","","245213.7503","20928.68354","10340","8076","5824.567603","15016","13609","18553.535407","46026",
"서울시","광업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","137676.6003","11869.25107","5313","4037","2944.307124","7390","6665","9055.567632","17182",
"서울시","제조업","산출액(①)","항목","","72445264","72576042","71050430","70038863","65450756","66491723","65044713","58653096","62963828",
"서울시","제조업","중간소비(②)","항목","","56048175","55969220","54382824","53047017","49348234","50238169","48738897","43344148","47280646",
"서울시","제조업","지역내 총부가가치(③=①-②)","항목","","16397089","16606822","16667606","16991846","16102522","16253554","16305816","15308948","15683182",
"서울시","제조업","고정자본소모(④)","항목","","2976234","3046744","3022223","3098487","3000309","3112958","3418424","3627062","3977434",
"서울시","제조업","순기타 생산세(⑤)","항목","","337116","412204","340395","289565","296631","236417","268945","288321","376152",
"서울시","제조업","지역내 요소소득(⑥=③-④-⑤)","항목","","13083739","13147874","13304988","13603794","12805582","12904179","12618447","11393565","11329596",
"서울시","제조업","산출액(2015년 기준년 연쇄가격)","항목","","72615556.38","73071526.69","71050430","70390360","65184397.83","65875381","64505505","58789281.590973","60404511",
"서울시","제조업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","16806640.67","17042558.62","16667606","16063831","15370137.97","15095113","15212795","14172140.412824","14916563",
"서울시","전기, 가스, 증기 및 공기조절 공급업","산출액(①)","항목","","9745557","10020527","8376157","7313450","7450076","7635997","7816223","8114049","8897472",
"서울시","전기, 가스, 증기 및 공기조절 공급업","중간소비(②)","항목","","8245637","8354770","6671722","5468740","5843796","6372488","6509898","6198719","7349127",
"서울시","전기, 가스, 증기 및 공기조절 공급업","지역내 총부가가치(③=①-②)","항목","","1499920","1665757","1704435","1844710","1606280","1263509","1306325","1915330","1548345",
"서울시","전기, 가스, 증기 및 공기조절 공급업","고정자본소모(④)","항목","","726237","737667","700248","871049","853710","797221","837422","832225","1081695",
"서울시","전기, 가스, 증기 및 공기조절 공급업","순기타 생산세(⑤)","항목","","111176","37980","16256","15622","14913","13537","41378","17137","16121",
"서울시","전기, 가스, 증기 및 공기조절 공급업","지역내 요소소득(⑥=③-④-⑤)","항목","","662507","890110","987931","958039","737657","452751","427525","1065968","450529",
"서울시","전기, 가스, 증기 및 공기조절 공급업","산출액(2015년 기준년 연쇄가격)","항목","","8607635.557","8278616.563","8376157","8456862","8464512.37","8411399","8504764","9349196.541438","9870111",
"서울시","전기, 가스, 증기 및 공기조절 공급업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","2273071.49","1728203.863","1704435","1838816","1912499.82","1994744","2315887","2790705.121785","2887553",
"서울시","건설업","산출액(①)","항목","","25252258","26834673","27912726","30021558","32550163","33989897","34907115","35093533","34525715",
"서울시","건설업","중간소비(②)","항목","","16394841","17168462","17433884","18433510","19994431","20433017","20976318","20990061","21197418",
"서울시","건설업","지역내 총부가가치(③=①-②)","항목","","8857417","9666211","10478842","11588048","12555732","13556880","13930797","14103472","13328297",
"서울시","건설업","고정자본소모(④)","항목","","559244","566759","570602","573128","575666","630587","661683","689293","670871",
"서울시","건설업","순기타 생산세(⑤)","항목","","105599","109233","103831","115606","114208","90227","142151","139586","152074",
"서울시","건설업","지역내 요소소득(⑥=③-④-⑤)","항목","","8192574","8990219","9804409","10899314","11865858","12836066","13126963","13274593","12505352",
"서울시","건설업","산출액(2015년 기준년 연쇄가격)","항목","","25787927.76","27104433.36","27912726","29945356","31539513.35","31795455","31856974","31811345.755044","29040294",
"서울시","건설업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","9699989.88","10205426.78","10478842","11310791","11807883.95","12142426","11873481","11757747.067132","10758261",
"서울시","도매 및 소매업","산출액(①)","항목","","101055190","101864130","107472454","112525984","118058246","121177525","124634908","123300232","130085474",
"서울시","도매 및 소매업","중간소비(②)","항목","","46221186","47871763","51363911","53832300","57592006","59665670","61858226","62125715","67617182",
"서울시","도매 및 소매업","지역내 총부가가치(③=①-②)","항목","","54834004","53992367","56108543","58693684","60466240","61511855","62776682","61174517","62468292",
"서울시","도매 및 소매업","고정자본소모(④)","항목","","2918572","3050311","3493451","3612889","3779926","4030050","4285228","4530137","4853007",
"서울시","도매 및 소매업","순기타 생산세(⑤)","항목","","317288","387047","397023","552798","569176","503139","595766","578013","680178",
"서울시","도매 및 소매업","지역내 요소소득(⑥=③-④-⑤)","항목","","51598144","50555009","52218069","54527997","56117138","56978666","57895688","56066367","56935107",
"서울시","도매 및 소매업","산출액(2015년 기준년 연쇄가격)","항목","","101134318.3","102082382","107472454","110144074","114054505.3","117137035","122290209","122025574.845171","125908414",
"서울시","도매 및 소매업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","53532118.3","53956505.33","56108543","57623999","58491556.37","59678918","62346453","62066528.685858","62276057",
"서울시","운수 및 창고업","산출액(①)","항목","","23437658","23830100","24611395","23875861","24191883","24793638","24544981","22621306","29132058",
"서울시","운수 및 창고업","중간소비(②)","항목","","14586817","14181004","13711945","13365020","14090661","14732321","14068456","13386927","17923478",
"서울시","운수 및 창고업","지역내 총부가가치(③=①-②)","항목","","8850841","9649096","10899450","10510841","10101222","10061317","10476525","9234379","11208580",
"서울시","운수 및 창고업","고정자본소모(④)","항목","","2962742","3108354","3487156","3250227","3378781","3396640","3591401","3513113","3998733",
"서울시","운수 및 창고업","순기타 생산세(⑤)","항목","","58987","72029","84479","80464","90229","63317","88375","67091","89093",
"서울시","운수 및 창고업","지역내 요소소득(⑥=③-④-⑤)","항목","","5829112","6468713","7327815","7180150","6632212","6601360","6796749","5654175","7120754",
"서울시","운수 및 창고업","산출액(2015년 기준년 연쇄가격)","항목","","23350392.41","23728104.82","24611395","24080248","24088087.54","24496207","23691984","21742515.683048","25870330",
"서울시","운수 및 창고업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","10431518.91","10716049.56","10899450","10280492","10171330.91","10567762","10512757","8762722.867414","9896426",
"서울시","숙박 및 음식점업","산출액(①)","항목","","28005560","29507868","31962052","34738288","36117790","38672238","41144431","33843384","35483187",
"서울시","숙박 및 음식점업","중간소비(②)","항목","","19197837","20279762","21807600","23652210","24896237","26868631","28373235","24185829","25727214",
"서울시","숙박 및 음식점업","지역내 총부가가치(③=①-②)","항목","","8807723","9228106","10154452","11086078","11221553","11803607","12771196","9657555","9755973",
"서울시","숙박 및 음식점업","고정자본소모(④)","항목","","784529","828979","908181","879274","910217","917856","1010811","776777","769143",
"서울시","숙박 및 음식점업","순기타 생산세(⑤)","항목","","268045","306574","267825","232462","222776","197282","332328","269848","261684",
"서울시","숙박 및 음식점업","지역내 요소소득(⑥=③-④-⑤)","항목","","7755149","8092553","8978446","9974342","10088560","10688469","11428057","8610930","8725146",
"서울시","숙박 및 음식점업","산출액(2015년 기준년 연쇄가격)","항목","","29286188.88","30354305.58","31962052","33974273","34492213.53","35897386","37331368","30406362.219985","30958679",
"서울시","숙박 및 음식점업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","9871263.239","9990340.777","10154452","10594777","10414502.68","10722003","11310928","8596608.773959","8577385",
"서울시","정보통신업","산출액(①)","항목","","74929400","76208396","77709008","80610889","85116001","88256170","90086240","92139681","102651475",
"서울시","정보통신업","중간소비(②)","항목","","35302959","35556663","35579251","35490332","37965943","39195370","38714431","37933194","42389883",
"서울시","정보통신업","지역내 총부가가치(③=①-②)","항목","","39626441","40651733","42129757","45120557","47150058","49060800","51371809","54206487","60261592",
"서울시","정보통신업","고정자본소모(④)","항목","","10931948","11010047","11351078","12189759","12713107","13218920","13807676","14424552","15261701",
"서울시","정보통신업","순기타 생산세(⑤)","항목","","146595","160724","204709","209519","221190","170621","191461","170681","235236",
"서울시","정보통신업","지역내 요소소득(⑥=③-④-⑤)","항목","","28547898","29480962","30573970","32721279","34215761","35671259","37372672","39611254","44764655",
"서울시","정보통신업","산출액(2015년 기준년 연쇄가격)","항목","","75851887.54","76946161.77","77709008","79951073","83815026.77","86805550","88004226","88227229.857015","94544652",
"서울시","정보통신업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","42830543.63","42550416.67","42129757","44549756","46541983.26","48522480","50397481","51729806.532243","54583710",
"서울시","금융 및 보험업","산출액(①)","항목","","63748449","64427427","69779795","71792646","77022501","83004401","85430100","92690856","103410830",
"서울시","금융 및 보험업","중간소비(②)","항목","","28178070","27207757","29217690","30705029","32633728","34778269","35960245","37830991","40655787",
"서울시","금융 및 보험업","지역내 총부가가치(③=①-②)","항목","","35570379","37219670","40562105","41087617","44388773","48226132","49469855","54859865","62755043",
"서울시","금융 및 보험업","고정자본소모(④)","항목","","3363356","3382646","3644921","3726739","3762303","4047819","4282613","4590341","5017600",
"서울시","금융 및 보험업","순기타 생산세(⑤)","항목","","422241","474085","625320","665917","679036","596227","990746","672743","748786",
"서울시","금융 및 보험업","지역내 요소소득(⑥=③-④-⑤)","항목","","31784782","33362939","36291864","36694961","39947434","43582086","44196496","49596781","56988657",
"서울시","금융 및 보험업","산출액(2015년 기준년 연쇄가격)","항목","","63534087.67","64465784.16","69779795","72036779","75315960.16","80136537","84261189","92872664.148581","99694230",
"서울시","금융 및 보험업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","34581472.57","36478002.6","40562105","41363642","43010907.42","45858172","48771831","55538321.857232","60068929",
"서울시","부동산업","산출액(①)","항목","","45941694","49484322","53424404","56902255","61704011","65500432","65547597","67184858","66869135",
"서울시","부동산업","중간소비(②)","항목","","11168890","12778005","14540911","15840906","18424781","19986972","19850464","20183977","20696535",
"서울시","부동산업","지역내 총부가가치(③=①-②)","항목","","34772804","36706317","38883493","41061349","43279230","45513460","45697133","47000881","46172600",
"서울시","부동산업","고정자본소모(④)","항목","","9300909","9631988","10535910","11256784","12257257","13296497","14046946","14678480","15411591",
"서울시","부동산업","순기타 생산세(⑤)","항목","","3012509","3130910","3363742","3495579","3757400","4161429","5112922","6451112","8305989",
"서울시","부동산업","지역내 요소소득(⑥=③-④-⑤)","항목","","22459386","23943419","24983841","26308986","27264573","28055534","26537265","25871289","22455020",
"서울시","부동산업","산출액(2015년 기준년 연쇄가격)","항목","","47965832.02","50695023.77","53424404","56183992","59846314.42","62794540","62399075","63460124.989489","62800312",
"서울시","부동산업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","36993375.07","38050460.89","38883493","40447637","42103177.48","44051898","43831247","44472498.475812","44239308",
"서울시","사업서비스업","산출액(①)","항목","","98758259","102327734","108227417","113041921","120453371","129155912","132848799","131247682","139668279",
"서울시","사업서비스업","중간소비(②)","항목","","49695777","52543849","55389400","58505878","62494458","67405657","68432729","65736166","71260078",
"서울시","사업서비스업","지역내 총부가가치(③=①-②)","항목","","49062482","49783885","52838017","54536043","57958913","61750255","64416070","65511516","68408201",
"서울시","사업서비스업","고정자본소모(④)","항목","","4801704","4845623","5266836","4792483","5161981","5780822","6107117","6521010","7124401",
"서울시","사업서비스업","순기타 생산세(⑤)","항목","","184223","172325","300021","216896","251370","146281","137145","119826","196480",
"서울시","사업서비스업","지역내 요소소득(⑥=③-④-⑤)","항목","","44076555","44765937","47271160","49526664","52545562","55823152","58171808","58870680","61087320",
"서울시","사업서비스업","산출액(2015년 기준년 연쇄가격)","항목","","101699052.7","104175536.2","108227417","111644013","116580528.3","122833031","124335253","120987662.557471","125277781",
"서울시","사업서비스업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","51331255.97","51299819.52","52838017","54090064","55722969.5","57733583","58823886","58211491.551762","59009955",
"서울시","공공행정,국방 및 사회보장행정","산출액(①)","항목","","22072292","21713032","21918047","22436235","22816917","23651150","23871651","23617699","24590724",
"서울시","공공행정,국방 및 사회보장행정","중간소비(②)","항목","","7170006","6947964","7056382","6823019","7023991","7172512","7139441","6631862","7023636",
"서울시","공공행정,국방 및 사회보장행정","지역내 총부가가치(③=①-②)","항목","","14902286","14765068","14861665","15613216","15792926","16478638","16732210","16985837","17567088",
"서울시","공공행정,국방 및 사회보장행정","고정자본소모(④)","항목","","4431073","4365269","4305431","4397710","4445031","4588351","4652515","4429385","4667415",
"서울시","공공행정,국방 및 사회보장행정","순기타 생산세(⑤)","항목","","280","324","411","408","384","424","754","405","390",
"서울시","공공행정,국방 및 사회보장행정","지역내 요소소득(⑥=③-④-⑤)","항목","","10470933","10399475","10555823","11215098","11347511","11889863","12078941","12556047","12899283",
"서울시","공공행정,국방 및 사회보장행정","산출액(2015년 기준년 연쇄가격)","항목","","22927864.12","22119956.38","21918047","21905082","21587831.67","21677396","21531033","20941776.454299","21302160",
"서울시","공공행정,국방 및 사회보장행정","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","15793731.3","15253700.34","14861665","15060163","14678787.23","14767970","14712135","14541888.81383","14802383",
"서울시","교육서비스업","산출액(①)","항목","","25066122","25905218","27461660","27923599","28714859","28638956","29704586","27777210","29218880",
"서울시","교육서비스업","중간소비(②)","항목","","8529340","9133497","9955860","9625059","10024467","9587347","9758759","8353656","8888910",
"서울시","교육서비스업","지역내 총부가가치(③=①-②)","항목","","16536782","16771721","17505800","18298540","18690392","19051609","19945827","19423554","20329970",
"서울시","교육서비스업","고정자본소모(④)","항목","","2118062","2147665","2306180","2374403","2414773","2525659","2678906","2794917","2979588",
"서울시","교육서비스업","순기타 생산세(⑤)","항목","","46198","44511","40573","32017","33058","26652","40537","30299","39452",
"서울시","교육서비스업","지역내 요소소득(⑥=③-④-⑤)","항목","","14372522","14579545","15159047","15892120","16242561","16499298","17226384","16598338","17310930",
"서울시","교육서비스업","산출액(2015년 기준년 연쇄가격)","항목","","26040337.47","26449806.44","27461660","27537833","27860112.32","27336216","27806094","25815937.039387","26792812",
"서울시","교육서비스업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","17609585.19","17251955.86","17505800","18083766","18139494.14","18211759","18588378","17915943.111276","18626104",
"서울시","보건업 및 사회복지서비스업","산출액(①)","항목","","23933544","28687195","31552058","33616996","36729317","40025420","44154831","45207294","47688665",
"서울시","보건업 및 사회복지서비스업","중간소비(②)","항목","","11260532","14969014","16385677","17253445","19396500","21119686","23284321","23656624","24596488",
"서울시","보건업 및 사회복지서비스업","지역내 총부가가치(③=①-②)","항목","","12673012","13718181","15166381","16363551","17332817","18905734","20870510","21550670","23092177",
"서울시","보건업 및 사회복지서비스업","고정자본소모(④)","항목","","1156614","1207716","1353413","1551078","1583761","1755170","1901097","2025719","2160983",
"서울시","보건업 및 사회복지서비스업","순기타 생산세(⑤)","항목","","24476","24287","37155","30423","32182","17256","24820","16983","23247",
"서울시","보건업 및 사회복지서비스업","지역내 요소소득(⑥=③-④-⑤)","항목","","11491922","12486178","13775813","14782050","15716874","17133308","18944593","19507968","20907947",
"서울시","보건업 및 사회복지서비스업","산출액(2015년 기준년 연쇄가격)","항목","","24680679.94","29203252.7","31552058","33137574","35574744.92","38311647","41984561","42393957.357853","44341711",
"서울시","보건업 및 사회복지서비스업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","13097039.61","14076760.91","15166381","16118221","16612416.02","17922773","19679859","19763896.702863","21092132",
"서울시","문화 및 기타 서비스업","산출액(①)","항목","","22788189","24173436","25027049","25634951","26261493","27280938","28056343","24409067","25438373",
"서울시","문화 및 기타 서비스업","중간소비(②)","항목","","11952086","12707648","13588207","13594686","14101844","14582889","14915293","13124181","13407376",
"서울시","문화 및 기타 서비스업","지역내 총부가가치(③=①-②)","항목","","10836103","11465788","11438842","12040265","12159649","12698049","13141050","11284886","12030997",
"서울시","문화 및 기타 서비스업","고정자본소모(④)","항목","","1963992","2019044","2105573","2240116","2294543","2394440","2523837","2531236","2824332",
"서울시","문화 및 기타 서비스업","순기타 생산세(⑤)","항목","","128373","126360","103190","143875","138108","134329","435368","169634","195852",
"서울시","문화 및 기타 서비스업","지역내 요소소득(⑥=③-④-⑤)","항목","","8743738","9320384","9230079","9656274","9726998","10169280","10181845","8584016","9010813",
"서울시","문화 및 기타 서비스업","산출액(2015년 기준년 연쇄가격)","항목","","23731527.41","24687867.33","25027049","25240999","25399641.96","25814220","26232663","22725645.30079","23116193",
"서울시","문화 및 기타 서비스업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","11750313.92","11967470.37","11438842","11694855","11531461.85","11676982","11863086","10126943.897825","10631863",
"종로구","총부가가치(기초가격)","산출액(①)","항목","","50557179.92","52961651.65","52231945.09","53285155.97","56639463.11","58186281","60696436","57816505.842071","60600102",
"종로구","총부가가치(기초가격)","중간소비(②)","항목","","25861309.19","26866314.15","25492665.33","25727810.26","28041652.83","29372316","29887824","27810220.541591","29229302",
"종로구","총부가가치(기초가격)","지역내 총부가가치(③=①-②)","항목","","24695870.73","26095337.51","26739279.76","27557345.71","28597810.28","28813966","30808612","30006285.30048","31370800",
"종로구","총부가가치(기초가격)","고정자본소모(④)","항목","","3706683.197","3954315.136","4140131.554","4216588.821","4390277.32","4361113","4625292","4475623.269984","4605116",
"종로구","총부가가치(기초가격)","순기타 생산세(⑤)","항목","","322820.8639","381990.8698","426969.5779","446138.0166","384086.8441","386287","523175","507540.483825","624527",
"종로구","총부가가치(기초가격)","지역내 요소소득(⑥=③-④-⑤)","항목","","20666366.67","21759031.5","22172178.63","22894618.87","23823446.12","24066566","25660145","25023121.54667","26141157",
"종로구","총부가가치(기초가격)","산출액(2015년 기준년 연쇄가격)","항목","","51037448.92","53211362.55","52231945.09","52958759.91","55206244.2","56010537","58443473","55704106.670145","56395132",
"종로구","총부가가치(기초가격)","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","25230068.26","26380301.65","26739279.76","27292695.08","27700404.35","27597646","29669285","28881338.269474","29220243",
"종로구","농·림·어업","산출액(①)","항목","","29045.47074","24915.08026","19412.75419","10406.76934","15819.14412","19706","15684","18906.699685","21216",
"종로구","농·림·어업","중간소비(②)","항목","","17081.1864","14932.22208","10377.65725","5739.773871","8971.864203","11558","9975","11356.66743","13795",
"종로구","농·림·어업","지역내 총부가가치(③=①-②)","항목","","11964.28435","9982.85818","9035.096933","4666.995465","6847.279915","8148","5709","7550.032255","7422",
"종로구","농·림·어업","고정자본소모(④)","항목","","1990.949561","1642.984067","1552.014292","730.0896083","985.3447447","1320","997","1175.48135","1182",
"종로구","농·림·어업","순기타 생산세(⑤)","항목","","320.0425496","193.9906139","162.9458409","-7.922976311","-164.2469473","56","263","121.140565","119",
"종로구","농·림·어업","지역내 요소소득(⑥=③-④-⑤)","항목","","9653.292236","8145.883499","7320.136801","3944.828833","6026.182117","6772","4449","6253.41034","6121",
"종로구","농·림·어업","산출액(2015년 기준년 연쇄가격)","항목","","27730.26739","24848.99561","19412.75419","9778.732909","14180.24578","17877","14824","17322.257103","19496",
"종로구","농·림·어업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","14156.31107","12894.51295","9035.096933","4902.579816","7084.070332","9086","6595","7501.978757","8596",
"종로구","광업","산출액(①)","항목","","291.2290902","1058.87557","1568.6935","1269.829202","1293.975654","1254","1125","5419.102783","37394",
"종로구","광업","중간소비(②)","항목","","142.0305533","525.2895492","757.647625","639.8854841","658.6412106","689","614","3011.286354","28847",
"종로구","광업","지역내 총부가가치(③=①-②)","항목","","149.1985369","533.5860206","811.045875","629.9437183","635.3344437","566","511","2407.816429","8547",
"종로구","광업","고정자본소모(④)","항목","","24.92638323","89.36631212","128.85925","100.7650896","98.46581092","100","92","451.389465","8250",
"종로구","광업","순기타 생산세(⑤)","항목","",".908116831","59.8677472","84.893625","107.9681926","162.8543935","40","12","49.195891","199",
"종로구","광업","지역내 요소소득(⑥=③-④-⑤)","항목","","123.3640368","384.3519613","597.293","421.2104361","374.0142393","425","406","1907.231073","98",
"종로구","광업","산출액(2015년 기준년 연쇄가격)","항목","","303.7704069","1068.897849","1568.6935","1226.73253","1185.343996","1116","992","4870.960298","36904",
"종로구","광업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","167.9802705","608.4247882","811.045875","604.8244601","576.1963382","526","473","2352.141863","12687",
"종로구","제조업","산출액(①)","항목","","3771755.328","4200859.435","892503.4137","1636742.386","1662328.587","2371878","2556371","1886661.947469","1639870",
"종로구","제조업","중간소비(②)","항목","","3056128.312","3354508.555","677981.1749","1203457.951","1257039.726","1795042","1941850","1393824.088805","1213427",
"종로구","제조업","지역내 총부가가치(③=①-②)","항목","","715627.0167","846350.8805","214522.2388","433284.4357","405288.8612","576836","614521","492837.858664","426443",
"종로구","제조업","고정자본소모(④)","항목","","94283.96773","128454.3512","22584.87603","46029.29442","46639.55436","87484","98418","95873.118501","76839",
"종로구","제조업","순기타 생산세(⑤)","항목","","10201.13373","30832.04272","3355.009261","5576.217117","5754.935806","24977","17091","12645.628318","14863",
"종로구","제조업","지역내 요소소득(⑥=③-④-⑤)","항목","","611141.9153","687064.4866","188582.3535","381678.9241","352894.3711","464375","499012","384319.111845","334742",
"종로구","제조업","산출액(2015년 기준년 연쇄가격)","항목","","3787398.877","4242637.794","892503.4137","1640933.774","1665853.203","2336634","2518914","1888870.687155","1533319",
"종로구","제조업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","736082.4741","870042.4792","214522.2388","414436.9873","408311.3833","562910","586734","464843.340884","403305",
"종로구","전기, 가스, 증기 및 공기조절 공급업","산출액(①)","항목","","300740.1135","314776.2332","267098.3685","239018.1319","241727.9168","241764","238429","250148.659096","274444",
"종로구","전기, 가스, 증기 및 공기조절 공급업","중간소비(②)","항목","","253098.6184","259672.6486","209555.9309","176222.7424","187818.8185","200260","197309","188229.508622","224509",
"종로구","전기, 가스, 증기 및 공기조절 공급업","지역내 총부가가치(③=①-②)","항목","","47641.49518","55103.58464","57542.4376","62795.38947","53909.09833","41505","41119","61919.150474","49934",
"종로구","전기, 가스, 증기 및 공기조절 공급업","고정자본소모(④)","항목","","23612.28291","24490.44176","23771.34189","29087.19978","28462.81014","26290","26527","26410.174088","34783",
"종로구","전기, 가스, 증기 및 공기조절 공급업","순기타 생산세(⑤)","항목","","3429.204119","1193.349276","518.5140529","510.8190244","484.1230008","429","1262","528.315607","497",
"종로구","전기, 가스, 증기 및 공기조절 공급업","지역내 요소소득(⑥=③-④-⑤)","항목","","20600.00815","29419.7936","33252.58166","33197.37067","24962.16519","14786","13330","34980.660779","14654",
"종로구","전기, 가스, 증기 및 공기조절 공급업","산출액(2015년 기준년 연쇄가격)","항목","","267402.9829","262090.8259","267098.3685","274539.3283","273088.4811","265077","258378","286319.148702","302855",
"종로구","전기, 가스, 증기 및 공기조절 공급업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","71801.74793","58354.8693","57542.4376","61952.90549","64219.90449","64963","71734","89550.212779","92680",
"종로구","건설업","산출액(①)","항목","","1356710.563","1060373.112","1076673.388","686526.022","763750.3914","1059312","1023468","845654.477144","825125",
"종로구","건설업","중간소비(②)","항목","","883196.5358","682305.3329","676701.3381","422673.7255","469032.7991","634511","614658","505451.918352","505878",
"종로구","건설업","지역내 총부가가치(③=①-②)","항목","","473514.0271","378067.7794","399972.0498","263852.2965","294717.5922","424802","408810","340202.558792","319247",
"종로구","건설업","고정자본소모(④)","항목","","32572.70199","23934.68431","22792.90571","13368.64943","14032.78292","20774","20253","17123.751188","16485",
"종로구","건설업","순기타 생산세(⑤)","항목","","5673.525029","4316.275595","4005.137713","2643.592218","2679.753973","2812","4168","3363.60385","3634",
"종로구","건설업","지역내 요소소득(⑥=③-④-⑤)","항목","","435267.8001","349816.8195","373174.0064","247840.0549","278005.0553","401215","384389","319715.203754","299127",
"종로구","건설업","산출액(2015년 기준년 연쇄가격)","항목","","1385729.583","1071550.036","1076673.388","684531.64","739855.1372","990200","933919","766681.804897","693253",
"종로구","건설업","지역내총부가가치(2015년 기준년 연쇄가격)","항목","","518128.2783","399006.728","399972.0498","257560.6429","277487.0124","381122","349722","284898.435157","258608",
"종로구","도매 및 소매업","산출액(①)","항목","","5153034.851","5020077.024","5218410.95","5203965.994","6295639.954","6498526","6255790","5378871.109888","5696733",
"종로구","도매 및 소매업","중간소비(②)","항목","","2375203.7","2384794.526","2522140.552","2518112.913","3148330.909","3280566","3185343","2772419.710312","3023619",
"종로구","도매 및 소매업","지역내 총부가가치(③=①-②)","항목","","2777831.151","2635282.499","2696270.398","2685853.081","3147309.045","3217960","3070448","2606451.399576","2673115",
"종로구","도매 및 소매업","고정자본소모(④)","항목","","145827.8235","147933.0932","166730.1517","164177.6515","196203.2106","210232","208974","192493.308193","207118",
"종로구","도매 및 소매업","순기타 생산세(⑤)","항목","","16179.23081","19074.48928","19277.78098","25565.14577","30352.20539","26982","29903","25215.328719","29787",
"종로구","도매 및 소매업","지역내 요소소득(⑥=③-④-⑤)","항목","","2615824.097","2468274.916","2510262.465","2496110.284","2920753.629","2980745","2831571","2388742.762664","2436210",
